"variant","target","outcome","heldout","arm","n_pc","n_cols","spearman"
"plus_precip","prev","women_folate","SierraLeone","full",77,294,0.257142857142857
"plus_precip","prev","women_folate","SierraLeone","fixed_cs",12,294,0.0813186813186813
"plus_precip","prev","women_folate","SierraLeone","fixed_csa",16,294,-0.0505494505494506
"plus_precip","prev","women_b12","Ghana","full",77,294,0.244749955877501
"plus_precip","prev","women_b12","Ghana","fixed_cs",12,294,0.257488298413292
"plus_precip","prev","women_b12","Ghana","fixed_csa",15,294,0.262652491333207
"plus_precip","prev","women_b12","Malawi","full",64,294,0.290704424173985
"plus_precip","prev","women_b12","Malawi","fixed_cs",10,294,0.347999128017655
"plus_precip","prev","women_b12","Malawi","fixed_csa",14,294,0.248452937950355
"plus_precip","prev","women_b12","SierraLeone","full",77,294,-0.187199297842013
"plus_precip","prev","women_b12","SierraLeone","fixed_cs",12,294,0.167928781887688
"plus_precip","prev","women_b12","SierraLeone","fixed_csa",16,294,0.121128957427185
"plus_soil","level","child_vitA","Gambia","full",83,310,0.607119021134594
"plus_soil","level","child_vitA","Gambia","fixed_cs",17,310,0.78420467185762
"plus_soil","level","child_vitA","Gambia","fixed_csa",21,310,0.765962180200222
"plus_soil","level","child_vitA","Ghana","full",84,310,0.373940256045519
"plus_soil","level","child_vitA","Ghana","fixed_cs",16,310,0.290867709815078
"plus_soil","level","child_vitA","Ghana","fixed_csa",19,310,0.298634423897582
"plus_soil","level","child_vitA","Malawi","full",72,310,0.2471932638332
"plus_soil","level","child_vitA","Malawi","fixed_cs",14,310,0.225632426915506
"plus_soil","level","child_vitA","Malawi","fixed_csa",18,310,0.250291608952395
"plus_soil","level","child_vitA","SierraLeone","full",85,310,0.0505494505494506
"plus_soil","level","child_vitA","SierraLeone","fixed_cs",17,310,0.397802197802198
"plus_soil","level","child_vitA","SierraLeone","fixed_csa",21,310,0.358241758241758
"plus_soil","level","women_vitA","Gambia","full",83,310,0.770856507230256
"plus_soil","level","women_vitA","Gambia","fixed_cs",17,310,0.745494994438265
"plus_soil","level","women_vitA","Gambia","fixed_csa",21,310,0.723248053392659
"plus_soil","level","women_vitA","Ghana","full",84,310,0.320967283072546
"plus_soil","level","women_vitA","Ghana","fixed_cs",16,310,0.43448079658606
"plus_soil","level","women_vitA","Ghana","fixed_csa",19,310,0.43103840682788
"plus_soil","level","women_vitA","Malawi","full",72,310,0.230371072391922
"plus_soil","level","women_vitA","Malawi","fixed_cs",14,310,0.206732521688416
"plus_soil","level","women_vitA","Malawi","fixed_csa",18,310,0.157487059852737
"plus_soil","level","women_vitA","SierraLeone","full",85,310,0.0197802197802198
"plus_soil","level","women_vitA","SierraLeone","fixed_cs",17,310,0.38021978021978
"plus_soil","level","women_vitA","SierraLeone","fixed_csa",21,310,0.402197802197802
"plus_soil","level","child_iron","Gambia","full",83,310,0.429143492769744
"plus_soil","level","child_iron","Gambia","fixed_cs",17,310,0.536373748609566
"plus_soil","level","child_iron","Gambia","fixed_csa",21,310,0.575083426028921
"plus_soil","level","child_iron","Ghana","full",84,310,0.54452347083926
"plus_soil","level","child_iron","Ghana","fixed_cs",16,310,0.567368421052632
"plus_soil","level","child_iron","Ghana","fixed_csa",19,310,0.558207681365576
"plus_soil","level","child_iron","Malawi","full",72,310,-0.0393125318947292
"plus_soil","level","child_iron","Malawi","fixed_cs",14,310,0.142615003280601
"plus_soil","level","child_iron","Malawi","fixed_csa",18,310,0.188634541080411
"plus_soil","level","child_iron","SierraLeone","full",85,310,0.296703296703297
"plus_soil","level","child_iron","SierraLeone","fixed_cs",17,310,0.314285714285714
"plus_soil","level","child_iron","SierraLeone","fixed_csa",21,310,0.415384615384615
"plus_soil","level","women_iron","Gambia","full",83,310,0.609788654060067
"plus_soil","level","women_iron","Gambia","fixed_cs",17,310,0.712124582869855
"plus_soil","level","women_iron","Gambia","fixed_csa",21,310,0.746384872080089
"plus_soil","level","women_iron","Ghana","full",84,310,0.360455192034139
"plus_soil","level","women_iron","Ghana","fixed_cs",16,310,0.319857752489331
"plus_soil","level","women_iron","Ghana","fixed_csa",19,310,0.340483641536273
"plus_soil","level","women_iron","Malawi","full",72,310,0.22202376612962
"plus_soil","level","women_iron","Malawi","fixed_cs",14,310,0.289221404097106
"plus_soil","level","women_iron","Malawi","fixed_csa",18,310,0.3050958664431
"plus_soil","level","women_iron","SierraLeone","full",85,310,-0.0945054945054945
"plus_soil","level","women_iron","SierraLeone","fixed_cs",17,310,0.107692307692308
"plus_soil","level","women_iron","SierraLeone","fixed_csa",21,310,0.107692307692308
"plus_soil","level","women_folate","Ghana","full",78,312,-0.0442958748221906
"plus_soil","level","women_folate","Ghana","fixed_cs",13,312,-0.00679943100995732
"plus_soil","level","women_folate","Ghana","fixed_csa",16,312,0.0165007112375533
"plus_soil","level","women_folate","Malawi","full",66,312,0.1144018371364
"plus_soil","level","women_folate","Malawi","fixed_cs",12,312,0.279525406429977
"plus_soil","level","women_folate","Malawi","fixed_csa",16,312,0.29773274039513
"plus_soil","level","women_folate","SierraLeone","full",80,312,0.235164835164835
"plus_soil","level","women_folate","SierraLeone","fixed_cs",15,312,0.103296703296703
"plus_soil","level","women_folate","SierraLeone","fixed_csa",19,312,0.138461538461538
"plus_soil","level","women_b12","Ghana","full",78,312,0.597069701280228
"plus_soil","level","women_b12","Ghana","fixed_cs",13,312,0.600455192034139
"plus_soil","level","women_b12","Ghana","fixed_csa",16,312,0.630953058321479
"plus_soil","level","women_b12","Malawi","full",66,312,0.482849748487278
"plus_soil","level","women_b12","Malawi","fixed_cs",12,312,0.493402347452067
"plus_soil","level","women_b12","Malawi","fixed_csa",16,312,0.458354596486112
"plus_soil","level","women_b12","SierraLeone","full",80,312,0.56043956043956
"plus_soil","level","women_b12","SierraLeone","fixed_cs",15,312,0.384615384615385
"plus_soil","level","women_b12","SierraLeone","fixed_csa",19,312,0.41978021978022
"plus_soil","prev","child_vitA","Gambia","full",83,310,0.606749536501391
"plus_soil","prev","child_vitA","Gambia","fixed_cs",17,310,0.376879668047119
"plus_soil","prev","child_vitA","Gambia","fixed_csa",21,310,0.437242782728425
"plus_soil","prev","child_vitA","Ghana","full",84,310,0.349595784593871
"plus_soil","prev","child_vitA","Ghana","fixed_cs",16,310,0.243378474724801
"plus_soil","prev","child_vitA","Ghana","fixed_csa",19,310,0.260338498327705
"plus_soil","prev","child_vitA","Malawi","full",72,310,0.193569589826281
"plus_soil","prev","child_vitA","Malawi","fixed_cs",14,310,0.0504482836230257
"plus_soil","prev","child_vitA","Malawi","fixed_csa",18,310,0.0468787230263226
"plus_soil","prev","child_vitA","SierraLeone","full",85,310,0.0417582417582418
"plus_soil","prev","child_vitA","SierraLeone","fixed_cs",17,310,0.402197802197802
"plus_soil","prev","child_vitA","SierraLeone","fixed_csa",21,310,0.384615384615385
"plus_soil","prev","women_vitA","Gambia","full",83,310,0.469091175945001
"plus_soil","prev","women_vitA","Gambia","fixed_cs",17,310,0.609654264684899
"plus_soil","prev","women_vitA","Gambia","fixed_csa",21,310,0.596278478277263
"plus_soil","prev","women_vitA","Ghana","full",84,310,0.0877163311810121
"plus_soil","prev","women_vitA","Ghana","fixed_cs",16,310,0.208662145605842
"plus_soil","prev","women_vitA","Ghana","fixed_csa",19,310,0.194715998347848
"plus_soil","prev","women_vitA","Malawi","full",72,310,0.199236715102281
"plus_soil","prev","women_vitA","Malawi","fixed_cs",14,310,0.0875434051206991
"plus_soil","prev","women_vitA","Malawi","fixed_csa",18,310,0.153955643488126
"plus_soil","prev","women_vitA","SierraLeone","full",85,310,0.185410764710102
"plus_soil","prev","women_vitA","SierraLeone","fixed_cs",17,310,0.312147236790425
"plus_soil","prev","women_vitA","SierraLeone","fixed_csa",21,310,0.316841180200807
"plus_soil","prev","child_iron","Gambia","full",83,310,0.529758597115035
"plus_soil","prev","child_iron","Gambia","fixed_cs",17,310,0.538435869390334
"plus_soil","prev","child_iron","Gambia","fixed_csa",21,310,0.556680390584552
"plus_soil","prev","child_iron","Ghana","full",84,310,0.56906853535584
"plus_soil","prev","child_iron","Ghana","fixed_cs",16,310,0.579848241409824
"plus_soil","prev","child_iron","Ghana","fixed_csa",19,310,0.568568813883138
"plus_soil","prev","child_iron","Malawi","full",72,310,-0.0800058665823242
"plus_soil","prev","child_iron","Malawi","fixed_cs",14,310,0.141159461593095
"plus_soil","prev","child_iron","Malawi","fixed_csa",18,310,0.172625517191479
"plus_soil","prev","child_iron","SierraLeone","full",85,310,0.274725274725275
"plus_soil","prev","child_iron","SierraLeone","fixed_cs",17,310,0.221978021978022
"plus_soil","prev","child_iron","SierraLeone","fixed_csa",21,310,0.402197802197802
"plus_soil","prev","women_iron","Gambia","full",83,310,0.566692627825281
"plus_soil","prev","women_iron","Gambia","fixed_cs",17,310,0.734898213469534
"plus_soil","prev","women_iron","Gambia","fixed_csa",21,310,0.798531543488391
"plus_soil","prev","women_iron","Ghana","full",84,310,0.346352412752119
"plus_soil","prev","women_iron","Ghana","fixed_cs",16,310,0.302497221905141
"plus_soil","prev","women_iron","Ghana","fixed_csa",19,310,0.33692815093953
"plus_soil","prev","women_iron","Malawi","full",72,310,0.203656573811916
"plus_soil","prev","women_iron","Malawi","fixed_cs",14,310,0.165770638141878
"plus_soil","prev","women_iron","Malawi","fixed_csa",18,310,0.228750336724565
"plus_soil","prev","women_iron","SierraLeone","full",85,310,-0.195604395604396
"plus_soil","prev","women_iron","SierraLeone","fixed_cs",17,310,0.0593406593406593
"plus_soil","prev","women_iron","SierraLeone","fixed_csa",21,310,0.12967032967033
"plus_soil","prev","women_folate","Ghana","full",78,312,0.0395494238389502
"plus_soil","prev","women_folate","Ghana","fixed_cs",13,312,0.0759491458154111
"plus_soil","prev","women_folate","Ghana","fixed_csa",16,312,0.0501957011750568
"plus_soil","prev","women_folate","Malawi","full",66,312,0.230789921634074
"plus_soil","prev","women_folate","Malawi","fixed_cs",12,312,0.435590029159232
"plus_soil","prev","women_folate","Malawi","fixed_csa",16,312,0.38180451844243
"plus_soil","prev","women_folate","SierraLeone","full",80,312,0.142857142857143
"plus_soil","prev","women_folate","SierraLeone","fixed_cs",15,312,-0.0197802197802198
"plus_soil","prev","women_folate","SierraLeone","fixed_csa",19,312,-0.0901098901098901
"plus_soil","prev","women_b12","Ghana","full",78,312,0.244159762400939
"plus_soil","prev","women_b12","Ghana","fixed_cs",13,312,0.291817885633299
"plus_soil","prev","women_b12","Ghana","fixed_csa",16,312,0.307523589815136
"plus_soil","prev","women_b12","Malawi","full",66,312,0.295491774679342
"plus_soil","prev","women_b12","Malawi","fixed_cs",12,312,0.234119668100649
"plus_soil","prev","women_b12","Malawi","fixed_csa",16,312,0.204081202304512
"plus_soil","prev","women_b12","SierraLeone","full",80,312,-0.151411196783981
"plus_soil","prev","women_b12","SierraLeone","fixed_cs",15,312,0.0908467180703886
"plus_soil","prev","women_b12","SierraLeone","fixed_csa",19,312,0.214728606348191
"rr10_cs","level","child_vitA","Gambia","full",82,300,0.616462736373749
"rr10_cs","level","child_vitA","Gambia","fixed_cs",16,300,0.790433815350389
"rr10_cs","level","child_vitA","Gambia","fixed_csa",20,300,0.778865406006674
"rr10_cs","level","child_vitA","Ghana","full",83,300,0.384238975817923
"rr10_cs","level","child_vitA","Ghana","fixed_cs",15,300,0.251806543385491
"rr10_cs","level","child_vitA","Ghana","fixed_csa",18,300,0.263413940256045
"rr10_cs","level","child_vitA","Malawi","full",72,300,0.230316395713348
"rr10_cs","level","child_vitA","Malawi","fixed_cs",14,300,0.178154844353722
"rr10_cs","level","child_vitA","Malawi","fixed_csa",18,300,0.19915068892615
"rr10_cs","level","child_vitA","SierraLeone","full",85,300,0.0417582417582418
"rr10_cs","level","child_vitA","SierraLeone","fixed_cs",17,300,0.41978021978022
"rr10_cs","level","child_vitA","SierraLeone","fixed_csa",21,300,0.287912087912088
"rr10_cs","level","women_vitA","Gambia","full",82,300,0.763737486095662
"rr10_cs","level","women_vitA","Gambia","fixed_cs",16,300,0.766852057842047
"rr10_cs","level","women_vitA","Gambia","fixed_csa",20,300,0.745939933259177
"rr10_cs","level","women_vitA","Ghana","full",83,300,0.363072546230441
"rr10_cs","level","women_vitA","Ghana","fixed_cs",15,300,0.428364153627311
"rr10_cs","level","women_vitA","Ghana","fixed_csa",18,300,0.423243243243243
"rr10_cs","level","women_vitA","Malawi","full",72,300,0.243566377487789
"rr10_cs","level","women_vitA","Malawi","fixed_cs",14,300,0.230061237880003
"rr10_cs","level","women_vitA","Malawi","fixed_csa",18,300,0.167602245388933
"rr10_cs","level","women_vitA","SierraLeone","full",85,300,-0.0813186813186813
"rr10_cs","level","women_vitA","SierraLeone","fixed_cs",17,300,0.2
"rr10_cs","level","women_vitA","SierraLeone","fixed_csa",21,300,0.296703296703297
"rr10_cs","level","child_iron","Gambia","full",82,300,0.448275862068965
"rr10_cs","level","child_iron","Gambia","fixed_cs",16,300,0.550611790878754
"rr10_cs","level","child_iron","Gambia","fixed_csa",20,300,0.583092324805339
"rr10_cs","level","child_iron","Ghana","full",83,300,0.550697012802276
"rr10_cs","level","child_iron","Ghana","fixed_cs",15,300,0.560284495021337
"rr10_cs","level","child_iron","Ghana","fixed_csa",18,300,0.569615931721195
"rr10_cs","level","child_iron","Malawi","full",72,300,-0.0188999052270905
"rr10_cs","level","child_iron","Malawi","fixed_cs",14,300,0.190548224830502
"rr10_cs","level","child_iron","Malawi","fixed_csa",18,300,0.240978348035285
"rr10_cs","level","child_iron","SierraLeone","full",85,300,0.265934065934066
"rr10_cs","level","child_iron","SierraLeone","fixed_cs",17,300,0.327472527472527
"rr10_cs","level","child_iron","SierraLeone","fixed_csa",21,300,0.410989010989011
"rr10_cs","level","women_iron","Gambia","full",82,300,0.630700778642937
"rr10_cs","level","women_iron","Gambia","fixed_cs",16,300,0.729477196885428
"rr10_cs","level","women_iron","Gambia","fixed_csa",20,300,0.755728587319244
"rr10_cs","level","women_iron","Ghana","full",83,300,0.364893314366999
"rr10_cs","level","women_iron","Ghana","fixed_cs",15,300,0.358065433854908
"rr10_cs","level","women_iron","Ghana","fixed_csa",18,300,0.379601706970128
"rr10_cs","level","women_iron","Malawi","full",72,300,0.180287234818109
"rr10_cs","level","women_iron","Malawi","fixed_cs",14,300,0.219617992272363
"rr10_cs","level","women_iron","Malawi","fixed_csa",18,300,0.230006561201429
"rr10_cs","level","women_iron","SierraLeone","full",85,300,-0.0461538461538462
"rr10_cs","level","women_iron","SierraLeone","fixed_cs",17,300,0.0593406593406593
"rr10_cs","level","women_iron","SierraLeone","fixed_csa",21,300,0.186813186813187
"rr10_cs","level","women_folate","Ghana","full",78,302,-0.0131436699857752
"rr10_cs","level","women_folate","Ghana","fixed_cs",13,302,0.0845234708392603
"rr10_cs","level","women_folate","Ghana","fixed_csa",16,302,0.0927169274537696
"rr10_cs","level","women_folate","Malawi","full",66,302,0.118721294743749
"rr10_cs","level","women_folate","Malawi","fixed_cs",12,302,0.275169497703579
"rr10_cs","level","women_folate","Malawi","fixed_csa",16,302,0.292028140263906
"rr10_cs","level","women_folate","SierraLeone","full",79,302,0.243956043956044
"rr10_cs","level","women_folate","SierraLeone","fixed_cs",14,302,0.151648351648352
"rr10_cs","level","women_folate","SierraLeone","fixed_csa",18,302,0.173626373626374
"rr10_cs","level","women_b12","Ghana","full",78,302,0.603812233285917
"rr10_cs","level","women_b12","Ghana","fixed_cs",13,302,0.553968705547653
"rr10_cs","level","women_b12","Ghana","fixed_csa",16,302,0.598435277382646
"rr10_cs","level","women_b12","Malawi","full",66,302,0.471622803820077
"rr10_cs","level","women_b12","Malawi","fixed_cs",12,302,0.456240431581249
"rr10_cs","level","women_b12","Malawi","fixed_csa",16,302,0.437504556389881
"rr10_cs","level","women_b12","SierraLeone","full",79,302,0.556043956043956
"rr10_cs","level","women_b12","SierraLeone","fixed_cs",14,302,0.336263736263736
"rr10_cs","level","women_b12","SierraLeone","fixed_csa",18,302,0.371428571428571
"rr10_cs","prev","child_vitA","Gambia","full",82,300,0.585366292924249
"rr10_cs","prev","child_vitA","Gambia","fixed_cs",16,300,-0.0592494040783297
"rr10_cs","prev","child_vitA","Gambia","fixed_csa",20,300,0.117162355433088
"rr10_cs","prev","child_vitA","Ghana","full",83,300,0.354950082557509
"rr10_cs","prev","child_vitA","Ghana","fixed_cs",15,300,0.254386113889406
"rr10_cs","prev","child_vitA","Ghana","fixed_csa",18,300,0.262203958522483
"rr10_cs","prev","child_vitA","Malawi","full",72,300,0.203690875568831
"rr10_cs","prev","child_vitA","Malawi","fixed_cs",14,300,0.0240832379499084
"rr10_cs","prev","child_vitA","Malawi","fixed_csa",18,300,0.0336397198005756
"rr10_cs","prev","child_vitA","SierraLeone","full",85,300,0.00659340659340659
"rr10_cs","prev","child_vitA","SierraLeone","fixed_cs",17,300,0.468131868131868
"rr10_cs","prev","child_vitA","SierraLeone","fixed_csa",21,300,0.415384615384615
"rr10_cs","prev","women_vitA","Gambia","full",82,300,0.452899434504178
"rr10_cs","prev","women_vitA","Gambia","fixed_cs",16,300,0.606368983812848
"rr10_cs","prev","women_vitA","Gambia","fixed_csa",20,300,0.578209433480982
"rr10_cs","prev","women_vitA","Ghana","full",83,300,0.0948996023112763
"rr10_cs","prev","women_vitA","Ghana","fixed_cs",15,300,0.222498624602305
"rr10_cs","prev","women_vitA","Ghana","fixed_csa",18,300,0.215242241297687
"rr10_cs","prev","women_vitA","Malawi","full",72,300,0.19319923888706
"rr10_cs","prev","women_vitA","Malawi","fixed_cs",14,300,0.0815059289054785
"rr10_cs","prev","women_vitA","Malawi","fixed_csa",18,300,0.141880691057685
"rr10_cs","prev","women_vitA","SierraLeone","full",85,300,0.086837953092073
"rr10_cs","prev","women_vitA","SierraLeone","fixed_cs",17,300,0.115001613554367
"rr10_cs","prev","women_vitA","SierraLeone","fixed_csa",21,300,0.218268368582778
"rr10_cs","prev","child_iron","Gambia","full",82,300,0.519746359874305
"rr10_cs","prev","child_iron","Gambia","fixed_cs",16,300,0.565135168698945
"rr10_cs","prev","child_iron","Gambia","fixed_csa",20,300,0.581822230766827
"rr10_cs","prev","child_iron","Ghana","full",83,300,0.530261593561496
"rr10_cs","prev","child_iron","Ghana","fixed_cs",15,300,0.497908197643179
"rr10_cs","prev","child_iron","Ghana","fixed_csa",18,300,0.510344123435259
"rr10_cs","prev","child_iron","Malawi","full",72,300,-0.0561099055192041
"rr10_cs","prev","child_iron","Malawi","fixed_cs",14,300,0.179347396314959
"rr10_cs","prev","child_iron","Malawi","fixed_csa",18,300,0.197999014778349
"rr10_cs","prev","child_iron","SierraLeone","full",85,300,0.248351648351648
"rr10_cs","prev","child_iron","SierraLeone","fixed_cs",17,300,0.208791208791209
"rr10_cs","prev","child_iron","SierraLeone","fixed_csa",21,300,0.340659340659341
"rr10_cs","prev","women_iron","Gambia","full",82,300,0.56446768621623
"rr10_cs","prev","women_iron","Gambia","fixed_cs",16,300,0.736010684274059
"rr10_cs","prev","women_iron","Gambia","fixed_csa",20,300,0.783401940546845
"rr10_cs","prev","women_iron","Ghana","full",83,300,0.351690429748257
"rr10_cs","prev","women_iron","Ghana","fixed_cs",15,300,0.318122791872273
"rr10_cs","prev","women_iron","Ghana","fixed_csa",18,300,0.354035704061924
"rr10_cs","prev","women_iron","Malawi","full",72,300,0.170880102224424
"rr10_cs","prev","women_iron","Malawi","fixed_cs",14,300,0.119850255327547
"rr10_cs","prev","women_iron","Malawi","fixed_csa",18,300,0.19182705370776
"rr10_cs","prev","women_iron","SierraLeone","full",85,300,-0.349450549450549
"rr10_cs","prev","women_iron","SierraLeone","fixed_cs",17,300,-0.142857142857143
"rr10_cs","prev","women_iron","SierraLeone","fixed_csa",21,300,0.0593406593406593
"rr10_cs","prev","women_folate","Ghana","full",78,302,0.0448369323954369
"rr10_cs","prev","women_folate","Ghana","fixed_cs",13,302,0.13506662692675
"rr10_cs","prev","women_folate","Ghana","fixed_csa",16,302,0.0862106179465982
"rr10_cs","prev","women_folate","Malawi","full",66,302,0.22390150385449
"rr10_cs","prev","women_folate","Malawi","fixed_cs",12,302,0.435599337831907
"rr10_cs","prev","women_folate","Malawi","fixed_csa",16,302,0.380789873120843
"rr10_cs","prev","women_folate","SierraLeone","full",79,302,0.217582417582418
"rr10_cs","prev","women_folate","SierraLeone","fixed_cs",14,302,0.12967032967033
"rr10_cs","prev","women_folate","SierraLeone","fixed_csa",18,302,0.00659340659340659
"rr10_cs","prev","women_b12","Ghana","full",78,302,0.243963031242085
"rr10_cs","prev","women_b12","Ghana","fixed_cs",13,302,0.300146171358114
"rr10_cs","prev","women_b12","Ghana","fixed_csa",16,302,0.317409330547545
"rr10_cs","prev","women_b12","Malawi","full",66,302,0.282981343699412
"rr10_cs","prev","women_b12","Malawi","fixed_cs",12,302,0.157992160565565
"rr10_cs","prev","women_b12","Malawi","fixed_csa",16,302,0.137710679667119
"rr10_cs","prev","women_b12","SierraLeone","full",79,302,-0.151411196783981
"rr10_cs","prev","women_b12","SierraLeone","fixed_cs",14,302,0.00825879255185351
"rr10_cs","prev","women_b12","SierraLeone","fixed_csa",18,302,0.115623095725949
