"country","outcome","rep","arm","n_areas","spearman","topk"
"Ghana","child_iron",3,"domain_index",75,0.583631846845991,0.684210526315789
"Ghana","child_iron",3,"enet",75,0.492468372468917,0.473684210526316
"Ghana","child_iron",3,"rf",75,0.552449226949432,0.578947368421053
"Ghana","child_iron",3,"mean",75,-0.14621876780559,0.105263157894737
"Ghana","child_iron",4,"mse_discrete",75,0.495966422777826,0.526315789473684
"Ghana","child_iron",4,"mse_nnls",75,0.531004036892366,0.578947368421053
"Ghana","child_iron",4,"rank_discrete",75,0.457516424892554,0.526315789473684
"Ghana","child_iron",4,"rank_nnls",75,0.498821974050404,0.578947368421053
"Ghana","child_iron",4,"domain_index",75,0.581690071980637,0.631578947368421
"Ghana","child_iron",4,"enet",75,0.495323923741496,0.526315789473684
"Ghana","child_iron",4,"rf",75,0.527020542867119,0.578947368421053
"Ghana","child_iron",4,"mean",75,-0.0957306730924489,0.210526315789474
"Ghana","child_iron",5,"mse_discrete",75,0.542726074866301,0.578947368421053
"Ghana","child_iron",5,"mse_nnls",75,0.559473883079975,0.578947368421053
"Ghana","child_iron",5,"rank_discrete",75,0.505275519926432,0.473684210526316
"Ghana","child_iron",5,"rank_nnls",75,0.560059271090854,0.578947368421053
"Ghana","child_iron",5,"domain_index",75,0.583746068896894,0.631578947368421
"Ghana","child_iron",5,"enet",75,0.51799700084577,0.631578947368421
"Ghana","child_iron",5,"rf",75,0.539899079106449,0.578947368421053
"Ghana","child_iron",5,"mean",75,-0.0330030402670315,0.210526315789474
"Ghana","women_iron",1,"mse_discrete",75,0.28090055475904,0.526315789473684
"Ghana","women_iron",1,"mse_nnls",75,0.19022620675456,0.526315789473684
"Ghana","women_iron",1,"rank_discrete",75,0.172384856147521,0.421052631578947
"Ghana","women_iron",1,"rank_nnls",75,0.189449244711995,0.473684210526316
"Ghana","women_iron",1,"domain_index",75,0.169881311788147,0.315789473684211
"Ghana","women_iron",1,"enet",75,0.0697445047995302,0.315789473684211
"Ghana","women_iron",1,"rf",75,0.358452877155763,0.473684210526316
"Ghana","women_iron",1,"mean",75,-0.107924279451303,0.315789473684211
"Ghana","women_iron",2,"mse_discrete",75,0.238977494386625,0.315789473684211
"Ghana","women_iron",2,"mse_nnls",75,0.322050766643016,0.421052631578947
"Ghana","women_iron",2,"rank_discrete",75,0.382351654057611,0.473684210526316
"Ghana","women_iron",2,"rank_nnls",75,0.345762497127209,0.421052631578947
"Ghana","women_iron",2,"domain_index",75,0.31255456390056,0.473684210526316
"Ghana","women_iron",2,"enet",75,0.167679919334214,0.157894736842105
"Ghana","women_iron",2,"rf",75,0.393099628979754,0.368421052631579
"Ghana","women_iron",2,"mean",75,-0.188757362224013,0.210526315789474
"Ghana","women_iron",3,"mse_discrete",75,0.436997984384652,0.421052631578947
