"scope","fit","country","outcome","target","n_train","domain","share","n_axes"
"country","Malawi","Malawi","women_vitA","prev",87,"Infection and inflammation burden",0.0130923820068303,7
"country","Malawi","Malawi","women_vitA","prev",87,"Livestock density",0.0142216539556593,3
"country","Malawi","Malawi","women_vitA","prev",87,"Market prices (RTFP)",0.0203950233459979,4
"country","Malawi","Malawi","women_vitA","prev",87,"Ruralness, population density, built environment",-0.000863639620805361,2
"country","Malawi","Malawi","women_vitA","prev",87,"Satellite embedding",0.16412822920344,8
"country","Malawi","Malawi","women_vitA","prev",87,"Soil characteristics",0.114091429320085,7
"country","Malawi","Malawi","women_vitA","prev",87,"Water and coast proximity",0.0222086653991135,2
"country","Malawi","Malawi","women_vitA","prev",87,"Water and sanitation",0.128545518705893,5
"country","Malawi","Malawi","child_iron","level",87,"Agricultural production, land use",0.0192040839968136,3
"country","Malawi","Malawi","child_iron","level",87,"Anaemia and haemoglobin",0.00184680435978039,1
"country","Malawi","Malawi","child_iron","level",87,"Built environment",0.0342952389062752,4
"country","Malawi","Malawi","child_iron","level",87,"Child anthropometry",0.075985543790675,4
"country","Malawi","Malawi","child_iron","level",87,"Climate and weather",0.0856133449837254,4
"country","Malawi","Malawi","child_iron","level",87,"Ecosystem productivity/greenness",0.0507439931996747,4
"country","Malawi","Malawi","child_iron","level",87,"Education, employment, SES",0.0638660203563828,4
"country","Malawi","Malawi","child_iron","level",87,"Food fortification and supplementation",0.0101392867636487,2
"country","Malawi","Malawi","child_iron","level",87,"Food prices and supply",0.0329712457359118,4
"country","Malawi","Malawi","child_iron","level",87,"Household assets and characteristics",0.0373527137380884,3
"country","Malawi","Malawi","child_iron","level",87,"Household diet and consumption (HCES)",0.0579120587910156,5
"country","Malawi","Malawi","child_iron","level",87,"Immunisation",0.0331644824209665,6
"country","Malawi","Malawi","child_iron","level",87,"Infant and young child feeding",0.089051626271961,3
"country","Malawi","Malawi","child_iron","level",87,"Infection and inflammation burden",0.0670694476715632,7
"country","Malawi","Malawi","child_iron","level",87,"Livestock density",0.0307243618182423,3
"country","Malawi","Malawi","child_iron","level",87,"Market prices (RTFP)",0.00709661187076674,4
"country","Malawi","Malawi","child_iron","level",87,"Ruralness, population density, built environment",0.0338425718572881,2
"country","Malawi","Malawi","child_iron","level",87,"Satellite embedding",0.103565666770356,8
"country","Malawi","Malawi","child_iron","level",87,"Soil characteristics",0.0593976607850073,7
"country","Malawi","Malawi","child_iron","level",87,"Water and coast proximity",0.00561262532059321,2
"country","Malawi","Malawi","child_iron","level",87,"Water and sanitation",0.100544610591264,5
"country","Malawi","Malawi","child_iron","prev",87,"Agricultural production, land use",0.012746411852981,3
"country","Malawi","Malawi","child_iron","prev",87,"Anaemia and haemoglobin",0.00714220315689951,1
"country","Malawi","Malawi","child_iron","prev",87,"Built environment",0.0504505499403799,4
"country","Malawi","Malawi","child_iron","prev",87,"Child anthropometry",0.0930731116283582,4
"country","Malawi","Malawi","child_iron","prev",87,"Climate and weather",0.0626563815509283,4
"country","Malawi","Malawi","child_iron","prev",87,"Ecosystem productivity/greenness",0.0569567435269026,4
"country","Malawi","Malawi","child_iron","prev",87,"Education, employment, SES",0.0591475928724279,4
"country","Malawi","Malawi","child_iron","prev",87,"Food fortification and supplementation",0.00737276509045336,2
"country","Malawi","Malawi","child_iron","prev",87,"Food prices and supply",0.0279510375353858,4
"country","Malawi","Malawi","child_iron","prev",87,"Household assets and characteristics",0.0317667455250401,3
"country","Malawi","Malawi","child_iron","prev",87,"Household diet and consumption (HCES)",0.0796809515171666,5
"country","Malawi","Malawi","child_iron","prev",87,"Immunisation",0.00491827492676927,6
"country","Malawi","Malawi","child_iron","prev",87,"Infant and young child feeding",0.0686926175170216,3
"country","Malawi","Malawi","child_iron","prev",87,"Infection and inflammation burden",0.034297702219054,7
"country","Malawi","Malawi","child_iron","prev",87,"Livestock density",0.0325643682110844,3
"country","Malawi","Malawi","child_iron","prev",87,"Market prices (RTFP)",0.0100990642753601,4
"country","Malawi","Malawi","child_iron","prev",87,"Ruralness, population density, built environment",0.0387781504772936,2
"country","Malawi","Malawi","child_iron","prev",87,"Satellite embedding",0.121705725585256,8
"country","Malawi","Malawi","child_iron","prev",87,"Soil characteristics",0.0846849387010334,7
"country","Malawi","Malawi","child_iron","prev",87,"Water and coast proximity",0.00886662638171442,2
"country","Malawi","Malawi","child_iron","prev",87,"Water and sanitation",0.10644803750849,5
"country","Malawi","Malawi","women_iron","level",87,"Agricultural production, land use",0.00518396810812644,3
"country","Malawi","Malawi","women_iron","level",87,"Anaemia and haemoglobin",0.0557561514693943,1
"country","Malawi","Malawi","women_iron","level",87,"Built environment",0.040042374101858,4
"country","Malawi","Malawi","women_iron","level",87,"Child anthropometry",0.0436844719028886,4
"country","Malawi","Malawi","women_iron","level",87,"Climate and weather",0.14152794822565,4
"country","Malawi","Malawi","women_iron","level",87,"Ecosystem productivity/greenness",0.0294202452505925,4
"country","Malawi","Malawi","women_iron","level",87,"Education, employment, SES",0.0128748923776523,4
"country","Malawi","Malawi","women_iron","level",87,"Food fortification and supplementation",0.00413057668865414,2
"country","Malawi","Malawi","women_iron","level",87,"Food prices and supply",0.0267684709772009,4
"country","Malawi","Malawi","women_iron","level",87,"Household assets and characteristics",0.0266667736852408,3
"country","Malawi","Malawi","women_iron","level",87,"Household diet and consumption (HCES)",0.0585976881928282,5
"country","Malawi","Malawi","women_iron","level",87,"Immunisation",0.0373047018700033,6
"country","Malawi","Malawi","women_iron","level",87,"Infant and young child feeding",0.0535759553379919,3
"country","Malawi","Malawi","women_iron","level",87,"Infection and inflammation burden",0.0319530490696642,7
"country","Malawi","Malawi","women_iron","level",87,"Livestock density",0.0550487021961593,3
"country","Malawi","Malawi","women_iron","level",87,"Market prices (RTFP)",0.00359494276965006,4
"country","Malawi","Malawi","women_iron","level",87,"Ruralness, population density, built environment",0.0169179822312066,2
"country","Malawi","Malawi","women_iron","level",87,"Satellite embedding",0.138337197856769,8
"country","Malawi","Malawi","women_iron","level",87,"Soil characteristics",0.111231479826729,7
"country","Malawi","Malawi","women_iron","level",87,"Water and coast proximity",0.016623612868517,2
"country","Malawi","Malawi","women_iron","level",87,"Water and sanitation",0.0907588149932232,5
"country","Malawi","Malawi","women_iron","prev",87,"Agricultural production, land use",0.0241655236986491,3
"country","Malawi","Malawi","women_iron","prev",87,"Anaemia and haemoglobin",0.0138498590441876,1
"country","Malawi","Malawi","women_iron","prev",87,"Built environment",0.0142491319106332,4
"country","Malawi","Malawi","women_iron","prev",87,"Child anthropometry",0.0485397882706569,4
"country","Malawi","Malawi","women_iron","prev",87,"Climate and weather",0.120109506997211,4
"country","Malawi","Malawi","women_iron","prev",87,"Ecosystem productivity/greenness",0.0134822253924667,4
"country","Malawi","Malawi","women_iron","prev",87,"Education, employment, SES",0.0456515775992098,4
"country","Malawi","Malawi","women_iron","prev",87,"Food fortification and supplementation",0.00277741192318449,2
"country","Malawi","Malawi","women_iron","prev",87,"Food prices and supply",0.0513016589815955,4
"country","Malawi","Malawi","women_iron","prev",87,"Household assets and characteristics",0.0396592163575613,3
"country","Malawi","Malawi","women_iron","prev",87,"Household diet and consumption (HCES)",0.06308849372941,5
"country","Malawi","Malawi","women_iron","prev",87,"Immunisation",0.0181944580344394,6
"country","Malawi","Malawi","women_iron","prev",87,"Infant and young child feeding",0.0781983271591533,3
"country","Malawi","Malawi","women_iron","prev",87,"Infection and inflammation burden",0.0587250085533917,7
"country","Malawi","Malawi","women_iron","prev",87,"Livestock density",0.0401342790634289,3
"country","Malawi","Malawi","women_iron","prev",87,"Market prices (RTFP)",0.016336496166418,4
"country","Malawi","Malawi","women_iron","prev",87,"Ruralness, population density, built environment",0.0528975696694385,2
"country","Malawi","Malawi","women_iron","prev",87,"Satellite embedding",0.0708427266247374,8
"country","Malawi","Malawi","women_iron","prev",87,"Soil characteristics",0.110278295378708,7
"country","Malawi","Malawi","women_iron","prev",87,"Water and coast proximity",0.00799680271551694,2
"country","Malawi","Malawi","women_iron","prev",87,"Water and sanitation",0.109521642730002,5
"country","Malawi","Malawi","women_folate","level",87,"Agricultural production, land use",0.0250734153409398,3
"country","Malawi","Malawi","women_folate","level",87,"Anaemia and haemoglobin",0.0655349373053046,1
"country","Malawi","Malawi","women_folate","level",87,"Built environment",0.0452235894720035,4
"country","Malawi","Malawi","women_folate","level",87,"Child anthropometry",0.00990491203467052,4
"country","Malawi","Malawi","women_folate","level",87,"Climate and weather",0.141207520215314,4
"country","Malawi","Malawi","women_folate","level",87,"Ecosystem productivity/greenness",0.0526412686982713,4
"country","Malawi","Malawi","women_folate","level",87,"Education, employment, SES",0.0238931186808498,4
"country","Malawi","Malawi","women_folate","level",87,"Food fortification and supplementation",0.0121023515073774,2
"country","Malawi","Malawi","women_folate","level",87,"Food prices and supply",0.0186437705225839,4
"country","Malawi","Malawi","women_folate","level",87,"Household assets and characteristics",0.00224231789501379,3
"country","Malawi","Malawi","women_folate","level",87,"Household diet and consumption (HCES)",0.0494655236463064,5
"country","Malawi","Malawi","women_folate","level",87,"Immunisation",0.0275014392752683,6
"country","Malawi","Malawi","women_folate","level",87,"Infant and young child feeding",0.0411810796332826,3
"country","Malawi","Malawi","women_folate","level",87,"Infection and inflammation burden",0.0529456129751394,7
"country","Malawi","Malawi","women_folate","level",87,"Livestock density",0.0100768789020866,3
"country","Malawi","Malawi","women_folate","level",87,"Market prices (RTFP)",0.0340668893811911,4
"country","Malawi","Malawi","women_folate","level",87,"Ruralness, population density, built environment",0.0100030002052573,2
"country","Malawi","Malawi","women_folate","level",87,"Satellite embedding",0.160637152670992,8
"country","Malawi","Malawi","women_folate","level",87,"Soil characteristics",0.126116713205104,7
"country","Malawi","Malawi","women_folate","level",87,"Water and coast proximity",0.0495458279657463,2
"country","Malawi","Malawi","women_folate","level",87,"Water and sanitation",0.0419926804672979,5
"country","Malawi","Malawi","women_folate","prev",87,"Agricultural production, land use",0.0243207036982312,3
"country","Malawi","Malawi","women_folate","prev",87,"Anaemia and haemoglobin",0.0624177520385738,1
"country","Malawi","Malawi","women_folate","prev",87,"Built environment",0.0551183580868163,4
"country","Malawi","Malawi","women_folate","prev",87,"Child anthropometry",0.0104596530980237,4
"country","Malawi","Malawi","women_folate","prev",87,"Climate and weather",0.161644033853785,4
"country","Malawi","Malawi","women_folate","prev",87,"Ecosystem productivity/greenness",0.0575544396734694,4
"country","Malawi","Malawi","women_folate","prev",87,"Education, employment, SES",0.0265538065026508,4
"country","Malawi","Malawi","women_folate","prev",87,"Food fortification and supplementation",0.0121198293652257,2
"country","Malawi","Malawi","women_folate","prev",87,"Food prices and supply",0.0200113153651913,4
"country","Malawi","Malawi","women_folate","prev",87,"Household assets and characteristics",0.000469057181780342,3
"country","Malawi","Malawi","women_folate","prev",87,"Household diet and consumption (HCES)",0.0458643578640009,5
"country","Malawi","Malawi","women_folate","prev",87,"Immunisation",0.0215981609402477,6
"country","Malawi","Malawi","women_folate","prev",87,"Infant and young child feeding",0.0319489180318105,3
"country","Malawi","Malawi","women_folate","prev",87,"Infection and inflammation burden",0.0558978131124184,7
"country","Malawi","Malawi","women_folate","prev",87,"Livestock density",0.0075531272345004,3
"country","Malawi","Malawi","women_folate","prev",87,"Market prices (RTFP)",0.0352715853749453,4
"country","Malawi","Malawi","women_folate","prev",87,"Ruralness, population density, built environment",0.00882215281282298,2
"country","Malawi","Malawi","women_folate","prev",87,"Satellite embedding",0.158749553023342,8
"country","Malawi","Malawi","women_folate","prev",87,"Soil characteristics",0.109234350876908,7
"country","Malawi","Malawi","women_folate","prev",87,"Water and coast proximity",0.0570879356494785,2
"country","Malawi","Malawi","women_folate","prev",87,"Water and sanitation",0.037303096215778,5
"country","Malawi","Malawi","women_b12","level",87,"Agricultural production, land use",0.0329303572817365,3
"country","Malawi","Malawi","women_b12","level",87,"Anaemia and haemoglobin",0.0498183241562183,1
"country","Malawi","Malawi","women_b12","level",87,"Built environment",0.0340337809017993,4
"country","Malawi","Malawi","women_b12","level",87,"Child anthropometry",0.0230069342223313,4
"country","Malawi","Malawi","women_b12","level",87,"Climate and weather",0.176111083817312,4
"country","Malawi","Malawi","women_b12","level",87,"Ecosystem productivity/greenness",0.0472648908072391,4
"country","Malawi","Malawi","women_b12","level",87,"Education, employment, SES",0.0150582947290272,4
"country","Malawi","Malawi","women_b12","level",87,"Food fortification and supplementation",0.0128971576198571,2
"country","Malawi","Malawi","women_b12","level",87,"Food prices and supply",0.015568915075277,4
"country","Malawi","Malawi","women_b12","level",87,"Household assets and characteristics",0.0204879728598917,3
"country","Malawi","Malawi","women_b12","level",87,"Household diet and consumption (HCES)",0.0385113404688692,5
"country","Malawi","Malawi","women_b12","level",87,"Immunisation",0.0189457144489708,6
"country","Malawi","Malawi","women_b12","level",87,"Infant and young child feeding",0.0586106936564973,3
"country","Malawi","Malawi","women_b12","level",87,"Infection and inflammation burden",0.0617514379422058,7
"country","Malawi","Malawi","women_b12","level",87,"Livestock density",0.0242036459961854,3
"country","Malawi","Malawi","women_b12","level",87,"Market prices (RTFP)",0.025766749138148,4
"country","Malawi","Malawi","women_b12","level",87,"Ruralness, population density, built environment",0.00139427514961945,2
"country","Malawi","Malawi","women_b12","level",87,"Satellite embedding",0.153405281930928,8
"country","Malawi","Malawi","women_b12","level",87,"Soil characteristics",0.129059227128505,7
"country","Malawi","Malawi","women_b12","level",87,"Water and coast proximity",0.0240492703802584,2
"country","Malawi","Malawi","women_b12","level",87,"Water and sanitation",0.0371246522891237,5
"country","Malawi","Malawi","women_b12","prev",87,"Agricultural production, land use",0.0362692428742935,3
"country","Malawi","Malawi","women_b12","prev",87,"Anaemia and haemoglobin",0.0494480544904913,1
"country","Malawi","Malawi","women_b12","prev",87,"Built environment",0.0306490354420423,4
"country","Malawi","Malawi","women_b12","prev",87,"Child anthropometry",0.0264221663480129,4
"country","Malawi","Malawi","women_b12","prev",87,"Climate and weather",0.177071491042114,4
"country","Malawi","Malawi","women_b12","prev",87,"Ecosystem productivity/greenness",0.0434127638333059,4
"country","Malawi","Malawi","women_b12","prev",87,"Education, employment, SES",0.0195976189329805,4
"country","Malawi","Malawi","women_b12","prev",87,"Food fortification and supplementation",0.0112237811383045,2
"country","Malawi","Malawi","women_b12","prev",87,"Food prices and supply",0.0221561062539208,4
"country","Malawi","Malawi","women_b12","prev",87,"Household assets and characteristics",0.0202711760914551,3
"country","Malawi","Malawi","women_b12","prev",87,"Household diet and consumption (HCES)",0.0415150712014532,5
"country","Malawi","Malawi","women_b12","prev",87,"Immunisation",0.0217069175115518,6
"country","Malawi","Malawi","women_b12","prev",87,"Infant and young child feeding",0.0631587411481691,3
"country","Malawi","Malawi","women_b12","prev",87,"Infection and inflammation burden",0.0621742328174837,7
"country","Malawi","Malawi","women_b12","prev",87,"Livestock density",0.0231086640300334,3
"country","Malawi","Malawi","women_b12","prev",87,"Market prices (RTFP)",0.0239593845251059,4
"country","Malawi","Malawi","women_b12","prev",87,"Ruralness, population density, built environment",0.00597147892506255,2
"country","Malawi","Malawi","women_b12","prev",87,"Satellite embedding",0.130697725981888,8
"country","Malawi","Malawi","women_b12","prev",87,"Soil characteristics",0.124224971997028,7
"country","Malawi","Malawi","women_b12","prev",87,"Water and coast proximity",0.02863412787688,2
"country","Malawi","Malawi","women_b12","prev",87,"Water and sanitation",0.038327247538423,5
"country","Malawi","Malawi","child_zinc","level",87,"Agricultural production, land use",0.00870682778815951,3
"country","Malawi","Malawi","child_zinc","level",87,"Anaemia and haemoglobin",0.0251428057769696,1
"country","Malawi","Malawi","child_zinc","level",87,"Built environment",0.0143950548833939,4
"country","Malawi","Malawi","child_zinc","level",87,"Child anthropometry",0.0107459152177225,4
"country","Malawi","Malawi","child_zinc","level",87,"Climate and weather",0.148190208053762,4
"country","Malawi","Malawi","child_zinc","level",87,"Ecosystem productivity/greenness",0.0265750723432078,4
"country","Malawi","Malawi","child_zinc","level",87,"Education, employment, SES",0.0413458300863573,4
"country","Malawi","Malawi","child_zinc","level",87,"Food fortification and supplementation",0.0370041864652937,2
"country","Malawi","Malawi","child_zinc","level",87,"Food prices and supply",0.0633586431097895,4
"country","Malawi","Malawi","child_zinc","level",87,"Household assets and characteristics",0.0450555480004656,3
"country","Malawi","Malawi","child_zinc","level",87,"Household diet and consumption (HCES)",0.0644735852143701,5
"country","Malawi","Malawi","child_zinc","level",87,"Immunisation",0.0297374281967735,6
"country","Malawi","Malawi","child_zinc","level",87,"Infant and young child feeding",0.00664531634317081,3
"country","Malawi","Malawi","child_zinc","level",87,"Infection and inflammation burden",0.108419890171899,7
"country","Malawi","Malawi","child_zinc","level",87,"Livestock density",0.0342077857663805,3
"country","Malawi","Malawi","child_zinc","level",87,"Market prices (RTFP)",0.0245452723776308,4
"country","Malawi","Malawi","child_zinc","level",87,"Ruralness, population density, built environment",0.0014471421412021,2
"country","Malawi","Malawi","child_zinc","level",87,"Satellite embedding",0.141275549224014,8
"country","Malawi","Malawi","child_zinc","level",87,"Soil characteristics",0.114342339084003,7
"country","Malawi","Malawi","child_zinc","level",87,"Water and coast proximity",0.0106722152638983,2
"country","Malawi","Malawi","child_zinc","level",87,"Water and sanitation",0.0437133844915367,5
"country","Malawi","Malawi","child_zinc","prev",87,"Agricultural production, land use",0.00166110341702428,3
"country","Malawi","Malawi","child_zinc","prev",87,"Anaemia and haemoglobin",0.024322316728946,1
"country","Malawi","Malawi","child_zinc","prev",87,"Built environment",0.0180505558275273,4
"country","Malawi","Malawi","child_zinc","prev",87,"Child anthropometry",0.0284651258538628,4
"country","Malawi","Malawi","child_zinc","prev",87,"Climate and weather",0.126977317254425,4
"country","Malawi","Malawi","child_zinc","prev",87,"Ecosystem productivity/greenness",0.0377215454968122,4
"country","Malawi","Malawi","child_zinc","prev",87,"Education, employment, SES",0.0310858504126166,4
"country","Malawi","Malawi","child_zinc","prev",87,"Food fortification and supplementation",0.0336949957734913,2
"country","Malawi","Malawi","child_zinc","prev",87,"Food prices and supply",0.0620500606337639,4
"country","Malawi","Malawi","child_zinc","prev",87,"Household assets and characteristics",0.0269493312245327,3
"country","Malawi","Malawi","child_zinc","prev",87,"Household diet and consumption (HCES)",0.0524914198949589,5
"country","Malawi","Malawi","child_zinc","prev",87,"Immunisation",0.0398850878271191,6
"country","Malawi","Malawi","child_zinc","prev",87,"Infant and young child feeding",0.00588746689577416,3
"country","Malawi","Malawi","child_zinc","prev",87,"Infection and inflammation burden",0.108014836520762,7
"country","Malawi","Malawi","child_zinc","prev",87,"Livestock density",0.0481701111564489,3
"country","Malawi","Malawi","child_zinc","prev",87,"Market prices (RTFP)",0.0312388658892491,4
"country","Malawi","Malawi","child_zinc","prev",87,"Ruralness, population density, built environment",0.0162874125365032,2
"country","Malawi","Malawi","child_zinc","prev",87,"Satellite embedding",0.135781009580736,8
"country","Malawi","Malawi","child_zinc","prev",87,"Soil characteristics",0.106006900987044,7
"country","Malawi","Malawi","child_zinc","prev",87,"Water and coast proximity",0.0229009376511429,2
"country","Malawi","Malawi","child_zinc","prev",87,"Water and sanitation",0.0423577484372583,5
"country","Malawi","Malawi","women_zinc","level",87,"Agricultural production, land use",0.0446943902660774,3
"country","Malawi","Malawi","women_zinc","level",87,"Anaemia and haemoglobin",0.000682208743554827,1
"country","Malawi","Malawi","women_zinc","level",87,"Built environment",0.0416545978933034,4
"country","Malawi","Malawi","women_zinc","level",87,"Child anthropometry",0.0131405575938536,4
"country","Malawi","Malawi","women_zinc","level",87,"Climate and weather",0.131261826845712,4
"country","Malawi","Malawi","women_zinc","level",87,"Ecosystem productivity/greenness",0.0203071370265309,4
"country","Malawi","Malawi","women_zinc","level",87,"Education, employment, SES",0.0490044034080235,4
"country","Malawi","Malawi","women_zinc","level",87,"Food fortification and supplementation",0.0183320372149103,2
"country","Malawi","Malawi","women_zinc","level",87,"Food prices and supply",0.0348650488097805,4
"country","Malawi","Malawi","women_zinc","level",87,"Household assets and characteristics",0.0463942531141936,3
"country","Malawi","Malawi","women_zinc","level",87,"Household diet and consumption (HCES)",0.00981899143380553,5
"country","Malawi","Malawi","women_zinc","level",87,"Immunisation",0.123531193382399,6
"country","Malawi","Malawi","women_zinc","level",87,"Infant and young child feeding",0.0740924019382566,3
"country","Malawi","Malawi","women_zinc","level",87,"Infection and inflammation burden",0.102261978670282,7
"country","Malawi","Malawi","women_zinc","level",87,"Livestock density",0.0333307527012956,3
"country","Malawi","Malawi","women_zinc","level",87,"Market prices (RTFP)",0.0146459915024602,4
"country","Malawi","Malawi","women_zinc","level",87,"Ruralness, population density, built environment",0.000671206827487053,2
"country","Malawi","Malawi","women_zinc","level",87,"Satellite embedding",0.134094472391653,8
"country","Malawi","Malawi","women_zinc","level",87,"Soil characteristics",0.0458471049098569,7
"country","Malawi","Malawi","women_zinc","level",87,"Water and coast proximity",0.0284244597402856,2
"country","Malawi","Malawi","women_zinc","level",87,"Water and sanitation",0.0329449855862795,5
"country","Malawi","Malawi","women_zinc","prev",87,"Agricultural production, land use",0.0478991993106623,3
"country","Malawi","Malawi","women_zinc","prev",87,"Anaemia and haemoglobin",0.00301223827118935,1
"country","Malawi","Malawi","women_zinc","prev",87,"Built environment",0.0188703873612527,4
"country","Malawi","Malawi","women_zinc","prev",87,"Child anthropometry",0.00794075561146151,4
"country","Malawi","Malawi","women_zinc","prev",87,"Climate and weather",0.124931602481909,4
"country","Malawi","Malawi","women_zinc","prev",87,"Ecosystem productivity/greenness",0.0116370084177611,4
"country","Malawi","Malawi","women_zinc","prev",87,"Education, employment, SES",0.0462594917082546,4
"country","Malawi","Malawi","women_zinc","prev",87,"Food fortification and supplementation",0.0510171329634235,2
"country","Malawi","Malawi","women_zinc","prev",87,"Food prices and supply",0.051745227664281,4
"country","Malawi","Malawi","women_zinc","prev",87,"Household assets and characteristics",0.0481264135149496,3
"country","Malawi","Malawi","women_zinc","prev",87,"Household diet and consumption (HCES)",0.0028005666687815,5
"country","Malawi","Malawi","women_zinc","prev",87,"Immunisation",0.143854005438677,6
"country","Malawi","Malawi","women_zinc","prev",87,"Infant and young child feeding",0.0531270054352617,3
"country","Malawi","Malawi","women_zinc","prev",87,"Infection and inflammation burden",0.119614028923244,7
"country","Malawi","Malawi","women_zinc","prev",87,"Livestock density",0.0295007659847472,3
"country","Malawi","Malawi","women_zinc","prev",87,"Market prices (RTFP)",0.0213070758359678,4
"country","Malawi","Malawi","women_zinc","prev",87,"Ruralness, population density, built environment",0.01080967760823,2
"country","Malawi","Malawi","women_zinc","prev",87,"Satellite embedding",0.091267111365501,8
"country","Malawi","Malawi","women_zinc","prev",87,"Soil characteristics",0.0578566554536458,7
"country","Malawi","Malawi","women_zinc","prev",87,"Water and coast proximity",0.0203695323373688,2
"country","Malawi","Malawi","women_zinc","prev",87,"Water and sanitation",0.0380541176434293,5
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Agricultural production, land use",0.0224104497787076,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Anaemia and haemoglobin",0.00714744885176655,1
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Built environment",0.044976653875528,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Child anthropometry",0.0200544244195544,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Climate and weather",0.159385485876033,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Ecosystem productivity/greenness",0.0948413302794964,2
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Education, employment, SES",0.0403787443556172,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Food fortification and supplementation",0.0037131233082624,1
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Food prices and supply",0.0234801821887724,4
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Household assets and characteristics",0.0318489845154174,2
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Household diet and consumption (HCES)",0.0280554606995317,2
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Immunisation",-0.00672231814889974,2
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Infant and young child feeding",0.0177105516350296,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Infection and inflammation burden",0.0771601959707767,5
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Livestock density",0.058332565962221,2
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Ruralness, population density, built environment",0.0374298875119705,2
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Satellite embedding",0.162702067035625,3
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Soil characteristics",0.1376028477688,4
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Water and coast proximity",0.0108972652179657,1
"country","SierraLeone","SierraLeone","child_vitA","level",14,"Water and sanitation",0.0285946488978237,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Agricultural production, land use",0.0352155889628573,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Anaemia and haemoglobin",0.00159216208099949,1
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Built environment",0.070743793161073,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Child anthropometry",0.0291306718758485,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Climate and weather",0.136484285636286,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Ecosystem productivity/greenness",0.0542320539938091,2
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Education, employment, SES",0.0412854044448583,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Food fortification and supplementation",0.00828817130304984,1
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Food prices and supply",0.0250274587806845,4
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Household assets and characteristics",0.0116622400950977,2
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Household diet and consumption (HCES)",0.0219690968670867,2
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Immunisation",0.0354965845744579,2
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Infant and young child feeding",0.0369067422235144,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Infection and inflammation burden",0.0884786171105395,5
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Livestock density",0.032117670646249,2
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Ruralness, population density, built environment",-0.00327464066130653,2
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Satellite embedding",0.163645372225255,3
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Soil characteristics",0.138781570530026,4
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Water and coast proximity",0.0407471103391636,1
"country","SierraLeone","SierraLeone","child_vitA","prev",14,"Water and sanitation",0.0314700458104506,3
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Agricultural production, land use",0.0315388604592223,3
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Anaemia and haemoglobin",-0.000906805135672191,1
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Built environment",0.0723326888066655,3
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Child anthropometry",0.023481645540377,3
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Climate and weather",0.17320638252898,3
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Ecosystem productivity/greenness",0.0150278242184504,2
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Education, employment, SES",0.0125902751545288,3
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Food fortification and supplementation",0.0171824424677405,1
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Food prices and supply",0.0214799911583753,4
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Household assets and characteristics",0.0246126893146355,2
"country","SierraLeone","SierraLeone","women_vitA","level",14,"Household diet and consumption (HCES)",0.0197851064667624,2
