country,outcome,Admin1,Admin2,fold
Ghana,women_b12,Greater Accra,Ablekuma Central,Greater Accra
Ghana,women_b12,Greater Accra,Ablekuma North,Greater Accra
Ghana,women_b12,Eastern,Abuakwa South,Eastern
Ghana,women_b12,Ashanti,Adansi Asokwa,Ashanti
Ghana,women_b12,Volta,Afadzato South,Volta
Ghana,women_b12,Central,Agona West,Central
Ghana,women_b12,Volta,Akatsi South,Volta
Ghana,women_b12,Eastern,Akwapem North,Eastern
Ghana,women_b12,Ashanti,Asante-Akim South,Ashanti
Ghana,women_b12,Greater Accra,Ashaiman,Greater Accra
Ghana,women_b12,Central,Asikuma-Odoben-Brakwa,Central
Ghana,women_b12,Ashanti,Asokore-Mampong,Ashanti
Ghana,women_b12,Ashanti,Asokwa,Ashanti
Ghana,women_b12,Ahafo,Asunafo North,Ahafo
Ghana,women_b12,Eastern,Atiwa East,Eastern
Ghana,women_b12,Ashanti,Atwima-Mponua,Ashanti
Ghana,women_b12,Ashanti,Atwima-Nwabiagya South,Ashanti
Ghana,women_b12,Central,Awutu Senya West,Central
Ghana,women_b12,Greater Accra,Ayawaso West,Greater Accra
Ghana,women_b12,Upper East,Bawku West,Upper East
Ghana,women_b12,Ashanti,Bekwai,Ashanti
Ghana,women_b12,Upper East,Binduri,Upper East
Ghana,women_b12,Savannah,Bole,Savannah
Ghana,women_b12,Upper East,Builsa South,Upper East
Ghana,women_b12,Savannah,Central Gonja,Savannah
Ghana,women_b12,North East,Chereponi,North East
Ghana,women_b12,Eastern,Denkyembour,Eastern
Ghana,women_b12,Bono,Dormaa West,Bono
Ghana,women_b12,Western,Effia Kwesimintsim,Western
Ghana,women_b12,Western,Ellembelle,Western
Ghana,women_b12,Greater Accra,Ga East,Greater Accra
Ghana,women_b12,Northern,Gushegu,Northern
Ghana,women_b12,Volta,Ho Municipal,Volta
Ghana,women_b12,Upper West,Jirapa,Upper West
Ghana,women_b12,Western,Jomoro,Western
Ghana,women_b12,Upper East,Kasena Nankana East,Upper East
Ghana,women_b12,Bono East,Kintampo North,Bono East
Ghana,women_b12,Northern,Kpandai,Northern
Ghana,women_b12,Ashanti,Kumasi,Ashanti
Ghana,women_b12,Ashanti,Kwadaso,Ashanti
Ghana,women_b12,Eastern,Kwahu Afram Plains North,Eastern
Ghana,women_b12,Greater Accra,La-Dade-Kotopon,Greater Accra
Ghana,women_b12,Upper West,Lambussie-Karni,Upper West
Ghana,women_b12,Central,Mfantseman,Central
Ghana,women_b12,Western,Mpohor,Western
Ghana,women_b12,Northern,Nanumba South,Northern
Ghana,women_b12,Oti,Nkwanta South,Oti
Ghana,women_b12,Savannah,North East Gonja,Savannah
Ghana,women_b12,Ashanti,Obuasi,Ashanti
Ghana,women_b12,Western,Prestea-Huni Valley,Western
Ghana,women_b12,Northern,Sagnerigu,Northern
Ghana,women_b12,Northern,Savelugu,Northern
Ghana,women_b12,Savannah,Sawla-Tuna-Kalba,Savannah
Ghana,women_b12,Western North,Sefwi-Akontombra,Western North
Ghana,women_b12,Ashanti,Sekyere Kumawu,Ashanti
Ghana,women_b12,Ashanti,Sekyere South,Ashanti
Ghana,women_b12,Bono East,Sene West,Bono East
Ghana,women_b12,Upper West,Sissala East,Upper West
Ghana,women_b12,Volta,South Tongu,Volta
Ghana,women_b12,Bono,Sunyani West,Bono
Ghana,women_b12,Upper East,Talensi,Upper East
Ghana,women_b12,Northern,Tamale,Northern
Ghana,women_b12,Ahafo,Tano North,Ahafo
Ghana,women_b12,Northern,Tatale Sanguli,Northern
Ghana,women_b12,Bono East,Techiman,Bono East
Ghana,women_b12,Greater Accra,Tema West,Greater Accra
Ghana,women_b12,Northern,Tolon,Northern
Ghana,women_b12,Central,Twifo-Atti-Morkwa,Central
Ghana,women_b12,Central,Twifo-Hemang-Lower Denkyira,Central
Ghana,women_b12,Upper West,Wa East,Upper West
Ghana,women_b12,Upper West,Wa Municipal,Upper West
Ghana,women_b12,Greater Accra,Weija Gbawe,Greater Accra
Ghana,women_b12,Bono,Wenchi,Bono
Ghana,women_b12,North East,West Mamprusi,North East
Ghana,women_b12,North East,Yunyoo-Nasuan,North East
Sierra Leone,child_vitA,Southern,Bo,Southern
Sierra Leone,child_vitA,Northern,Bombali,Northern
Sierra Leone,child_vitA,Southern,Bonthe,Southern
Sierra Leone,child_vitA,Eastern,Kailahun,Eastern
Sierra Leone,child_vitA,Northern,Kambia,Northern
Sierra Leone,child_vitA,Eastern,Kenema,Eastern
Sierra Leone,child_vitA,Northern,Koinadugu,Northern
Sierra Leone,child_vitA,Eastern,Kono,Eastern
Sierra Leone,child_vitA,Southern,Moyamba,Southern
Sierra Leone,child_vitA,Northern,Port Loko,Northern
Sierra Leone,child_vitA,Southern,Pujehun,Southern
Sierra Leone,child_vitA,Northern,Tonkolili,Northern
Sierra Leone,child_vitA,Western,Western Rural,Western
Sierra Leone,child_vitA,Western,Western Urban,Western
Sierra Leone,women_vitA,Southern,Bo,Southern
Sierra Leone,women_vitA,Northern,Bombali,Northern
Sierra Leone,women_vitA,Southern,Bonthe,Southern
Sierra Leone,women_vitA,Eastern,Kailahun,Eastern
Sierra Leone,women_vitA,Northern,Kambia,Northern
Sierra Leone,women_vitA,Eastern,Kenema,Eastern
Sierra Leone,women_vitA,Northern,Koinadugu,Northern
Sierra Leone,women_vitA,Eastern,Kono,Eastern
Sierra Leone,women_vitA,Southern,Moyamba,Southern
Sierra Leone,women_vitA,Northern,Port Loko,Northern
Sierra Leone,women_vitA,Southern,Pujehun,Southern
Sierra Leone,women_vitA,Northern,Tonkolili,Northern
Sierra Leone,women_vitA,Western,Western Rural,Western
Sierra Leone,women_vitA,Western,Western Urban,Western
Sierra Leone,child_iron,Southern,Bo,Southern
Sierra Leone,child_iron,Northern,Bombali,Northern
Sierra Leone,child_iron,Southern,Bonthe,Southern
Sierra Leone,child_iron,Eastern,Kailahun,Eastern
Sierra Leone,child_iron,Northern,Kambia,Northern
Sierra Leone,child_iron,Eastern,Kenema,Eastern
Sierra Leone,child_iron,Northern,Koinadugu,Northern
Sierra Leone,child_iron,Eastern,Kono,Eastern
Sierra Leone,child_iron,Southern,Moyamba,Southern
Sierra Leone,child_iron,Northern,Port Loko,Northern
Sierra Leone,child_iron,Southern,Pujehun,Southern
Sierra Leone,child_iron,Northern,Tonkolili,Northern
Sierra Leone,child_iron,Western,Western Rural,Western
Sierra Leone,child_iron,Western,Western Urban,Western
Sierra Leone,women_iron,Southern,Bo,Southern
Sierra Leone,women_iron,Northern,Bombali,Northern
Sierra Leone,women_iron,Southern,Bonthe,Southern
Sierra Leone,women_iron,Eastern,Kailahun,Eastern
Sierra Leone,women_iron,Northern,Kambia,Northern
Sierra Leone,women_iron,Eastern,Kenema,Eastern
Sierra Leone,women_iron,Northern,Koinadugu,Northern
Sierra Leone,women_iron,Eastern,Kono,Eastern
Sierra Leone,women_iron,Southern,Moyamba,Southern
Sierra Leone,women_iron,Northern,Port Loko,Northern
Sierra Leone,women_iron,Southern,Pujehun,Southern
Sierra Leone,women_iron,Northern,Tonkolili,Northern
Sierra Leone,women_iron,Western,Western Rural,Western
Sierra Leone,women_iron,Western,Western Urban,Western
Sierra Leone,women_folate,Southern,Bo,Southern
Sierra Leone,women_folate,Northern,Bombali,Northern
Sierra Leone,women_folate,Southern,Bonthe,Southern
Sierra Leone,women_folate,Eastern,Kailahun,Eastern
Sierra Leone,women_folate,Northern,Kambia,Northern
Sierra Leone,women_folate,Eastern,Kenema,Eastern
Sierra Leone,women_folate,Northern,Koinadugu,Northern
Sierra Leone,women_folate,Eastern,Kono,Eastern
Sierra Leone,women_folate,Southern,Moyamba,Southern
Sierra Leone,women_folate,Northern,Port Loko,Northern
Sierra Leone,women_folate,Southern,Pujehun,Southern
Sierra Leone,women_folate,Northern,Tonkolili,Northern
Sierra Leone,women_folate,Western,Western Rural,Western
Sierra Leone,women_folate,Western,Western Urban,Western
Sierra Leone,women_b12,Southern,Bo,Southern
Sierra Leone,women_b12,Northern,Bombali,Northern
Sierra Leone,women_b12,Southern,Bonthe,Southern
Sierra Leone,women_b12,Eastern,Kailahun,Eastern
Sierra Leone,women_b12,Northern,Kambia,Northern
Sierra Leone,women_b12,Eastern,Kenema,Eastern
Sierra Leone,women_b12,Northern,Koinadugu,Northern
Sierra Leone,women_b12,Eastern,Kono,Eastern
Sierra Leone,women_b12,Southern,Moyamba,Southern
Sierra Leone,women_b12,Northern,Port Loko,Northern
Sierra Leone,women_b12,Southern,Pujehun,Southern
Sierra Leone,women_b12,Northern,Tonkolili,Northern
Sierra Leone,women_b12,Western,Western Rural,Western
Sierra Leone,women_b12,Western,Western Urban,Western
Malawi,child_vitA,Blantyre,Blantyre City,Blantyre
Malawi,child_vitA,Chitipa,Chitipa Boma,Chitipa
Malawi,child_vitA,Karonga,Karonga Town,Karonga
Malawi,child_vitA,Lilongwe,Lilongwe City,Lilongwe
Malawi,child_vitA,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,child_vitA,Mzimba,Mzimba Boma,Mzimba
Malawi,child_vitA,Mzimba,Mzuzu City,Mzimba
Malawi,child_vitA,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,child_vitA,Nsanje,Nsanje Boma,Nsanje
Malawi,child_vitA,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,child_vitA,Rumphi,Rumphi Boma,Rumphi
Malawi,child_vitA,Rumphi,SC Chapinduka,Rumphi
Malawi,child_vitA,Ntchisi,SC Chilooko,Ntchisi
Malawi,child_vitA,Mangochi,SC Chowe,Mangochi
Malawi,child_vitA,Mchinji,SC Dambe,Mchinji
Malawi,child_vitA,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,child_vitA,Mulanje,SC Juma,Mulanje
Malawi,child_vitA,Rumphi,SC Kachulu,Rumphi
Malawi,child_vitA,Salima,SC Kambwiri,Salima
Malawi,child_vitA,Kasungu,SC Kawamba,Kasungu
Malawi,child_vitA,Dowa,SC Kayembe,Dowa
Malawi,child_vitA,Ntcheu,SC Makwangwala,Ntcheu
Malawi,child_vitA,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,child_vitA,Thyolo,SC Mbawela,Thyolo
Malawi,child_vitA,Nsanje,SC Mbenje,Nsanje
Malawi,child_vitA,Zomba,SC Mbiza,Zomba
Malawi,child_vitA,Mchinji,SC Mduwa,Mchinji
Malawi,child_vitA,Dowa,SC Mkukula,Dowa
Malawi,child_vitA,Dowa,SC Mponela,Dowa
Malawi,child_vitA,Rumphi,SC Mwankhunikira,Rumphi
Malawi,child_vitA,Ntchisi,SC Nthondo,Ntchisi
Malawi,child_vitA,Thyolo,TA Bvumbwe,Thyolo
Malawi,child_vitA,Rumphi,TA Chikulamayembe,Rumphi
Malawi,child_vitA,Mzimba,TA Chindi,Mzimba
Malawi,child_vitA,Lilongwe,TA Chiseka,Lilongwe
Malawi,child_vitA,Dowa,TA Dzoole,Dowa
Malawi,child_vitA,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,child_vitA,Lilongwe,TA Kabudula,Lilongwe
Malawi,child_vitA,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,child_vitA,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,child_vitA,Balaka,TA Kalembo,Balaka
Malawi,child_vitA,Kasungu,TA Kaluluma,Kasungu
Malawi,child_vitA,Ntchisi,TA Kalumo,Ntchisi
Malawi,child_vitA,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,child_vitA,Dedza,TA Kaphuka,Dedza
Malawi,child_vitA,Salima,TA Karonga,Salima
Malawi,child_vitA,Chikwawa,TA Kasisi,Chikwawa
Malawi,child_vitA,Machinga,TA Kawinga,Machinga
Malawi,child_vitA,Salima,TA Khombedza,Salima
Malawi,child_vitA,Lilongwe,TA Khongoni,Lilongwe
Malawi,child_vitA,Karonga,TA Kilupula,Karonga
Malawi,child_vitA,Blantyre,TA Kuntaja,Blantyre
Malawi,child_vitA,Karonga,TA Kyungu,Karonga
Malawi,child_vitA,Chikwawa,TA Lundu,Chikwawa
Malawi,child_vitA,Mzimba,TA M'Mbelwa,Mzimba
Malawi,child_vitA,Mulanje,TA Mabuka,Mulanje
Malawi,child_vitA,Mzimba,TA Mabulabo,Mzimba
Malawi,child_vitA,Salima,TA Maganga,Salima
Malawi,child_vitA,Zomba,TA Malemia,Zomba
Malawi,child_vitA,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,child_vitA,Phalombe,TA Mkhumba,Phalombe
Malawi,child_vitA,Mchinji,TA Mlonyeni,Mchinji
Malawi,child_vitA,Chiradzulu,TA Mpama,Chiradzulu
Malawi,child_vitA,Mangochi,TA Mponda,Mangochi
Malawi,child_vitA,Mzimba,TA Mtwalo,Mzimba
Malawi,child_vitA,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,child_vitA,Chitipa,TA Mwabulambya,Chitipa
Malawi,child_vitA,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,child_vitA,Kasungu,TA Mwase,Kasungu
Malawi,child_vitA,Chitipa,TA Mwenemisuku,Chitipa
Malawi,child_vitA,Chitipa,TA Mwenewenya,Chitipa
Malawi,child_vitA,Mangochi,TA Nankumba,Mangochi
Malawi,child_vitA,Chiradzulu,TA Nchema,Chiradzulu
Malawi,child_vitA,Thyolo,TA Nchilamwela,Thyolo
Malawi,child_vitA,Nsanje,TA Ndamera,Nsanje
Malawi,child_vitA,Neno,TA Ngozi,Neno
Malawi,child_vitA,Ntcheu,TA Njolomole,Ntcheu
Malawi,child_vitA,Balaka,TA Nsamala,Balaka
Malawi,child_vitA,Mwanza,TA Nthache,Mwanza
Malawi,child_vitA,Dedza,TA Pemba,Dedza
Malawi,child_vitA,Ntcheu,TA Phambala,Ntcheu
Malawi,child_vitA,Kasungu,TA Santhe,Kasungu
Malawi,child_vitA,Neno,TA Symon,Neno
Malawi,child_vitA,Dedza,TA Tambala,Dedza
Malawi,child_vitA,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,child_vitA,Karonga,TA Wasambo,Karonga
Malawi,child_vitA,Mchinji,TA Zulu,Mchinji
Malawi,women_vitA,Blantyre,Blantyre City,Blantyre
Malawi,women_vitA,Chitipa,Chitipa Boma,Chitipa
Malawi,women_vitA,Karonga,Karonga Town,Karonga
Malawi,women_vitA,Lilongwe,Lilongwe City,Lilongwe
Malawi,women_vitA,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,women_vitA,Mzimba,Mzimba Boma,Mzimba
Malawi,women_vitA,Mzimba,Mzuzu City,Mzimba
Malawi,women_vitA,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,women_vitA,Nsanje,Nsanje Boma,Nsanje
Malawi,women_vitA,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,women_vitA,Rumphi,Rumphi Boma,Rumphi
Malawi,women_vitA,Rumphi,SC Chapinduka,Rumphi
Malawi,women_vitA,Ntchisi,SC Chilooko,Ntchisi
Malawi,women_vitA,Mangochi,SC Chowe,Mangochi
Malawi,women_vitA,Mchinji,SC Dambe,Mchinji
Malawi,women_vitA,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,women_vitA,Mulanje,SC Juma,Mulanje
Malawi,women_vitA,Rumphi,SC Kachulu,Rumphi
Malawi,women_vitA,Salima,SC Kambwiri,Salima
Malawi,women_vitA,Kasungu,SC Kawamba,Kasungu
Malawi,women_vitA,Dowa,SC Kayembe,Dowa
Malawi,women_vitA,Ntcheu,SC Makwangwala,Ntcheu
Malawi,women_vitA,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,women_vitA,Thyolo,SC Mbawela,Thyolo
Malawi,women_vitA,Nsanje,SC Mbenje,Nsanje
Malawi,women_vitA,Zomba,SC Mbiza,Zomba
Malawi,women_vitA,Mchinji,SC Mduwa,Mchinji
Malawi,women_vitA,Dowa,SC Mkukula,Dowa
Malawi,women_vitA,Dowa,SC Mponela,Dowa
Malawi,women_vitA,Rumphi,SC Mwankhunikira,Rumphi
Malawi,women_vitA,Ntchisi,SC Nthondo,Ntchisi
Malawi,women_vitA,Thyolo,TA Bvumbwe,Thyolo
Malawi,women_vitA,Rumphi,TA Chikulamayembe,Rumphi
Malawi,women_vitA,Mzimba,TA Chindi,Mzimba
Malawi,women_vitA,Lilongwe,TA Chiseka,Lilongwe
Malawi,women_vitA,Dowa,TA Dzoole,Dowa
Malawi,women_vitA,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,women_vitA,Lilongwe,TA Kabudula,Lilongwe
Malawi,women_vitA,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,women_vitA,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,women_vitA,Balaka,TA Kalembo,Balaka
Malawi,women_vitA,Kasungu,TA Kaluluma,Kasungu
Malawi,women_vitA,Ntchisi,TA Kalumo,Ntchisi
Malawi,women_vitA,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,women_vitA,Dedza,TA Kaphuka,Dedza
Malawi,women_vitA,Salima,TA Karonga,Salima
Malawi,women_vitA,Chikwawa,TA Kasisi,Chikwawa
Malawi,women_vitA,Machinga,TA Kawinga,Machinga
Malawi,women_vitA,Salima,TA Khombedza,Salima
Malawi,women_vitA,Lilongwe,TA Khongoni,Lilongwe
Malawi,women_vitA,Karonga,TA Kilupula,Karonga
Malawi,women_vitA,Blantyre,TA Kuntaja,Blantyre
Malawi,women_vitA,Karonga,TA Kyungu,Karonga
Malawi,women_vitA,Chikwawa,TA Lundu,Chikwawa
Malawi,women_vitA,Mzimba,TA M'Mbelwa,Mzimba
Malawi,women_vitA,Mulanje,TA Mabuka,Mulanje
Malawi,women_vitA,Mzimba,TA Mabulabo,Mzimba
Malawi,women_vitA,Salima,TA Maganga,Salima
Malawi,women_vitA,Zomba,TA Malemia,Zomba
Malawi,women_vitA,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,women_vitA,Phalombe,TA Mkhumba,Phalombe
Malawi,women_vitA,Mchinji,TA Mlonyeni,Mchinji
Malawi,women_vitA,Chiradzulu,TA Mpama,Chiradzulu
Malawi,women_vitA,Mangochi,TA Mponda,Mangochi
Malawi,women_vitA,Mzimba,TA Mtwalo,Mzimba
Malawi,women_vitA,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,women_vitA,Chitipa,TA Mwabulambya,Chitipa
Malawi,women_vitA,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,women_vitA,Kasungu,TA Mwase,Kasungu
Malawi,women_vitA,Chitipa,TA Mwenemisuku,Chitipa
Malawi,women_vitA,Chitipa,TA Mwenewenya,Chitipa
Malawi,women_vitA,Mangochi,TA Nankumba,Mangochi
Malawi,women_vitA,Chiradzulu,TA Nchema,Chiradzulu
Malawi,women_vitA,Thyolo,TA Nchilamwela,Thyolo
Malawi,women_vitA,Nsanje,TA Ndamera,Nsanje
Malawi,women_vitA,Neno,TA Ngozi,Neno
Malawi,women_vitA,Ntcheu,TA Njolomole,Ntcheu
Malawi,women_vitA,Balaka,TA Nsamala,Balaka
Malawi,women_vitA,Mwanza,TA Nthache,Mwanza
Malawi,women_vitA,Dedza,TA Pemba,Dedza
Malawi,women_vitA,Ntcheu,TA Phambala,Ntcheu
Malawi,women_vitA,Kasungu,TA Santhe,Kasungu
Malawi,women_vitA,Neno,TA Symon,Neno
Malawi,women_vitA,Dedza,TA Tambala,Dedza
Malawi,women_vitA,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,women_vitA,Karonga,TA Wasambo,Karonga
Malawi,women_vitA,Mchinji,TA Zulu,Mchinji
Malawi,child_iron,Blantyre,Blantyre City,Blantyre
Malawi,child_iron,Chitipa,Chitipa Boma,Chitipa
Malawi,child_iron,Karonga,Karonga Town,Karonga
Malawi,child_iron,Lilongwe,Lilongwe City,Lilongwe
Malawi,child_iron,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,child_iron,Mzimba,Mzimba Boma,Mzimba
Malawi,child_iron,Mzimba,Mzuzu City,Mzimba
Malawi,child_iron,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,child_iron,Nsanje,Nsanje Boma,Nsanje
Malawi,child_iron,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,child_iron,Rumphi,Rumphi Boma,Rumphi
Malawi,child_iron,Rumphi,SC Chapinduka,Rumphi
Malawi,child_iron,Ntchisi,SC Chilooko,Ntchisi
Malawi,child_iron,Mangochi,SC Chowe,Mangochi
Malawi,child_iron,Mchinji,SC Dambe,Mchinji
Malawi,child_iron,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,child_iron,Mulanje,SC Juma,Mulanje
Malawi,child_iron,Rumphi,SC Kachulu,Rumphi
Malawi,child_iron,Salima,SC Kambwiri,Salima
Malawi,child_iron,Kasungu,SC Kawamba,Kasungu
Malawi,child_iron,Dowa,SC Kayembe,Dowa
Malawi,child_iron,Ntcheu,SC Makwangwala,Ntcheu
Malawi,child_iron,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,child_iron,Thyolo,SC Mbawela,Thyolo
Malawi,child_iron,Nsanje,SC Mbenje,Nsanje
Malawi,child_iron,Zomba,SC Mbiza,Zomba
Malawi,child_iron,Mchinji,SC Mduwa,Mchinji
Malawi,child_iron,Dowa,SC Mkukula,Dowa
Malawi,child_iron,Dowa,SC Mponela,Dowa
Malawi,child_iron,Rumphi,SC Mwankhunikira,Rumphi
Malawi,child_iron,Ntchisi,SC Nthondo,Ntchisi
Malawi,child_iron,Thyolo,TA Bvumbwe,Thyolo
Malawi,child_iron,Rumphi,TA Chikulamayembe,Rumphi
Malawi,child_iron,Mzimba,TA Chindi,Mzimba
Malawi,child_iron,Lilongwe,TA Chiseka,Lilongwe
Malawi,child_iron,Dowa,TA Dzoole,Dowa
Malawi,child_iron,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,child_iron,Lilongwe,TA Kabudula,Lilongwe
Malawi,child_iron,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,child_iron,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,child_iron,Balaka,TA Kalembo,Balaka
Malawi,child_iron,Kasungu,TA Kaluluma,Kasungu
Malawi,child_iron,Ntchisi,TA Kalumo,Ntchisi
Malawi,child_iron,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,child_iron,Dedza,TA Kaphuka,Dedza
Malawi,child_iron,Salima,TA Karonga,Salima
Malawi,child_iron,Chikwawa,TA Kasisi,Chikwawa
Malawi,child_iron,Machinga,TA Kawinga,Machinga
Malawi,child_iron,Salima,TA Khombedza,Salima
Malawi,child_iron,Lilongwe,TA Khongoni,Lilongwe
Malawi,child_iron,Karonga,TA Kilupula,Karonga
Malawi,child_iron,Blantyre,TA Kuntaja,Blantyre
Malawi,child_iron,Karonga,TA Kyungu,Karonga
Malawi,child_iron,Chikwawa,TA Lundu,Chikwawa
Malawi,child_iron,Mzimba,TA M'Mbelwa,Mzimba
Malawi,child_iron,Mulanje,TA Mabuka,Mulanje
Malawi,child_iron,Mzimba,TA Mabulabo,Mzimba
Malawi,child_iron,Salima,TA Maganga,Salima
Malawi,child_iron,Zomba,TA Malemia,Zomba
Malawi,child_iron,Nkhotakota,TA Malenga Chanzi,Nkhotakota
Malawi,child_iron,Phalombe,TA Mkhumba,Phalombe
Malawi,child_iron,Mchinji,TA Mlonyeni,Mchinji
Malawi,child_iron,Chiradzulu,TA Mpama,Chiradzulu
Malawi,child_iron,Mangochi,TA Mponda,Mangochi
Malawi,child_iron,Mzimba,TA Mtwalo,Mzimba
Malawi,child_iron,Nkhata Bay,TA Musisya,Nkhata Bay
Malawi,child_iron,Chitipa,TA Mwabulambya,Chitipa
Malawi,child_iron,Nkhotakota,TA Mwadzama,Nkhotakota
Malawi,child_iron,Kasungu,TA Mwase,Kasungu
Malawi,child_iron,Chitipa,TA Mwenemisuku,Chitipa
Malawi,child_iron,Chitipa,TA Mwenewenya,Chitipa
Malawi,child_iron,Mangochi,TA Nankumba,Mangochi
Malawi,child_iron,Chiradzulu,TA Nchema,Chiradzulu
Malawi,child_iron,Thyolo,TA Nchilamwela,Thyolo
Malawi,child_iron,Nsanje,TA Ndamera,Nsanje
Malawi,child_iron,Neno,TA Ngozi,Neno
Malawi,child_iron,Ntcheu,TA Njolomole,Ntcheu
Malawi,child_iron,Balaka,TA Nsamala,Balaka
Malawi,child_iron,Mwanza,TA Nthache,Mwanza
Malawi,child_iron,Dedza,TA Pemba,Dedza
Malawi,child_iron,Ntcheu,TA Phambala,Ntcheu
Malawi,child_iron,Kasungu,TA Santhe,Kasungu
Malawi,child_iron,Neno,TA Symon,Neno
Malawi,child_iron,Dedza,TA Tambala,Dedza
Malawi,child_iron,Nkhata Bay,TA Timbiri,Nkhata Bay
Malawi,child_iron,Karonga,TA Wasambo,Karonga
Malawi,child_iron,Mchinji,TA Zulu,Mchinji
Malawi,women_iron,Blantyre,Blantyre City,Blantyre
Malawi,women_iron,Chitipa,Chitipa Boma,Chitipa
Malawi,women_iron,Karonga,Karonga Town,Karonga
Malawi,women_iron,Lilongwe,Lilongwe City,Lilongwe
Malawi,women_iron,Mwanza,Majete Game Reserve - Mwanza,Mwanza
Malawi,women_iron,Mzimba,Mzimba Boma,Mzimba
Malawi,women_iron,Mzimba,Mzuzu City,Mzimba
Malawi,women_iron,Nkhotakota,Nkhotakota Boma,Nkhotakota
Malawi,women_iron,Nsanje,Nsanje Boma,Nsanje
Malawi,women_iron,Chitipa,Nyika N.P. - Chitipa,Chitipa
Malawi,women_iron,Rumphi,Rumphi Boma,Rumphi
Malawi,women_iron,Rumphi,SC Chapinduka,Rumphi
Malawi,women_iron,Ntchisi,SC Chilooko,Ntchisi
Malawi,women_iron,Mangochi,SC Chowe,Mangochi
Malawi,women_iron,Mchinji,SC Dambe,Mchinji
Malawi,women_iron,Ntcheu,SC Goodson Ganya,Ntcheu
Malawi,women_iron,Mulanje,SC Juma,Mulanje
Malawi,women_iron,Rumphi,SC Kachulu,Rumphi
Malawi,women_iron,Salima,SC Kambwiri,Salima
Malawi,women_iron,Kasungu,SC Kawamba,Kasungu
Malawi,women_iron,Dowa,SC Kayembe,Dowa
Malawi,women_iron,Ntcheu,SC Makwangwala,Ntcheu
Malawi,women_iron,Nkhata Bay,SC Malanda,Nkhata Bay
Malawi,women_iron,Thyolo,SC Mbawela,Thyolo
Malawi,women_iron,Nsanje,SC Mbenje,Nsanje
Malawi,women_iron,Zomba,SC Mbiza,Zomba
Malawi,women_iron,Mchinji,SC Mduwa,Mchinji
Malawi,women_iron,Dowa,SC Mkukula,Dowa
Malawi,women_iron,Dowa,SC Mponela,Dowa
Malawi,women_iron,Rumphi,SC Mwankhunikira,Rumphi
Malawi,women_iron,Ntchisi,SC Nthondo,Ntchisi
Malawi,women_iron,Thyolo,TA Bvumbwe,Thyolo
Malawi,women_iron,Rumphi,TA Chikulamayembe,Rumphi
Malawi,women_iron,Mzimba,TA Chindi,Mzimba
Malawi,women_iron,Lilongwe,TA Chiseka,Lilongwe
Malawi,women_iron,Dowa,TA Dzoole,Dowa
Malawi,women_iron,Nkhata Bay,TA Fukamapiri,Nkhata Bay
Malawi,women_iron,Lilongwe,TA Kabudula,Lilongwe
Malawi,women_iron,Nkhata Bay,TA Kabunduli,Nkhata Bay
Malawi,women_iron,Chiradzulu,TA Kadewere,Chiradzulu
Malawi,women_iron,Balaka,TA Kalembo,Balaka
Malawi,women_iron,Kasungu,TA Kaluluma,Kasungu
Malawi,women_iron,Ntchisi,TA Kalumo,Ntchisi
Malawi,women_iron,Nkhotakota,TA Kanyenda,Nkhotakota
Malawi,women_iron,Dedza,TA Kaphuka,Dedza
