"country","iso3","Admin1","Admin2","gid_1","gid_2","hasc_2","engtype_2","varname_2","pcode"
"Ghana","GHA","Upper East","Talensi","GHA12_2","GHA12.14_2",NA,"District",NA,"GH1214"
"Ghana","GHA","Upper East","Tempane","GHA12_2","GHA12.15_2",NA,"District",NA,"GH1215"
"Ghana","GHA","Upper West","Daffiama-Bussie-Issa","GHA13_2","GHA13.1_2",NA,"District",NA,"GH1301"
"Ghana","GHA","Upper West","Jirapa","GHA13_2","GHA13.2_2",NA,"Municipality",NA,"GH1302"
"Ghana","GHA","Upper West","Lambussie-Karni","GHA13_2","GHA13.3_2",NA,"District",NA,"GH1303"
"Ghana","GHA","Upper West","Lawra","GHA13_2","GHA13.4_2",NA,"Municipality",NA,"GH1304"
"Ghana","GHA","Upper West","Nadowli-Kaleo","GHA13_2","GHA13.5_2",NA,"District",NA,"GH1305"
"Ghana","GHA","Upper West","Nandom","GHA13_2","GHA13.6_2",NA,"Municipality",NA,"GH1306"
"Ghana","GHA","Upper West","Sissala East","GHA13_2","GHA13.7_2",NA,"Municipality",NA,"GH1307"
"Ghana","GHA","Upper West","Sissala West","GHA13_2","GHA13.8_2",NA,"District",NA,"GH1308"
"Ghana","GHA","Upper West","Wa East","GHA13_2","GHA13.10_2",NA,"District",NA,"GH1309"
"Ghana","GHA","Upper West","Wa Municipal","GHA13_2","GHA13.9_2",NA,"Municipality",NA,"GH1310"
"Ghana","GHA","Upper West","Wa West","GHA13_2","GHA13.11_2",NA,"District",NA,"GH1311"
"Ghana","GHA","Volta","Adaklu","GHA14_2","GHA14.1_2",NA,"District",NA,"GH1401"
"Ghana","GHA","Volta","Afadzato South","GHA14_2","GHA14.2_2",NA,"District",NA,"GH1402"
"Ghana","GHA","Volta","Agotime Ziope","GHA14_2","GHA14.3_2",NA,"District",NA,"GH1403"
"Ghana","GHA","Volta","Akatsi North","GHA14_2","GHA14.4_2",NA,"District",NA,"GH1404"
"Ghana","GHA","Volta","Akatsi South","GHA14_2","GHA14.5_2",NA,"District",NA,"GH1405"
"Ghana","GHA","Volta","Anloga","GHA14_2","GHA14.6_2",NA,"District",NA,"GH1406"
"Ghana","GHA","Volta","Central Tongu","GHA14_2","GHA14.7_2",NA,"District",NA,"GH1407"
"Ghana","GHA","Volta","Ho Municipal","GHA14_2","GHA14.8_2",NA,"Municipality",NA,"GH1408"
"Ghana","GHA","Volta","Ho West","GHA14_2","GHA14.9_2",NA,"District",NA,"GH1409"
"Ghana","GHA","Volta","Hohoe","GHA14_2","GHA14.10_2",NA,"Municipality",NA,"GH1410"
"Ghana","GHA","Volta","Keta Municipal","GHA14_2","GHA14.11_2",NA,"Municipality",NA,"GH1411"
"Ghana","GHA","Volta","Ketu North","GHA14_2","GHA14.12_2",NA,"Municipality",NA,"GH1412"
"Ghana","GHA","Volta","Ketu South","GHA14_2","GHA14.13_2",NA,"Municipality",NA,"GH1413"
"Ghana","GHA","Volta","Kpando","GHA14_2","GHA14.14_2",NA,"Municipality",NA,"GH1414"
"Ghana","GHA","Volta","North Dayi","GHA14_2","GHA14.15_2",NA,"District",NA,"GH1415"
"Ghana","GHA","Volta","North Tongu","GHA14_2","GHA14.16_2",NA,"District",NA,"GH1416"
"Ghana","GHA","Volta","South Dayi","GHA14_2","GHA14.17_2",NA,"District",NA,"GH1417"
"Ghana","GHA","Volta","South Tongu","GHA14_2","GHA14.18_2",NA,"District",NA,"GH1418"
"Ghana","GHA","Western","Ahanta West","GHA15_2","GHA15.1_2",NA,"Municipality",NA,"GH1501"
"Ghana","GHA","Western","Effia Kwesimintsim","GHA15_2","GHA15.2_2",NA,"Municipality",NA,"GH1502"
"Ghana","GHA","Western","Ellembelle","GHA15_2","GHA15.3_2",NA,"District",NA,"GH1503"
"Ghana","GHA","Western","Jomoro","GHA15_2","GHA15.4_2",NA,"Municipality",NA,"GH1504"
"Ghana","GHA","Western","Mpohor","GHA15_2","GHA15.5_2",NA,"District",NA,"GH1505"
"Ghana","GHA","Western","Nzema East","GHA15_2","GHA15.6_2",NA,"Municipality",NA,"GH1506"
"Ghana","GHA","Western","Prestea-Huni Valley","GHA15_2","GHA15.7_2",NA,"Municipality",NA,"GH1507"
"Ghana","GHA","Western","Sekondi Takoradi","GHA15_2","GHA15.8_2",NA,"Metropolis",NA,"GH1508"
"Ghana","GHA","Western","Shama","GHA15_2","GHA15.9_2",NA,"District",NA,"GH1509"
"Ghana","GHA","Western","Tarkwa Nsuaem","GHA15_2","GHA15.10_2",NA,"Municipality",NA,"GH1510"
"Ghana","GHA","Western","Wassa Amenfi Central","GHA15_2","GHA15.11_2",NA,"District",NA,"GH1511"
"Ghana","GHA","Western","Wassa Amenfi East","GHA15_2","GHA15.12_2",NA,"Municipality",NA,"GH1512"
"Ghana","GHA","Western","Wassa Amenfi West","GHA15_2","GHA15.13_2",NA,"Municipality",NA,"GH1513"
"Ghana","GHA","Western","Wassa East","GHA15_2","GHA15.14_2",NA,"District",NA,"GH1514"
"Ghana","GHA","Western North","Aowin","GHA16_2","GHA16.1_2",NA,"Municipality",NA,"GH1601"
"Ghana","GHA","Western North","Bia East","GHA16_2","GHA16.2_2",NA,"District",NA,"GH1602"
"Ghana","GHA","Western North","Bia West","GHA16_2","GHA16.3_2",NA,"District",NA,"GH1603"
"Ghana","GHA","Western North","Bibiani-Anhwiaso-Bekwai-","GHA16_2","GHA16.4_2",NA,"Municipality",NA,"GH1604"
"Ghana","GHA","Western North","Bodi","GHA16_2","GHA16.5_2",NA,"District",NA,"GH1605"
"Ghana","GHA","Western North","Juaboso","GHA16_2","GHA16.6_2",NA,"District",NA,"GH1606"
"Ghana","GHA","Western North","Sefwi-Akontombra","GHA16_2","GHA16.8_2",NA,"District",NA,"GH1607"
"Ghana","GHA","Western North","Sefwi-Wiawso","GHA16_2","GHA16.7_2",NA,"Municipality",NA,"GH1608"
"Ghana","GHA","Western North","Suaman","GHA16_2","GHA16.9_2",NA,"District",NA,"GH1609"
"Malawi","MWI","Balaka","Balaka Town","MWI.1_1","MWI.1.1_1",NA,"Town",NA,"MW31220"
"Malawi","MWI","Balaka","TA Kalembo","MWI.1_1","MWI.1.2_1",NA,"Traditional Authority",NA,"MW31202"
"Malawi","MWI","Balaka","TA Nsamala","MWI.1_1","MWI.1.3_1",NA,"Traditional Authority",NA,"MW31201"
"Malawi","MWI","Blantyre","Blantyre City","MWI.2_1","MWI.2.1_1",NA,"City",NA,"MW31533"
"Malawi","MWI","Blantyre","TA Chigaru","MWI.2_1","MWI.2.2_1",NA,"Traditional Authority",NA,"MW30503"
"Malawi","MWI","Blantyre","TA Kapeni","MWI.2_1","MWI.2.3_1",NA,"Traditional Authority",NA,"MW30501"
"Malawi","MWI","Blantyre","TA Kuntaja","MWI.2_1","MWI.2.4_1",NA,"Traditional Authority",NA,"MW30506"
"Malawi","MWI","Blantyre","TA Kunthembwe","MWI.2_1","MWI.2.5_1",NA,"Traditional Authority",NA,"MW30504"
"Malawi","MWI","Blantyre","TA Lundu","MWI.2_1","MWI.2.6_1",NA,"Traditional Authority",NA,"MW30502"
"Malawi","MWI","Blantyre","TA Machinjili","MWI.2_1","MWI.2.7_1",NA,"Traditional Authority",NA,"MW30507"
"Malawi","MWI","Blantyre","TA Makata","MWI.2_1","MWI.2.8_1",NA,"Traditional Authority",NA,"MW30505"
"Malawi","MWI","Blantyre","TA Somba","MWI.2_1","MWI.2.9_1",NA,"Traditional Authority",NA,"MW30508"
"Malawi","MWI","Chikwawa","Chikwawa Boma","MWI.3_1","MWI.3.1_1",NA,"Headquarter",NA,"MW31020"
"Malawi","MWI","Chikwawa","Lengwe National Park","MWI.3_1","MWI.3.2_1",NA,"National Park",NA,"MW31012"
"Malawi","MWI","Chikwawa","Majete Game Reserve - Chikwawa","MWI.3_1","MWI.3.3_1",NA,"Reserve",NA,"MW31013"
"Malawi","MWI","Chikwawa","Ngabu Urban","MWI.3_1","MWI.3.4_1",NA,"Urban",NA,"MW31021"
"Malawi","MWI","Chikwawa","TA Chapananga","MWI.3_1","MWI.3.5_1",NA,"Traditional Authority",NA,"MW31003"
"Malawi","MWI","Chikwawa","TA Kasisi","MWI.3_1","MWI.3.6_1",NA,"Traditional Authority",NA,"MW31006"
"Malawi","MWI","Chikwawa","TA Katunga","MWI.3_1","MWI.3.7_1",NA,"Traditional Authority",NA,"MW31005"
"Malawi","MWI","Chikwawa","TA Lundu","MWI.3_1","MWI.3.8_1",NA,"Traditional Authority",NA,"MW31002"
"Malawi","MWI","Chikwawa","TA Makhwira","MWI.3_1","MWI.3.9_1",NA,"Traditional Authority",NA,"MW31007"
"Malawi","MWI","Chikwawa","TA Maseya","MWI.3_1","MWI.3.10_1",NA,"Traditional Authority",NA,"MW31004"
"Malawi","MWI","Chikwawa","TA Ngabu","MWI.3_1","MWI.3.11_1",NA,"Traditional Authority",NA,"MW31001"
"Malawi","MWI","Chiradzulu","Chiradzulu Boma","MWI.4_1","MWI.4.1_1",NA,"Headquarter",NA,"MW30420"
"Malawi","MWI","Chiradzulu","TA Chitera","MWI.4_1","MWI.4.2_1",NA,"Traditional Authority",NA,"MW30405"
"Malawi","MWI","Chiradzulu","TA Kadewere","MWI.4_1","MWI.4.3_1",NA,"Traditional Authority",NA,"MW30403"
"Malawi","MWI","Chiradzulu","TA Likoswe","MWI.4_1","MWI.4.4_1",NA,"Traditional Authority",NA,"MW30402"
"Malawi","MWI","Chiradzulu","TA Mpama","MWI.4_1","MWI.4.5_1",NA,"Traditional Authority",NA,"MW30401"
"Malawi","MWI","Chiradzulu","TA Nchema","MWI.4_1","MWI.4.6_1",NA,"Traditional Authority",NA,"MW30408"
"Malawi","MWI","Chiradzulu","TA Nkalo","MWI.4_1","MWI.4.7_1",NA,"Traditional Authority",NA,"MW30404"
"Malawi","MWI","Chitipa","Chitipa Boma","MWI.5_1","MWI.5.1_1",NA,"Headquarter",NA,"MW10120"
"Malawi","MWI","Chitipa","Nyika N.P. - Chitipa","MWI.5_1","MWI.5.2_1",NA,"National Park",NA,"MW10110"
"Malawi","MWI","Chitipa","TA Kameme","MWI.5_1","MWI.5.3_1",NA,"Traditional Authority",NA,"MW10109"
"Malawi","MWI","Chitipa","TA Mwabulambya","MWI.5_1","MWI.5.4_1",NA,"Traditional Authority",NA,"MW10101"
"Malawi","MWI","Chitipa","TA Mwenemisuku","MWI.5_1","MWI.5.5_1",NA,"Traditional Authority",NA,"MW10103"
"Malawi","MWI","Chitipa","TA Mwenewenya","MWI.5_1","MWI.5.6_1",NA,"Traditional Authority",NA,"MW10105"
"Malawi","MWI","Chitipa","TA Nthalire","MWI.5_1","MWI.5.7_1",NA,"Traditional Authority",NA,"MW10107"
"Malawi","MWI","Dedza","Dedza Boma","MWI.6_1","MWI.6.1_1",NA,"Headquarter",NA,"MW20820"
"Malawi","MWI","Dedza","SC Chauma","MWI.6_1","MWI.6.3_1",NA,"Sub-chief",NA,"MW20805"
"Malawi","MWI","Dedza","SC Chilikumwendo","MWI.6_1","MWI.6.4_1",NA,"Sub-chief",NA,"MW20802"
"Malawi","MWI","Dedza","SC Kamenya Gwaza","MWI.6_1","MWI.6.5_1",NA,"Sub-chief",NA,"MW20808"
"Malawi","MWI","Dedza","TA Kachindamoto","MWI.6_1","MWI.6.6_1",NA,"Traditional Authority",NA,"MW20807"
"Malawi","MWI","Dedza","TA Kaphuka","MWI.6_1","MWI.6.7_1",NA,"Traditional Authority",NA,"MW20803"
"Malawi","MWI","Dedza","TA Kasumbu","MWI.6_1","MWI.6.8_1",NA,"Traditional Authority",NA,"MW20806"
"Malawi","MWI","Dedza","TA Pemba","MWI.6_1","MWI.6.9_1",NA,"Traditional Authority",NA,"MW20801"
"Malawi","MWI","Dedza","TA Tambala","MWI.6_1","MWI.6.10_1",NA,"Traditional Authority",NA,"MW20804"
"Malawi","MWI","Dowa","Dowa Boma","MWI.7_1","MWI.7.1_1",NA,"Headquarter",NA,"MW20420"
"Malawi","MWI","Dowa","Mponela Urban","MWI.7_1","MWI.7.2_1",NA,"Urban",NA,"MW20421"
"Malawi","MWI","Dowa","SC Chakhaza","MWI.7_1","MWI.7.3_1",NA,"Sub-chief",NA,"MW20402"
"Malawi","MWI","Dowa","SC Kayembe","MWI.7_1","MWI.7.4_1",NA,"Sub-chief",NA,"MW20403"
"Malawi","MWI","Dowa","SC Mkukula","MWI.7_1","MWI.7.5_1",NA,"Sub-chief",NA,"MW20405"
"Malawi","MWI","Dowa","SC Mponela","MWI.7_1","MWI.7.6_1",NA,"Sub-chief",NA,"MW20407"
"Malawi","MWI","Dowa","TA Chiwere","MWI.7_1","MWI.7.7_1",NA,"Traditional Authority",NA,"MW20404"
"Malawi","MWI","Dowa","TA Dzoole","MWI.7_1","MWI.7.8_1",NA,"Traditional Authority",NA,"MW20401"
"Malawi","MWI","Dowa","TA Msakambewa","MWI.7_1","MWI.7.9_1",NA,"Traditional Authority",NA,"MW20406"
"Malawi","MWI","Karonga","Karonga Town","MWI.8_1","MWI.8.1_1",NA,"Town",NA,"MW10220"
"Malawi","MWI","Karonga","Nyipa N. P. - Karonga","MWI.8_1","MWI.8.3_1",NA,"National Park",NA,"MW10206"
"Malawi","MWI","Karonga","SC Mwakaboko","MWI.8_1","MWI.8.4_1",NA,"Sub-chief",NA,"MW10202"
"Malawi","MWI","Karonga","SC Mwirang'ombe","MWI.8_1","MWI.8.5_1",NA,"Sub-chief",NA,"MW10205"
"Malawi","MWI","Karonga","TA Kilupula","MWI.8_1","MWI.8.6_1",NA,"Traditional Authority",NA,"MW10201"
"Malawi","MWI","Karonga","TA Kyungu","MWI.8_1","MWI.8.7_1",NA,"Traditional Authority",NA,"MW10203"
"Malawi","MWI","Karonga","TA Wasambo","MWI.8_1","MWI.8.8_1",NA,"Traditional Authority",NA,"MW10204"
"Malawi","MWI","Kasungu","Kasungu Boma","MWI.9_1","MWI.9.1_1",NA,"Headquarter",NA,"MW20120"
"Malawi","MWI","Kasungu","Kasungu National Park","MWI.9_1","MWI.9.2_1",NA,"National Park",NA,"MW20128"
"Malawi","MWI","Kasungu","SC Chilowamatambe","MWI.9_1","MWI.9.3_1",NA,"Sub-chief",NA,"MW20110"
"Malawi","MWI","Kasungu","SC Chisikwa","MWI.9_1","MWI.9.4_1",NA,"Sub-chief",NA,"MW20105"
"Malawi","MWI","Kasungu","SC Kawamba","MWI.9_1","MWI.9.5_1",NA,"Sub-chief",NA,"MW20107"
"Malawi","MWI","Kasungu","SC Lukwa","MWI.9_1","MWI.9.6_1",NA,"Sub-chief",NA,"MW20119"
"Malawi","MWI","Kasungu","SC M'nyanja","MWI.9_1","MWI.9.7_1",NA,"Sub-chief",NA,"MW20104"
"Malawi","MWI","Kasungu","SC Njombwa","MWI.9_1","MWI.9.8_1",NA,"Sub-chief",NA,"MW20109"
"Malawi","MWI","Kasungu","SC Simlemba","MWI.9_1","MWI.9.9_1",NA,"Sub-chief",NA,"MW20103"
"Malawi","MWI","Kasungu","TA Chulu","MWI.9_1","MWI.9.10_1",NA,"Traditional Authority",NA,"MW20112"
"Malawi","MWI","Kasungu","TA Kaluluma","MWI.9_1","MWI.9.11_1",NA,"Traditional Authority",NA,"MW20101"
"Malawi","MWI","Kasungu","TA Kaomba","MWI.9_1","MWI.9.12_1",NA,"Traditional Authority",NA,"MW20106"
"Malawi","MWI","Kasungu","TA Kapelula","MWI.9_1","MWI.9.13_1",NA,"Traditional Authority",NA,"MW20124"
"Malawi","MWI","Kasungu","TA Mwase","MWI.9_1","MWI.9.14_1",NA,"Traditional Authority",NA,"MW20127"
"Malawi","MWI","Kasungu","TA Santhe","MWI.9_1","MWI.9.15_1",NA,"Traditional Authority",NA,"MW20121"
"Malawi","MWI","Kasungu","TA Wimbe","MWI.9_1","MWI.9.16_1",NA,"Traditional Authority",NA,"MW20123"
"Malawi","MWI","Lilongwe","Lilongwe City","MWI.11_1","MWI.11.1_1",NA,"City",NA,"MW21085"
"Malawi","MWI","Lilongwe","SC Chitekwele","MWI.11_1","MWI.11.2_1",NA,"Sub-chief",NA,"MW20607"
"Malawi","MWI","Lilongwe","SC Mtema","MWI.11_1","MWI.11.3_1",NA,"Sub-chief",NA,"MW20611"
"Malawi","MWI","Lilongwe","SC Njewa","MWI.11_1","MWI.11.4_1",NA,"Sub-chief",NA,"MW20615"
"Malawi","MWI","Lilongwe","SC Tsabango","MWI.11_1","MWI.11.5_1",NA,"Sub-chief",NA,"MW20613"
"Malawi","MWI","Lilongwe","TA Chadza","MWI.11_1","MWI.11.6_1",NA,"Traditional Authority",NA,"MW20601"
"Malawi","MWI","Lilongwe","TA Chimutu","MWI.11_1","MWI.11.7_1",NA,"Traditional Authority",NA,"MW20609"
"Malawi","MWI","Lilongwe","TA Chiseka","MWI.11_1","MWI.11.8_1",NA,"Traditional Authority",NA,"MW20603"
"Malawi","MWI","Lilongwe","TA Chitukula","MWI.11_1","MWI.11.9_1",NA,"Traditional Authority",NA,"MW20610"
"Malawi","MWI","Lilongwe","TA Kabudula","MWI.11_1","MWI.11.10_1",NA,"Traditional Authority",NA,"MW20617"
"Malawi","MWI","Lilongwe","TA Kalolo","MWI.11_1","MWI.11.11_1",NA,"Traditional Authority",NA,"MW20602"
"Malawi","MWI","Lilongwe","TA Kalumba","MWI.11_1","MWI.11.12_1",NA,"Traditional Authority",NA,"MW20614"
"Malawi","MWI","Lilongwe","TA Kalumbu","MWI.11_1","MWI.11.13_1",NA,"Traditional Authority",NA,"MW20612"
"Malawi","MWI","Lilongwe","TA Khongoni","MWI.11_1","MWI.11.14_1",NA,"Traditional Authority",NA,"MW20608"
"Malawi","MWI","Lilongwe","TA Malili","MWI.11_1","MWI.11.15_1",NA,"Traditional Authority",NA,"MW20616"
"Malawi","MWI","Lilongwe","TA Mazengera","MWI.11_1","MWI.11.16_1",NA,"Traditional Authority",NA,"MW20606"
"Malawi","MWI","Machinga","Liwonda National Park","MWI.12_1","MWI.12.3_1",NA,"National Park",NA,"MW30217"
"Malawi","MWI","Machinga","Liwonde Town","MWI.12_1","MWI.12.4_1",NA,"Town",NA,"MW30221"
"Malawi","MWI","Machinga","SC Chamba","MWI.12_1","MWI.12.5_1",NA,"Sub-chief",NA,"MW30208"
"Malawi","MWI","Machinga","SC Chikweo","MWI.12_1","MWI.12.6_1",NA,"Sub-chief",NA,"MW30211"
"Malawi","MWI","Machinga","SC Chiwalo","MWI.12_1","MWI.12.7_1",NA,"Sub-chief",NA,"MW30213"
"Malawi","MWI","Machinga","SC Mlomba","MWI.12_1","MWI.12.8_1",NA,"Sub-chief",NA,"MW30210"
"Malawi","MWI","Machinga","SC Mposa","MWI.12_1","MWI.12.9_1",NA,"Sub-chief",NA,"MW30209"
"Malawi","MWI","Machinga","SC Ngokwe","MWI.12_1","MWI.12.10_1",NA,"Sub-chief",NA,"MW30212"
"Malawi","MWI","Machinga","SC Sitola","MWI.12_1","MWI.12.11_1",NA,"Sub-chief",NA,"MW30203"
"Malawi","MWI","Machinga","TA Kawinga","MWI.12_1","MWI.12.12_1",NA,"Traditional Authority",NA,"MW30206"
"Malawi","MWI","Machinga","TA Liwonde","MWI.12_1","MWI.12.13_1",NA,"Traditional Authority",NA,"MW30201"
"Malawi","MWI","Machinga","TA Nyambi","MWI.12_1","MWI.12.14_1",NA,"Traditional Authority",NA,"MW30215"
"Malawi","MWI","Mangochi","Mangochi Town","MWI.13_1","MWI.13.3_1",NA,"Town",NA,"MW30120"
"Malawi","MWI","Mangochi","Monkey Bay Urban","MWI.13_1","MWI.13.4_1",NA,"Urban",NA,"MW30121"
"Malawi","MWI","Mangochi","SC Chowe","MWI.13_1","MWI.13.5_1",NA,"Sub-chief",NA,"MW30107"
"Malawi","MWI","Mangochi","SC Mbwana Nyambi","MWI.13_1","MWI.13.6_1",NA,"Sub-chief",NA,"MW30106"
"Malawi","MWI","Mangochi","SC Namabvi","MWI.13_1","MWI.13.7_1",NA,"Sub-chief",NA,"MW30111"
"Malawi","MWI","Mangochi","TA Chimwala","MWI.13_1","MWI.13.8_1",NA,"Traditional Authority",NA,"MW30102"
"Malawi","MWI","Mangochi","TA Jalasi","MWI.13_1","MWI.13.9_1",NA,"Traditional Authority",NA,"MW30105"
"Malawi","MWI","Mangochi","TA Katuli","MWI.13_1","MWI.13.10_1",NA,"Traditional Authority",NA,"MW30108"
"Malawi","MWI","Mangochi","TA Makanjila","MWI.13_1","MWI.13.11_1",NA,"Traditional Authority",NA,"MW30109"
"Malawi","MWI","Mangochi","TA Mponda","MWI.13_1","MWI.13.12_1",NA,"Traditional Authority",NA,"MW30101"
"Malawi","MWI","Mangochi","TA Nankumba","MWI.13_1","MWI.13.13_1",NA,"Traditional Authority",NA,"MW30104"
"Malawi","MWI","Mchinji","Mchinji Boma","MWI.14_1","MWI.14.1_1",NA,"Headquarter",NA,"MW20720"
"Malawi","MWI","Mchinji","SC Dambe","MWI.14_1","MWI.14.2_1",NA,"Sub-chief",NA,"MW20712"
"Malawi","MWI","Mchinji","SC Mavwere","MWI.14_1","MWI.14.3_1",NA,"Sub-chief",NA,"MW20702"
"Malawi","MWI","Mchinji","SC Mduwa","MWI.14_1","MWI.14.4_1",NA,"Sub-chief",NA,"MW20705"
"Malawi","MWI","Mchinji","TA Mkanda","MWI.14_1","MWI.14.5_1",NA,"Traditional Authority",NA,"MW20707"
"Malawi","MWI","Mchinji","TA Mlonyeni","MWI.14_1","MWI.14.6_1",NA,"Traditional Authority",NA,"MW20701"
"Malawi","MWI","Mchinji","TA Zulu","MWI.14_1","MWI.14.7_1",NA,"Traditional Authority",NA,"MW20703"
"Malawi","MWI","Mulanje","Mulanje Boma","MWI.15_1","MWI.15.1_1",NA,"Headquarter",NA,"MW30820"
"Malawi","MWI","Mulanje","Mulanje Mountain Forest Reserve","MWI.15_1","MWI.15.2_1",NA,"Reserve",NA,"MW30809"
"Malawi","MWI","Mulanje","SC Juma","MWI.15_1","MWI.15.3_1",NA,"Sub-chief",NA,"MW30806"
"Malawi","MWI","Mulanje","SC Laston Njema","MWI.15_1","MWI.15.4_1",NA,"Sub-chief",NA,"MW30802"
"Malawi","MWI","Mulanje","TA Chikumbu","MWI.15_1","MWI.15.5_1",NA,"Traditional Authority",NA,"MW30803"
"Malawi","MWI","Mulanje","TA Mabuka","MWI.15_1","MWI.15.6_1",NA,"Traditional Authority",NA,"MW30801"
"Malawi","MWI","Mulanje","TA Nkanda","MWI.15_1","MWI.15.7_1",NA,"Traditional Authority",NA,"MW30805"
"Malawi","MWI","Mulanje","TA Nthiramanja","MWI.15_1","MWI.15.8_1",NA,"Traditional Authority",NA,"MW30804"
"Malawi","MWI","Mwanza","Majete Game Reserve - Mwanza","MWI.16_1","MWI.16.1_1",NA,"Reserve",NA,"MW30601"
"Malawi","MWI","Mwanza","Mwanza Boma","MWI.16_1","MWI.16.2_1",NA,"Headquarter",NA,"MW30620"
"Malawi","MWI","Mwanza","TA Kanduku","MWI.16_1","MWI.16.3_1",NA,"Traditional Authority",NA,"MW30601"
"Malawi","MWI","Mwanza","TA Nthache","MWI.16_1","MWI.16.4_1",NA,"Traditional Authority",NA,"MW30602"
"Malawi","MWI","Mzimba","Mzimba Boma","MWI.17_1","MWI.17.1_1",NA,"Headquarter",NA,"MW10520"
"Malawi","MWI","Mzimba","Mzuzu City","MWI.17_1","MWI.17.2_1",NA,"City",NA,"MW10713"
"Malawi","MWI","Mzimba","SC Jaravikuba Munthali","MWI.17_1","MWI.17.3_1",NA,"Sub-chief",NA,"MW10504"
"Malawi","MWI","Mzimba","SC Kampingo Sibande","MWI.17_1","MWI.17.4_1",NA,"Sub-chief",NA,"MW10503"
"Malawi","MWI","Mzimba","SC Khosolo Gwaza Jere","MWI.17_1","MWI.17.5_1",NA,"Sub-chief",NA,"MW10508"
"Malawi","MWI","Mzimba","TA Chindi","MWI.17_1","MWI.17.6_1",NA,"Traditional Authority",NA,"MW10505"
"Malawi","MWI","Mzimba","TA M'Mbelwa","MWI.17_1","MWI.17.7_1",NA,"Traditional Authority",NA,"MW10501"
"Malawi","MWI","Mzimba","TA Mabulabo","MWI.17_1","MWI.17.8_1",NA,"Traditional Authority",NA,"MW10507"
"Malawi","MWI","Mzimba","TA Mpherembe","MWI.17_1","MWI.17.9_1",NA,"Traditional Authority",NA,"MW10509"
"Malawi","MWI","Mzimba","TA Mtwalo","MWI.17_1","MWI.17.10_1",NA,"Traditional Authority",NA,"MW10502"
"Malawi","MWI","Mzimba","TA Mzikubola","MWI.17_1","MWI.17.11_1",NA,"Traditional Authority",NA,"MW10506"
"Malawi","MWI","Mzimba","TA Mzukuzuku","MWI.17_1","MWI.17.12_1",NA,"Traditional Authority",NA,"MW10510"
"Malawi","MWI","Mzimba","Vwaza Marsh Game Reserve - Mzimb","MWI.17_1","MWI.17.13_1",NA,"Reserve",NA,"MW10512"
"Malawi","MWI","Neno","Majete Game Reserve - Neno","MWI.18_1","MWI.18.1_1",NA,"Reserve",NA,"MW30604"
"Malawi","MWI","Neno","TA Dambe","MWI.18_1","MWI.18.2_1",NA,"Traditional Authority",NA,"MW31301"
"Malawi","MWI","Neno","TA Mlauli","MWI.18_1","MWI.18.3_1",NA,"Traditional Authority",NA,"MW31302"
"Malawi","MWI","Neno","TA Ngozi","MWI.18_1","MWI.18.4_1",NA,"Traditional Authority",NA,"MW31304"
"Malawi","MWI","Neno","TA Symon","MWI.18_1","MWI.18.5_1",NA,"Traditional Authority",NA,"MW31303"
"Malawi","MWI","Nkhata Bay","SC Fukamalaza","MWI.19_1","MWI.19.2_1",NA,"Sub-chief",NA,"MW10307"
"Malawi","MWI","Nkhata Bay","SC Malanda","MWI.19_1","MWI.19.3_1",NA,"Sub-chief",NA,"MW10304"
"Malawi","MWI","Nkhata Bay","SC Nyaluwanga","MWI.19_1","MWI.19.4_1",NA,"Sub-chief",NA,"MW10310"
"Malawi","MWI","Nkhata Bay","SC Zilakoma","MWI.19_1","MWI.19.5_1",NA,"Sub-chief",NA,"MW10305"
"Malawi","MWI","Nkhata Bay","TA Fukamapiri","MWI.19_1","MWI.19.6_1",NA,"Traditional Authority",NA,"MW10302"
"Malawi","MWI","Nkhata Bay","TA Kabunduli","MWI.19_1","MWI.19.7_1",NA,"Traditional Authority",NA,"MW10301"
"Malawi","MWI","Nkhata Bay","TA Malenga Mzoma","MWI.19_1","MWI.19.8_1",NA,"Traditional Authority",NA,"MW10303"
"Malawi","MWI","Nkhata Bay","TA Musisya","MWI.19_1","MWI.19.9_1",NA,"Traditional Authority",NA,"MW10309"
"Malawi","MWI","Nkhata Bay","TA Timbiri","MWI.19_1","MWI.19.10_1",NA,"Traditional Authority",NA,"MW10312"
"Malawi","MWI","Nkhotakota","Nkhotakota Boma","MWI.20_1","MWI.20.2_1",NA,"Headquarter",NA,"MW20220"
"Malawi","MWI","Nkhotakota","Nkhotakota Game Reserve","MWI.20_1","MWI.20.3_1",NA,"Reserve",NA,"MW20208"
"Malawi","MWI","Nkhotakota","SC Kafuzila","MWI.20_1","MWI.20.4_1",NA,"Sub-chief",NA,"MW20202"
"Malawi","MWI","Nkhotakota","SC Mphonde","MWI.20_1","MWI.20.5_1",NA,"Sub-chief",NA,"MW20205"
"Malawi","MWI","Nkhotakota","SC Mwansambo","MWI.20_1","MWI.20.6_1",NA,"Sub-chief",NA,"MW20207"
"Malawi","MWI","Nkhotakota","TA Kanyenda","MWI.20_1","MWI.20.7_1",NA,"Traditional Authority",NA,"MW20201"
"Malawi","MWI","Nkhotakota","TA Malenga Chanzi","MWI.20_1","MWI.20.8_1",NA,"Traditional Authority",NA,"MW20204"
"Malawi","MWI","Nkhotakota","TA Mwadzama","MWI.20_1","MWI.20.9_1",NA,"Traditional Authority",NA,"MW20206"
