"pcode","pcode_name","gid_2","Admin1","Admin2","share_of_cod_unit","n_gadm_polys","country","cod_level"
"GH1409","Ho West","GHA14.9_2","Volta","Ho West",0.996,8,"Ghana",2
"GH1410","Hohoe Municipal","GHA14.10_2","Volta","Hohoe",0.997,5,"Ghana",2
"GH1411","Keta Municipal","GHA14.11_2","Volta","Keta Municipal",0.998,6,"Ghana",2
"GH1412","Ketu North","GHA14.12_2","Volta","Ketu North",0.996,5,"Ghana",2
"GH1413","Ketu South","GHA14.13_2","Volta","Ketu South",0.997,3,"Ghana",2
"GH1414","Kpando Municipal","GHA14.14_2","Volta","Kpando",0.997,6,"Ghana",2
"GH1415","North Dayi","GHA14.15_2","Volta","North Dayi",0.997,5,"Ghana",2
"GH1416","North Tongu","GHA14.16_2","Volta","North Tongu",0.998,8,"Ghana",2
"GH1417","South Dayi","GHA14.17_2","Volta","South Dayi",0.997,6,"Ghana",2
"GH1418","South Tongu","GHA14.18_2","Volta","South Tongu",0.996,8,"Ghana",2
"GH1501","Ahanta West Municipal","GHA15.1_2","Western","Ahanta West",0.995,6,"Ghana",2
"GH1502","Effia Kwesimintsim Municipal","GHA15.2_2","Western","Effia Kwesimintsim",0.993,4,"Ghana",2
"GH1503","Ellembelle","GHA15.3_2","Western","Ellembelle",0.997,5,"Ghana",2
"GH1504","Jomoro","GHA15.4_2","Western","Jomoro",0.998,4,"Ghana",2
"GH1505","Mpohor","GHA15.5_2","Western","Mpohor",0.996,7,"Ghana",2
"GH1506","Nzema East","GHA15.6_2","Western","Nzema East",0.996,6,"Ghana",2
"GH1507","Prestea/Huni Valley","GHA15.7_2","Western","Prestea-Huni Valley",0.998,7,"Ghana",2
"GH1508","Sekondi Takoradi Metropolis","GHA15.8_2","Western","Sekondi Takoradi",0.991,5,"Ghana",2
"GH1509","Shama","GHA15.9_2","Western","Shama",0.994,5,"Ghana",2
"GH1510","Tarkwa Nsuaem","GHA15.10_2","Western","Tarkwa Nsuaem",0.997,6,"Ghana",2
"GH1511","Wassa Amenfi Central","GHA15.11_2","Western","Wassa Amenfi Central",0.997,8,"Ghana",2
"GH1512","Wassa Amenfi East","GHA15.12_2","Western","Wassa Amenfi East",0.997,7,"Ghana",2
"GH1513","Wassa Amenfi West","GHA15.13_2","Western","Wassa Amenfi West",0.997,7,"Ghana",2
"GH1514","Wassa East","GHA15.14_2","Western","Wassa East",0.998,8,"Ghana",2
"GH1601","Aowin","GHA16.1_2","Western North","Aowin",0.998,5,"Ghana",2
"GH1602","Bia East","GHA16.2_2","Western North","Bia East",0.997,5,"Ghana",2
"GH1603","Bia West","GHA16.3_2","Western North","Bia West",0.998,3,"Ghana",2
"GH1604","Bibiani-Anhwiaso-Bekwai Municipal","GHA16.4_2","Western North","Bibiani-Anhwiaso-Bekwai-",0.997,7,"Ghana",2
"GH1605","Bodi","GHA16.5_2","Western North","Bodi",0.997,5,"Ghana",2
"GH1606","Juaboso","GHA16.6_2","Western North","Juaboso",0.998,8,"Ghana",2
"GH1607","Sefwi Akontombra","GHA16.8_2","Western North","Sefwi-Akontombra",0.998,6,"Ghana",2
"GH1608","Sefwi-Wiawso","GHA16.7_2","Western North","Sefwi-Wiawso",0.997,9,"Ghana",2
"GH1609","Suaman","GHA16.9_2","Western North","Suaman",0.997,5,"Ghana",2
"MW10101","TA Mwabulambya","MWI.5.4_1","Chitipa","TA Mwabulambya",0.909,4,"Malawi",3
"MW10102","STA Bulambya Songwe","MWI.5.4_1","Chitipa","TA Mwabulambya",0.972,2,"Malawi",3
"MW10103","TA Mwenemisuku","MWI.5.5_1","Chitipa","TA Mwenemisuku",0.973,5,"Malawi",3
"MW10104","STA Lwangwa","MWI.5.5_1","Chitipa","TA Mwenemisuku",0.971,3,"Malawi",3
"MW10105","TA Mwenewenya","MWI.5.6_1","Chitipa","TA Mwenewenya",0.965,4,"Malawi",3
"MW10106","TA Nthalire","MWI.5.7_1","Chitipa","TA Nthalire",0.967,2,"Malawi",3
"MW10107","STA Nthengatenga","MWI.5.7_1","Chitipa","TA Nthalire",0.977,5,"Malawi",3
"MW10108","STA Wavikaza","MWI.5.2_1","Chitipa","Nyika N.P. - Chitipa",0.746,2,"Malawi",3
"MW10109","TA Kameme","MWI.5.3_1","Chitipa","TA Kameme",0.922,2,"Malawi",3
"MW10110","Nyika Ntational Park-Chitipa","MWI.5.2_1","Chitipa","Nyika N.P. - Chitipa",0.698,5,"Malawi",3
"MW10120","Chitipa Boma","MWI.5.1_1","Chitipa","Chitipa Boma",0.809,2,"Malawi",3
"MW10201","TA Kilupula","MWI.8.6_1","Karonga","TA Kilupula",0.956,3,"Malawi",3
"MW10202","TA Mwakaboko","MWI.8.4_1","Karonga","SC Mwakaboko",0.968,3,"Malawi",3
"MW10203","TA Kyungu","MWI.8.7_1","Karonga","TA Kyungu",0.912,8,"Malawi",3
"MW10204","TA Wasambo","MWI.8.8_1","Karonga","TA Wasambo",0.948,4,"Malawi",3
"MW10205","TA Mwirang'ombe","MWI.8.5_1","Karonga","SC Mwirang'ombe",0.65,4,"Malawi",3
"MW10206","Nyika National Park-Karonga","MWI.8.3_1","Karonga","Nyipa N. P. - Karonga",0.987,5,"Malawi",3
"MW10220","Karonga Town","MWI.8.1_1","Karonga","Karonga Town",0.928,2,"Malawi",3
"MW10301","TA Kabunduli","MWI.19.7_1","Nkhata Bay","TA Kabunduli",0.986,9,"Malawi",3
"MW10302","TA Fukamapiri","MWI.19.6_1","Nkhata Bay","TA Fukamapiri",0.958,4,"Malawi",3
"MW10303","TA Malenga Mzoma","MWI.19.8_1","Nkhata Bay","TA Malenga Mzoma",0.911,3,"Malawi",3
"MW10304","TA Malanda","MWI.19.3_1","Nkhata Bay","SC Malanda",0.947,5,"Malawi",3
"MW10305","TA Zilakoma","MWI.19.5_1","Nkhata Bay","SC Zilakoma",0.972,5,"Malawi",3
"MW10307","TA Fukamalaza","MWI.19.2_1","Nkhata Bay","SC Fukamalaza",0.517,3,"Malawi",3
"MW10309","TA M'bwana","MWI.19.9_1","Nkhata Bay","TA Musisya",0.818,4,"Malawi",3
"MW10310","STA Nyaluwanga","MWI.19.4_1","Nkhata Bay","SC Nyaluwanga",0.521,5,"Malawi",3
"MW10311","STA Kondowe","MWI.19.9_1","Nkhata Bay","TA Musisya",0.019,1,"Malawi",3
"MW10312","TA Timbiri","MWI.19.10_1","Nkhata Bay","TA Timbiri",0.679,4,"Malawi",3
"MW10314","TA Boghoyo","MWI.19.9_1","Nkhata Bay","TA Musisya",0.061,1,"Malawi",3
"MW10401","TA Chikulamayembe","MWI.25.9_1","Rumphi","TA Chikulamayembe",0.983,6,"Malawi",3
"MW10402","TA Mwamlowe","MWI.25.11_1","Rumphi","TA Mwamlowe",0.948,2,"Malawi",3
"MW10403","TA Mwahenga","MWI.25.6_1","Rumphi","SC Mwahenga",0.93,4,"Malawi",3
"MW10404","TA Mwalweni","MWI.25.7_1","Rumphi","SC Mwalweni",0.929,7,"Malawi",3
"MW10405","STA Kachulu","MWI.25.5_1","Rumphi","SC Kachulu",0.961,5,"Malawi",3
"MW10406","STA Chapinduka","MWI.25.4_1","Rumphi","SC Chapinduka",0.944,3,"Malawi",3
"MW10407","TA Mwankhunikira","MWI.25.8_1","Rumphi","SC Mwankhunikira",0.973,5,"Malawi",3
"MW10408","TA Katumbi","MWI.25.10_1","Rumphi","TA Katumbi",0.661,4,"Malawi",3
"MW10409","STA Zolokere","MWI.25.12_1","Rumphi","Vwaza Marsh Game Reserve - Rumph",0.948,2,"Malawi",3
"MW10410","STA Chisovya","MWI.25.9_1","Rumphi","TA Chikulamayembe",0.919,6,"Malawi",3
"MW10411","STA Njikula","MWI.25.11_1","Rumphi","TA Mwamlowe",1,1,"Malawi",3
"MW10412","Nyika National Park","MWI.25.2_1","Rumphi","Nyika National Park - Rumphi",0.921,8,"Malawi",3
"MW10413","Vwaza Marsh Reserve","MWI.25.12_1","Rumphi","Vwaza Marsh Game Reserve - Rumph",0.968,3,"Malawi",3
"MW10420","Rumphi Boma","MWI.25.3_1","Rumphi","Rumphi Boma",0.925,3,"Malawi",3
"MW10501","TA M'Mbelwa","MWI.17.7_1","Mzimba","TA M'Mbelwa",0.965,7,"Malawi",3
"MW10502","TA Mtwalo","MWI.17.10_1","Mzimba","TA Mtwalo",0.98,13,"Malawi",3
"MW10503","TA Kampingo Sibande","MWI.17.4_1","Mzimba","SC Kampingo Sibande",0.98,7,"Malawi",3
"MW10504","TA Jaravikuba Munthali","MWI.17.3_1","Mzimba","SC Jaravikuba Munthali",0.956,5,"Malawi",3
"MW10505","TA Chindi","MWI.17.6_1","Mzimba","TA Chindi",0.983,5,"Malawi",3
"MW10506","TA Mzikubola","MWI.17.11_1","Mzimba","TA Mzikubola",0.99,9,"Malawi",3
"MW10507","TA Mabulabo","MWI.17.8_1","Mzimba","TA Mabulabo",0.98,4,"Malawi",3
"MW10508","TA Khosolo Gwaza Jere","MWI.17.5_1","Mzimba","SC Khosolo Gwaza Jere",0.953,8,"Malawi",3
"MW10509","TA Mpherembe","MWI.17.9_1","Mzimba","TA Mpherembe",0.924,6,"Malawi",3
"MW10510","TA Mzukuzuku","MWI.17.12_1","Mzimba","TA Mzukuzuku",0.959,3,"Malawi",3
"MW10511","STA Levi Jere","MWI.17.8_1","Mzimba","TA Mabulabo",0.971,5,"Malawi",3
"MW10512","Vwaza Marsh Reserve","MWI.25.12_1","Rumphi","Vwaza Marsh Game Reserve - Rumph",0.609,3,"Malawi",3
"MW10520","Mzimba Boma","MWI.17.1_1","Mzimba","Mzimba Boma",0.856,3,"Malawi",3
"MW10701","Chibavi East Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10702","Chibavi West Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10703","Chibanja Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10704","Chiputula Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10705","Jombo - Kaning'ina Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.99,2,"Malawi",3
"MW10706","Katawa Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.981,2,"Malawi",3
"MW10707","Luwinga Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10708","Masasa Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.872,2,"Malawi",3
"MW10709","Mchengautuwa East Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10710","Mchengautuwa West Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.832,3,"Malawi",3
"MW10711","Msongwe Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.876,2,"Malawi",3
"MW10712","Mzilawaingwe Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW10713","Nkhorongo - Lupaso Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.979,4,"Malawi",3
"MW10714","Zolozolo East Ward","MWI.17.2_1","Mzimba","Mzuzu City",0.95,2,"Malawi",3
"MW10715","Zolozolo West Ward","MWI.17.2_1","Mzimba","Mzuzu City",1,1,"Malawi",3
"MW20101","TA Kaluluma","MWI.9.11_1","Kasungu","TA Kaluluma",0.977,5,"Malawi",3
"MW20102","TA Chisemphere","MWI.9.11_1","Kasungu","TA Kaluluma",0.965,4,"Malawi",3
"MW20103","TA Simlemba","MWI.9.9_1","Kasungu","SC Simlemba",0.95,7,"Malawi",3
"MW20104","STA M'nyanja","MWI.9.7_1","Kasungu","SC M'nyanja",0.963,5,"Malawi",3
"MW20105","STA Chisikwa","MWI.9.4_1","Kasungu","SC Chisikwa",0.928,2,"Malawi",3
"MW20106","TA Kaomba","MWI.9.12_1","Kasungu","TA Kaomba",0.96,8,"Malawi",3
"MW20107","TA Kawamba","MWI.9.5_1","Kasungu","SC Kawamba",0.995,6,"Malawi",3
"MW20108","STA Nthunduwala","MWI.9.5_1","Kasungu","SC Kawamba",0.939,2,"Malawi",3
"MW20109","TA Njombwa","MWI.9.8_1","Kasungu","SC Njombwa",0.902,4,"Malawi",3
"MW20110","TA Chilowamatambe","MWI.9.3_1","Kasungu","SC Chilowamatambe",0.961,5,"Malawi",3
"MW20111","STA Chambwe","MWI.9.3_1","Kasungu","SC Chilowamatambe",0.902,4,"Malawi",3
"MW20112","TA Chulu","MWI.9.10_1","Kasungu","TA Chulu",0.986,4,"Malawi",3
"MW20113","STA Chisinga","MWI.9.10_1","Kasungu","TA Chulu",0.973,4,"Malawi",3
"MW20114","STA Mphomwa","MWI.9.10_1","Kasungu","TA Chulu",0.987,4,"Malawi",3
"MW20115","STA Chaima","MWI.9.15_1","Kasungu","TA Santhe",0.996,2,"Malawi",3
"MW20116","TA Kaphaizi","MWI.9.6_1","Kasungu","SC Lukwa",0.93,2,"Malawi",3
"MW20117","STA Mangwazu","MWI.9.6_1","Kasungu","SC Lukwa",0.977,2,"Malawi",3
"MW20118","STA Mawawa","MWI.9.6_1","Kasungu","SC Lukwa",0.993,2,"Malawi",3
"MW20119","TA Lukwa","MWI.9.6_1","Kasungu","SC Lukwa",0.644,5,"Malawi",3
"MW20120","Kasungu Boma","MWI.9.1_1","Kasungu","Kasungu Boma",0.901,4,"Malawi",3
"MW20121","TA Santhe","MWI.9.15_1","Kasungu","TA Santhe",0.985,5,"Malawi",3
"MW20122","TA Chidzuma","MWI.9.15_1","Kasungu","TA Santhe",0.997,2,"Malawi",3
"MW20123","TA Wimbe","MWI.9.16_1","Kasungu","TA Wimbe",0.989,6,"Malawi",3
"MW20124","TA Kapelula","MWI.9.13_1","Kasungu","TA Kapelula",0.972,3,"Malawi",3
"MW20125","STA Kapichira","MWI.9.13_1","Kasungu","TA Kapelula",0.915,2,"Malawi",3
"MW20126","STA Mdunga","MWI.9.13_1","Kasungu","TA Kapelula",0.924,4,"Malawi",3
"MW20127","TA Mwase","MWI.9.14_1","Kasungu","TA Mwase",0.951,6,"Malawi",3
"MW20128","Kasungu National Park","MWI.9.2_1","Kasungu","Kasungu National Park",0.901,5,"Malawi",3
"MW20201","TA Kanyenda","MWI.20.7_1","Nkhotakota","TA Kanyenda",0.975,4,"Malawi",3
"MW20202","TA Kafuzila","MWI.20.4_1","Nkhotakota","SC Kafuzila",0.966,5,"Malawi",3
"MW20203","STA Kalimanjira","MWI.20.8_1","Nkhotakota","TA Malenga Chanzi",0.906,2,"Malawi",3
"MW20204","TA Malenga Chanzi","MWI.20.8_1","Nkhotakota","TA Malenga Chanzi",0.988,3,"Malawi",3
"MW20205","TA Mphonde","MWI.20.5_1","Nkhotakota","SC Mphonde",0.696,5,"Malawi",3
"MW20206","TA Mwadzama","MWI.20.9_1","Nkhotakota","TA Mwadzama",0.981,4,"Malawi",3
"MW20207","TA Mwansambo","MWI.20.6_1","Nkhotakota","SC Mwansambo",0.976,4,"Malawi",3
"MW20208","Nkhotakota Game Reserve","MWI.20.3_1","Nkhotakota","Nkhotakota Game Reserve",0.984,11,"Malawi",3
"MW20220","Nkhotakota Boma","MWI.20.2_1","Nkhotakota","Nkhotakota Boma",0.938,2,"Malawi",3
"MW20301","TA Kasakula","MWI.23.7_1","Ntchisi","TA Kasukula",0.515,4,"Malawi",3
"MW20302","TA Chikho","MWI.23.4_1","Ntchisi","TA Chikho",0.982,6,"Malawi",3
"MW20303","TA Kalumo","MWI.23.5_1","Ntchisi","TA Kalumo",0.977,7,"Malawi",3
"MW20304","TA Nthondo","MWI.23.3_1","Ntchisi","SC Nthondo",0.836,7,"Malawi",3
"MW20305","TA Chilooko","MWI.23.2_1","Ntchisi","SC Chilooko",0.98,6,"Malawi",3
"MW20306","TA Vuso Jere","MWI.23.4_1","Ntchisi","TA Chikho",0.954,5,"Malawi",3
"MW20307","TA Malenga","MWI.23.5_1","Ntchisi","TA Kalumo",0.992,5,"Malawi",3
"MW20320","Ntchisi Boma","MWI.23.1_1","Ntchisi","Ntchisi Boma",0.871,2,"Malawi",3
"MW20401","TA Dzoole","MWI.7.8_1","Dowa","TA Dzoole",0.947,8,"Malawi",3
"MW20402","TA Chakhaza","MWI.7.3_1","Dowa","SC Chakhaza",0.971,9,"Malawi",3
"MW20403","TA Kayembe","MWI.7.4_1","Dowa","SC Kayembe",0.967,6,"Malawi",3
"MW20404","TA Chiwere","MWI.7.7_1","Dowa","TA Chiwere",0.98,7,"Malawi",3
"MW20405","TA Mkukula","MWI.7.5_1","Dowa","SC Mkukula",0.957,8,"Malawi",3
"MW20406","TA Msakambewa","MWI.7.9_1","Dowa","TA Msakambewa",0.97,9,"Malawi",3
"MW20407","TA Mponela","MWI.7.6_1","Dowa","SC Mponela",0.879,6,"Malawi",3
"MW20420","Dowa Boma","MWI.7.1_1","Dowa","Dowa Boma",0.824,3,"Malawi",3
"MW20421","Mponela Urban","MWI.7.2_1","Dowa","Mponela Urban",0.922,3,"Malawi",3
"MW20501","TA Maganga","MWI.26.9_1","Salima","TA Maganga",0.887,4,"Malawi",3
"MW20502","TA Karonga","MWI.26.6_1","Salima","TA Karonga",0.97,8,"Malawi",3
"MW20503","TA Pemba","MWI.26.11_1","Salima","TA Pemba",0.908,3,"Malawi",3
"MW20504","TA Kambwiri","MWI.26.4_1","Salima","SC Kambwiri",0.98,7,"Malawi",3
"MW20505","TA Ndindi","MWI.26.10_1","Salima","TA Ndindi",0.979,5,"Malawi",3
"MW20506","TA Kambalame","MWI.26.3_1","Salima","SC Kambalame",0.955,4,"Malawi",3
"MW20507","TA Khombedza","MWI.26.7_1","Salima","TA Khombedza",0.804,7,"Malawi",3
"MW20508","TA Mwanza","MWI.26.5_1","Salima","SC Mwanza",0.748,3,"Malawi",3
"MW20509","TA Kuluunda","MWI.26.8_1","Salima","TA Kuluunda",0.965,3,"Malawi",3
"MW20510","TA Msosa","MWI.26.7_1","Salima","TA Khombedza",0.104,3,"Malawi",3
"MW20520","Salima Town","MWI.26.2_1","Salima","Salima Town",0.868,4,"Malawi",3
"MW20521","Chipoka Urban","MWI.26.10_1","Salima","TA Ndindi",0.149,1,"Malawi",3
"MW20601","TA Chadza","MWI.11.6_1","Lilongwe","TA Chadza",0.971,8,"Malawi",3
"MW20602","TA Kalolo","MWI.11.11_1","Lilongwe","TA Kalolo",0.981,6,"Malawi",3
"MW20603","TA Masula","MWI.11.8_1","Lilongwe","TA Chiseka",0.973,2,"Malawi",3
"MW20604","TA Masumbankhunda","MWI.11.8_1","Lilongwe","TA Chiseka",0.998,3,"Malawi",3
"MW20605","TA Chiseka","MWI.11.8_1","Lilongwe","TA Chiseka",0.983,4,"Malawi",3
"MW20606","TA Mazengera","MWI.11.16_1","Lilongwe","TA Mazengera",0.964,8,"Malawi",3
"MW20607","STA Chitekwele","MWI.11.2_1","Lilongwe","SC Chitekwele",0.977,7,"Malawi",3
"MW20608","TA Khongoni","MWI.11.14_1","Lilongwe","TA Khongoni",0.98,7,"Malawi",3
"MW20609","TA Chimutu","MWI.11.7_1","Lilongwe","TA Chimutu",0.979,6,"Malawi",3
"MW20610","TA Chitukula","MWI.11.9_1","Lilongwe","TA Chitukula",0.963,4,"Malawi",3
"MW20611","TA Mtema","MWI.11.3_1","Lilongwe","SC Mtema",0.887,6,"Malawi",3
"MW20612","TA Kalumbu","MWI.11.13_1","Lilongwe","TA Kalumbu",0.982,5,"Malawi",3
"MW20613","TA Tsabango","MWI.11.5_1","Lilongwe","SC Tsabango",0.879,5,"Malawi",3
"MW20614","TA Kalumba","MWI.11.12_1","Lilongwe","TA Kalumba",0.887,4,"Malawi",3
"MW20615","TA Njewa","MWI.11.4_1","Lilongwe","SC Njewa",0.92,4,"Malawi",3
"MW20616","TA Malili","MWI.11.15_1","Lilongwe","TA Malili",0.902,6,"Malawi",3
"MW20617","TA Kabudula","MWI.11.10_1","Lilongwe","TA Kabudula",0.982,7,"Malawi",3
"MW20618","STA Mbang'ombe","MWI.11.9_1","Lilongwe","TA Chitukula",0.984,2,"Malawi",3
"MW20701","TA Mlonyeni","MWI.14.6_1","Mchinji","TA Mlonyeni",0.866,5,"Malawi",3
"MW20702","TA Mavwere","MWI.14.3_1","Mchinji","SC Mavwere",0.955,5,"Malawi",3
"MW20703","TA Zulu","MWI.14.7_1","Mchinji","TA Zulu",0.952,5,"Malawi",3
"MW20704","TA Simphasi","MWI.14.7_1","Mchinji","TA Zulu",0.987,3,"Malawi",3
"MW20705","TA Mduwa","MWI.14.4_1","Mchinji","SC Mduwa",0.975,3,"Malawi",3
"MW20706","STA Nyoka","MWI.14.4_1","Mchinji","SC Mduwa",0.96,3,"Malawi",3
"MW20707","TA Mkanda","MWI.14.5_1","Mchinji","TA Mkanda",0.902,3,"Malawi",3
"MW20708","STA Gumba","MWI.14.5_1","Mchinji","TA Mkanda",1,1,"Malawi",3
"MW20709","STA Pitala","MWI.14.5_1","Mchinji","TA Mkanda",0.981,2,"Malawi",3
"MW20710","STA Kapunula","MWI.14.5_1","Mchinji","TA Mkanda",0.809,2,"Malawi",3
"MW20711","TA Kazyozyo","MWI.14.5_1","Mchinji","TA Mkanda",0.948,3,"Malawi",3
"MW20712","TA Dambe","MWI.14.2_1","Mchinji","SC Dambe",0.982,4,"Malawi",3
"MW20713","TA Kapondo","MWI.14.2_1","Mchinji","SC Dambe",0.884,3,"Malawi",3
"MW20720","Mchinji Boma","MWI.14.1_1","Mchinji","Mchinji Boma",0.679,3,"Malawi",3
"MW20801","TA Kachere","MWI.6.9_1","Dedza","TA Pemba",0.903,3,"Malawi",3
"MW20802","TA Chilikumwendo","MWI.6.4_1","Dedza","SC Chilikumwendo",0.969,5,"Malawi",3
"MW20803","TA Kaphuka","MWI.6.7_1","Dedza","TA Kaphuka",0.979,9,"Malawi",3
"MW20804","TA Tambala","MWI.6.10_1","Dedza","TA Tambala",0.988,6,"Malawi",3
"MW20805","TA Chauma","MWI.6.3_1","Dedza","SC Chauma",0.959,4,"Malawi",3
"MW20806","TA Kasumbu","MWI.6.8_1","Dedza","TA Kasumbu",0.978,8,"Malawi",3
"MW20807","TA Kachindamoto","MWI.6.6_1","Dedza","TA Kachindamoto",0.987,4,"Malawi",3
"MW20808","TA Kamenya Gwaza","MWI.6.5_1","Dedza","SC Kamenya Gwaza",0.977,5,"Malawi",3
"MW20820","Dedza Boma","MWI.6.1_1","Dedza","Dedza Boma",0.888,5,"Malawi",3
"MW20901","TA Phambala","MWI.22.10_1","Ntcheu","TA Phambala",0.993,5,"Malawi",3
"MW20902","STA Tsikulamowa","MWI.22.10_1","Ntcheu","TA Phambala",0.974,5,"Malawi",3
"MW20903","TA Mpando","MWI.22.8_1","Ntcheu","TA Mpando",0.972,7,"Malawi",3
"MW20904","TA Kwataine","MWI.22.6_1","Ntcheu","TA Kwataine",0.975,6,"Malawi",3
"MW20905","TA Makwangwala","MWI.22.4_1","Ntcheu","SC Makwangwala",0.989,6,"Malawi",3
"MW20906","STA Mkutumula","MWI.22.4_1","Ntcheu","SC Makwangwala",0.98,4,"Malawi",3
"MW20907","TA Champiti","MWI.22.2_1","Ntcheu","SC Champiti",0.988,5,"Malawi",3
"MW20908","TA Njolomole","MWI.22.9_1","Ntcheu","TA Njolomole",0.964,4,"Malawi",3
"MW20909","TA Chakhumbira","MWI.22.5_1","Ntcheu","TA Chakhumbira",0.967,3,"Malawi",3
"MW20910","TA Goodson Ganya","MWI.22.3_1","Ntcheu","SC Goodson Ganya",0.989,7,"Malawi",3
"MW20911","TA Masasa","MWI.22.7_1","Ntcheu","TA Masasa",0.953,6,"Malawi",3
"MW20920","Ntcheu Boma","MWI.22.1_1","Ntcheu","Ntcheu Boma",0.885,2,"Malawi",3
"MW21031","Area 1","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21032","Area 2","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21033","Area 3","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21034","Area 4","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21035","Area 5","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21036","Area 6","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21037","Area 7","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21038","Area 8","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21039","Area 9","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21040","Area 10","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21041","Area 11","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21042","Area 12","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21043","Area 13","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21044","Area 14","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21045","Area 15","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21046","Area 16","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21047","Area 17","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21048","Area 18","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21049","Area 19","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21050","Area 20","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21051","Area 21","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21052","Area 22","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21053","Area 23","MWI.11.1_1","Lilongwe","Lilongwe City",0.975,2,"Malawi",3
"MW21054","Area 24","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21055","Area 25","MWI.11.1_1","Lilongwe","Lilongwe City",0.998,2,"Malawi",3
"MW21056","Area 26","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21057","Area 27","MWI.11.1_1","Lilongwe","Lilongwe City",0.999,2,"Malawi",3
"MW21058","Area 28","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21059","Area 29","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21060","Area 30","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21061","Area 31","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21062","Area 32","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21063","Area 33","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21064","Area 34","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21065","Area 35","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21066","Area 36","MWI.11.1_1","Lilongwe","Lilongwe City",0.987,2,"Malawi",3
"MW21067","Area 37","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21068","Area 38","MWI.11.1_1","Lilongwe","Lilongwe City",0.868,3,"Malawi",3
"MW21069","Area 39","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21070","Area 40","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21071","Area 41","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
"MW21072","Area 42","MWI.11.1_1","Lilongwe","Lilongwe City",1,1,"Malawi",3
