"country","outcome","rep","fold","pick_mse","pick_rank","w_mse_index","w_rank_index","w_mse_mean","w_rank_mean"
"Ghana","women_b12",2,1,"rf","domain_index",0.0236684085280797,0.555950078609014,0.130340728418217,0.22638539629046
"Ghana","women_b12",2,4,"rf","rf",0.0616350869863755,0.430668187416039,0.286901870839214,0.0528282227773444
"Ghana","women_b12",2,5,"rf","rf",0,0.143083268411684,0.258423418912515,0.144622616395519
"Ghana","women_b12",3,5,"rf","domain_index",0.183861714258001,0.547829862196976,0.440404359027407,0.156229433563056
"Ghana","women_b12",3,1,"enet","enet",0.0206197169398856,0.153651296294059,0,0.248499902267857
"Ghana","women_b12",3,4,"rf","domain_index",0.135716004574321,0.47437085128939,0.418409696913074,0.320068625731731
"Ghana","women_b12",3,3,"rf","domain_index",0.129781393922085,0.552073951565561,0.575384114735427,0.219533465354754
"Ghana","women_b12",3,2,"rf","domain_index",0.283051010215598,0.444844824327047,0.543198280015779,0.264754569232322
"Ghana","women_b12",4,1,"rf","domain_index",0.133920791674321,0.693072816325919,0.248155590806822,0.167184431699958
"Ghana","women_b12",4,2,"rf","domain_index",0.133579307665287,0.616164249104466,0.456915699396833,0.140963862779064
"Ghana","women_b12",4,4,"rf","enet",0.114457308655891,0.398484399872485,0,0.204430760392742
"Ghana","women_b12",4,3,"mean","domain_index",0.0515660342565802,0.562236366376776,0,0
"Ghana","women_b12",4,5,"rf","domain_index",0.0147511586706828,0.515908263853509,0.368926272842878,0.208636764432558
"Ghana","women_b12",5,2,"rf","domain_index",0,0.581851415959543,0.194656474437614,0.162037497785777
"Ghana","women_b12",5,3,"rf","rf",0,0.359221463078683,0.0874042283094617,0.236938214657884
"Ghana","women_b12",5,5,"rf","domain_index",0.077310752242826,0.555813703905223,0.171831585832409,0.22419596960511
"Ghana","women_b12",5,1,"rf","rf",0.0757485247101757,0.331862336118547,0.298096928637196,0.203229597097025
"Ghana","women_b12",5,4,"rf","rf",0.00204948193187974,0.352776238188792,0.165638483955006,0.291963527686601
"Malawi","child_vitA",1,1,"rf","domain_index",0.138776467190576,0.511057592665975,0.2307035715789,0
"Malawi","child_vitA",1,3,"rf","enet",0,0.29799934025511,0.31353341021448,0.375581494897468
"Malawi","child_vitA",1,4,"mean","domain_index",0,0.445727275640405,0.623853365000139,0.207895160109879
"Malawi","child_vitA",1,5,"mean","enet",0.0442871534071153,0.157889199894667,0.635842855635008,0.325206953721195
"Malawi","child_vitA",1,2,"mean","domain_index",0.0553831996879092,0.0324808184143219,0.944616800312091,0
"Malawi","child_vitA",2,2,"rf","domain_index",0.0599242742684098,0.403049103937311,0,0.118371003147267
"Malawi","child_vitA",2,3,"mean","domain_index",0,0,0.505328737105035,0
"Malawi","child_vitA",2,1,"rf","rf",0,0,0.0603185154634636,0
"Malawi","child_vitA",2,4,"rf","domain_index",0,0.333795421437488,0.343566794332162,0.292554662217075
"Malawi","child_vitA",2,5,"mean","domain_index",0,0.422801932557048,0.561904262268031,0
