"Admin2","country","outcome","direct_prev","direct_se","partial_pooled_prev","insample_pooled_prev","loao_used_fh","estimate_type","method","ml_prev"
"Central Gonja","Ghana","child_vitA",0.1667,0.032,0.0895,0.1182,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.166008555191744
"Chereponi","Ghana","child_vitA",0.1667,0,0.198,0.1895,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.201236596223118
"Denkyembour","Ghana","child_vitA",0.2857,0,0.0473,0.0842,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.103041384400117
"Dormaa West","Ghana","child_vitA",0.0625,0,0.0365,0.0472,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.116627951453773
"Effia Kwesimintsim","Ghana","child_vitA",0,0,0.0496,3e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.111057859083876
"Ellembelle","Ghana","child_vitA",0.1667,0,0.0381,0.0706,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0906869684821198
"Ga East","Ghana","child_vitA",0,0,0.0584,4e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0990112353575593
"Gushegu","Ghana","child_vitA",0.3,0,0.1956,0.2128,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.221082362302785
"Ho Municipal","Ghana","child_vitA",0,0,0.0529,0.0013,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.106202541428927
"Jirapa","Ghana","child_vitA",0,0,0.1603,6e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.203950259237815
"Jomoro","Ghana","child_vitA",0.25,0,0.0315,0.0536,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0941327775855342
"Kasena Nankana East","Ghana","child_vitA",0.0909,0.0119,0.1529,0.1239,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.203882745898744
"Kintampo North","Ghana","child_vitA",0.2105,0,0.0667,0.1035,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.118657855801512
"Kpandai","Ghana","child_vitA",0,0,0.0533,3e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.184572467463508
"Kumasi","Ghana","child_vitA",0.0833,0.0599,0,0.0381,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0873145339280589
"Kwadaso","Ghana","child_vitA",0,0,0.013,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0962122204626103
"Kwahu Afram Plains North","Ghana","child_vitA",0.1537,0.0361,0.0357,0.1003,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.143556307743122
"La-Dade-Kotopon","Ghana","child_vitA",0.1538,0,0.041,0.0734,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.135959526648058
"Lambussie-Karni","Ghana","child_vitA",0.1429,0,0.1241,0.1283,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.173328955490558
"Mfantseman","Ghana","child_vitA",0.3333,0,0.0482,0.0672,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.133442993449194
"Mpohor","Ghana","child_vitA",0,0,0.0613,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.110907659074978
"Nanumba South","Ghana","child_vitA",0.0909,0,0.0123,0.0371,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.185827500424596
"Nkwanta South","Ghana","child_vitA",0,0,0.0364,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.170976945940477
"North East Gonja","Ghana","child_vitA",0.1818,0,0.0659,0.0858,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.167879663745481
"Obuasi","Ghana","child_vitA",0.1176,0,0.0276,0.0552,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.078463687500462
"Prestea-Huni Valley","Ghana","child_vitA",0.0556,0,0.063,0.059,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.117483465932967
"Sagnerigu","Ghana","child_vitA",0.15,0.1187,0.155,0.1525,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.251099063802783
"Savelugu","Ghana","child_vitA",0.3529,0,0.1204,0.1943,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.231703258613042
"Sawla-Tuna-Kalba","Ghana","child_vitA",0.2778,0,0.0845,0.1278,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.226182308230442
"Sefwi-Akontombra","Ghana","child_vitA",0.0526,0,0.0727,0.0617,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.117621099737332
"Sekyere Kumawu","Ghana","child_vitA",0.25,0,0.0649,0.093,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0936146439943152
"Sekyere South","Ghana","child_vitA",0,0,0.0401,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0843266319498084
"Sene West","Ghana","child_vitA",0.1429,0,0.0463,0.0695,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.126913973084104
"Sissala East","Ghana","child_vitA",0.1765,0,0.1221,0.1356,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.191804201816529
"South Tongu","Ghana","child_vitA",0,0,0.1041,3e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.181957953048043
"Sunyani West","Ghana","child_vitA",0,0,0.0468,3e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.151607810855275
"Talensi","Ghana","child_vitA",0.3846,0,0.1127,0.1532,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.184193384417603
"Tamale","Ghana","child_vitA",0.36,0,0.1035,0.1997,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.240055179341539
"Tano North","Ghana","child_vitA",0.1163,0.0226,0.0363,0.0782,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.113829359407493
"Tatale Sanguli","Ghana","child_vitA",0.16,0,0.1453,0.1512,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.223869132389594
"Techiman","Ghana","child_vitA",0.0769,0,0.0399,0.0515,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.110558656986761
"Tema West","Ghana","child_vitA",0.1,0,0.0367,0.0526,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.121177098276459
"Tolon","Ghana","child_vitA",0.375,0,0.1434,0.2144,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.21524384179857
"Twifo-Atti-Morkwa","Ghana","child_vitA",0.125,0,0.0604,0.0709,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.107881122710017
"Twifo-Hemang-Lower Denkyira","Ghana","child_vitA",0,0,0.0717,4e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0896387476564905
"Wa East","Ghana","child_vitA",0,0,0.3187,3e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.236595365719517
"Wa Municipal","Ghana","child_vitA",0.25,0.0899,0.1259,0.1515,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.165346039155826
"Weija Gbawe","Ghana","child_vitA",0.1277,0.0554,0.0619,0.1018,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.107802275084653
"Wenchi","Ghana","child_vitA",0.0909,0,0.0444,0.0563,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.135212715047675
"West Mamprusi","Ghana","child_vitA",0.3478,0,0.1477,0.1963,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.258889432303082
"Yunyoo-Nasuan","Ghana","child_vitA",0,0,0.1891,6e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.219545446595702
"Ablekuma Central","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0207027553072823
"Ablekuma North","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0064360462789109
"Abuakwa South","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0381623637673106
"Adansi Asokwa","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00999226865147663
"Afadzato South","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",8.33333333333333e-05
"Agona West","Ghana","women_vitA",0.0909,0,0.0143,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000444444444444444
"Akatsi South","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00247089947089947
"Akwapem North","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00509509793377388
"Asante-Akim South","Ghana","women_vitA",0,0,0.0155,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00277639843816314
"Ashaiman","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0131000214368642
"Asikuma-Odoben-Brakwa","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.014312024043427
"Asokore-Mampong","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00343453977899629
"Asokwa","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00912816308318236
"Asunafo North","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00542890830272645
"Atiwa East","Ghana","women_vitA",0.1333,0,0.0133,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00506593689300387
"Atwima-Mponua","Ghana","women_vitA",0,0,0.0157,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",6.26233355023677e-05
"Atwima-Nwabiagya South","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Awutu Senya West","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00983431955212192
"Ayawaso West","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00671201791026345
"Bawku West","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0356173988647471
"Bekwai","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Binduri","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0324772796792467
"Bole","Ghana","women_vitA",0.2,0,0.0142,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Builsa South","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0847367954884826
"Central Gonja","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0102611181880506
"Chereponi","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0724604731392154
"Denkyembour","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0154028042731569
"Dormaa West","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00721752537099429
"Effia Kwesimintsim","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000159090909090909
"Ellembelle","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00363638797849324
"Ga East","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00170056844641461
"Gushegu","Ghana","women_vitA",0.1111,0,0.0142,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0301156897952601
"Ho Municipal","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00202360602360602
"Jirapa","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0389878088855792
"Jomoro","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.001001443001443
"Kasena Nankana East","Ghana","women_vitA",0.0588,0.0398,0.0144,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0369792638393522
"Kintampo North","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0119285604746131
"Kpandai","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00256498253208779
"Kumasi","Ghana","women_vitA",0,0,0.0156,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000430877256713669
"Kwadaso","Ghana","women_vitA",0.0667,0,0.0143,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Kwahu Afram Plains North","Ghana","women_vitA",0,0,0.0156,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00230649143778908
"La-Dade-Kotopon","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0187296862888236
"Lambussie-Karni","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0311320369610563
"Mfantseman","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0109149186026295
"Mpohor","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000982785480558411
"Nanumba South","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0128321789351313
"Nkwanta South","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00112164224664225
"North East Gonja","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000555555555555556
"Obuasi","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000747474747474747
"Prestea-Huni Valley","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Sagnerigu","Ghana","women_vitA",0.1,0.0072,0.0134,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0405912308859511
"Savelugu","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0196739165920752
"Sawla-Tuna-Kalba","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0273677872668997
"Sefwi-Akontombra","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00122222222222222
"Sekyere Kumawu","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00214814814814815
"Sekyere South","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0115038347912389
"Sene West","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Sissala East","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0106055908309745
"South Tongu","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.000996608033372739
"Sunyani West","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Talensi","Ghana","women_vitA",0.1667,0,0.0133,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Tamale","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.066641225021198
"Tano North","Ghana","women_vitA",0,0,0.0156,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Tatale Sanguli","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0185874001073732
"Techiman","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.00134545454545455
"Tema West","Ghana","women_vitA",0.0769,0,0.0143,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.016243286265325
"Tolon","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0131498316498317
"Twifo-Atti-Morkwa","Ghana","women_vitA",0,0,0.0153,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0018810516930457
"Twifo-Hemang-Lower Denkyira","Ghana","women_vitA",0,0,0.0152,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Wa East","Ghana","women_vitA",0.1,0,0.0143,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",1e-06
"Wa Municipal","Ghana","women_vitA",0,0,0.0154,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.0031829775881048
