"Admin2","country","outcome","direct_prev","direct_se","partial_pooled_prev","insample_pooled_prev","loao_used_fh","estimate_type","method","ml_prev"
"Kintampo North","Ghana","child_iron",0.4211,0,0.2183,0.2701,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.232340300396031
"Kpandai","Ghana","child_iron",0.6667,0,0.2952,0.3159,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.333623945298154
"Kumasi","Ghana","child_iron",0.25,0,0.1962,0.2199,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.147221207866648
"Kwadaso","Ghana","child_iron",0.1818,0,0.168,0.1716,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.163540297288211
"Kwahu Afram Plains North","Ghana","child_iron",0.3202,0.046,0.151,0.236,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.29124709700073
"La-Dade-Kotopon","Ghana","child_iron",0,0,0.1326,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.18161712327749
"Lambussie-Karni","Ghana","child_iron",0.2857,0,0.3585,0.3404,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.418579008269089
"Mfantseman","Ghana","child_iron",0,0,0.0656,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.105922654586064
"Mpohor","Ghana","child_iron",0,0,0.0246,0,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0973823815060916
"Nanumba South","Ghana","child_iron",0.4545,0,0.347,0.3663,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.35218757501128
"Nkwanta South","Ghana","child_iron",0.0714,0,0.1608,0.1161,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.203990490450716
"North East Gonja","Ghana","child_iron",0.0909,0,0.3389,0.2028,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.259391446849229
"Obuasi","Ghana","child_iron",0.0588,0,0.0946,0.0737,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.131656065384546
"Prestea-Huni Valley","Ghana","child_iron",0,0,0.0539,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.124550466969485
"Sagnerigu","Ghana","child_iron",0.3,0.0503,0.4327,0.3893,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.54056114297827
"Savelugu","Ghana","child_iron",0.7059,0,0.3721,0.5121,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.405889897917667
"Sawla-Tuna-Kalba","Ghana","child_iron",0.1111,0,0.2368,0.1412,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.329553751712271
"Sefwi-Akontombra","Ghana","child_iron",0,0,0.0775,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.130624854235553
"Sekyere Kumawu","Ghana","child_iron",0.1667,0,0.0889,0.111,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.160255450651973
"Sekyere South","Ghana","child_iron",0,0,0.1032,1e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.166894111453429
"Sene West","Ghana","child_iron",0.2143,0,0.2135,0.2135,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.225415309521052
"Sissala East","Ghana","child_iron",0.5294,0,0.3128,0.364,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.398865483391282
"South Tongu","Ghana","child_iron",0.25,0,0.0784,0.1119,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.220876028791008
"Sunyani West","Ghana","child_iron",0.1667,0,0.094,0.1058,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.192461206805325
"Talensi","Ghana","child_iron",0.5385,0,0.3226,0.3667,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.448813795357344
"Tamale","Ghana","child_iron",0.76,0,0.3856,0.5369,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.380131796931129
"Tano North","Ghana","child_iron",0.186,0.0241,0.0646,0.1356,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.195899749565158
"Tatale Sanguli","Ghana","child_iron",0.36,0,0.3327,0.342,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.429167361117117
"Techiman","Ghana","child_iron",0.1538,0,0.0862,0.1079,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.168908887273713
"Tema West","Ghana","child_iron",0.1,0,0.0997,0.099,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.128311788866399
"Tolon","Ghana","child_iron",0.5312,0,0.4035,0.4516,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.373679406539015
"Twifo-Atti-Morkwa","Ghana","child_iron",0,0,0.0624,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0907612973854777
"Twifo-Hemang-Lower Denkyira","Ghana","child_iron",0,0,0.0435,2e-04,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.0157461279534172
"Wa East","Ghana","child_iron",0.3571,0,0.2156,0.2487,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.141745812005163
"Wa Municipal","Ghana","child_iron",0.0625,0.0674,0.2596,0.145,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.381211801208239
"Weija Gbawe","Ghana","child_iron",0.1489,0.0657,0.0355,0.1051,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.163109070274627
"Wenchi","Ghana","child_iron",0.0909,0,0.15,0.1275,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.212478885472177
"West Mamprusi","Ghana","child_iron",0.2609,0,0.4392,0.3723,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.348920979655853
"Yunyoo-Nasuan","Ghana","child_iron",0.1,0,0.3879,0.2913,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample)",0.46924529308606
"Ablekuma Central","Ghana","women_iron",0.2,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.101883866214507
"Ablekuma North","Ghana","women_iron",0.0588,0.0398,0.1367,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0906269318111955
"Abuakwa South","Ghana","women_iron",0.2,0,0.1347,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0719362018283689
"Adansi Asokwa","Ghana","women_iron",0.0625,0,0.1366,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0857279323950916
"Afadzato South","Ghana","women_iron",0.1667,0,0.1348,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.103674224942468
"Agona West","Ghana","women_iron",0.1818,0,0.1349,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0494737691129395
"Akatsi South","Ghana","women_iron",0.25,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.108012962453086
"Akwapem North","Ghana","women_iron",0.15,0.0863,0.1351,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0758944589216388
"Asante-Akim South","Ghana","women_iron",0.1364,0,0.1354,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0312677325315704
"Ashaiman","Ghana","women_iron",0.3077,0,0.1331,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0569534657735828
"Asikuma-Odoben-Brakwa","Ghana","women_iron",0.15,0,0.1351,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0595038451966655
"Asokore-Mampong","Ghana","women_iron",0.2143,0,0.1342,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0745276418260995
"Asokwa","Ghana","women_iron",0,0,0.1371,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0520036252223523
"Asunafo North","Ghana","women_iron",0.0714,0,0.1363,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.055198465324127
"Atiwa East","Ghana","women_iron",0.0714,0,0.1363,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0624074358740731
"Atwima-Mponua","Ghana","women_iron",0.0556,0.0178,0.1384,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0401551819378617
"Atwima-Nwabiagya South","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0581046762011858
"Awutu Senya West","Ghana","women_iron",0.0909,0,0.1359,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0639786302784104
"Ayawaso West","Ghana","women_iron",0,0,0.1366,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0839165710469687
"Bawku West","Ghana","women_iron",0.1818,0,0.1349,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.18576152015631
"Bekwai","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.057704527300779
"Binduri","Ghana","women_iron",0.25,0.0225,0.1335,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.246596478828179
"Bole","Ghana","women_iron",0,0,0.0634,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0682111925438758
"Builsa South","Ghana","women_iron",0.5,0,0.1346,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.180551885540541
"Central Gonja","Ghana","women_iron",0.0556,0.04,0.1369,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0751015469899812
"Chereponi","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.12575796176522
"Denkyembour","Ghana","women_iron",0.2667,0,0.1333,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0512935169892206
"Dormaa West","Ghana","women_iron",0.1111,0,0.1356,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0553013377656699
"Effia Kwesimintsim","Ghana","women_iron",0,0,0.1359,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0849302069577218
"Ellembelle","Ghana","women_iron",0,0,0.1368,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.073376012186813
"Ga East","Ghana","women_iron",0.3333,0,0.1336,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.13097665254354
"Gushegu","Ghana","women_iron",0.25,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0893369022744877
"Ho Municipal","Ghana","women_iron",0.125,0,0.1355,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0682131832566354
"Jirapa","Ghana","women_iron",0,0,0.0508,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.114530564769047
"Jomoro","Ghana","women_iron",0,0,0.1361,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0535267269701293
"Kasena Nankana East","Ghana","women_iron",0.3529,0.0697,0.1316,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.138245846043102
"Kintampo North","Ghana","women_iron",0.1333,0,0.1354,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0389997194515464
"Kpandai","Ghana","women_iron",0,0,0.1362,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.071676313161376
"Kumasi","Ghana","women_iron",0.2222,0.0118,0.1329,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0840920515799623
"Kwadaso","Ghana","women_iron",0.2,0,0.1344,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0695553131266027
"Kwahu Afram Plains North","Ghana","women_iron",0.1192,0.0566,0.1359,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0768277676655866
"La-Dade-Kotopon","Ghana","women_iron",0.1111,0,0.1356,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.096616775895329
"Lambussie-Karni","Ghana","women_iron",0,0,0.0753,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.110714397825365
"Mfantseman","Ghana","women_iron",0,0,0.0566,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.068039301973503
"Mpohor","Ghana","women_iron",0,0,0.1365,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0742194720823562
"Nanumba South","Ghana","women_iron",0.2,0,0.1347,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0301598075756402
"Nkwanta South","Ghana","women_iron",0,0,0.0039,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0295089280373446
"North East Gonja","Ghana","women_iron",0.1,0,0.1358,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0681939416396576
"Obuasi","Ghana","women_iron",0,0,0.1362,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0975643200031964
"Prestea-Huni Valley","Ghana","women_iron",0.0588,0,0.1367,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0502166519979277
"Sagnerigu","Ghana","women_iron",0.35,0.0827,0.1309,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0969042619913572
"Savelugu","Ghana","women_iron",0.375,0,0.1314,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.102795203930439
"Sawla-Tuna-Kalba","Ghana","women_iron",0,0,0.0109,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.10504179576568
"Sefwi-Akontombra","Ghana","women_iron",0,0,0.1364,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0794140167443549
"Sekyere Kumawu","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0824227149270746
"Sekyere South","Ghana","women_iron",0,0,0,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.083186757709073
"Sene West","Ghana","women_iron",0.0833,0,0.136,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0326725364184487
"Sissala East","Ghana","women_iron",0.1429,0,0.1353,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0937210808507587
"South Tongu","Ghana","women_iron",0.25,0,0.134,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.121367161920783
"Sunyani West","Ghana","women_iron",0,0,0.0147,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0596205447174964
"Talensi","Ghana","women_iron",0.25,0,0.134,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.117019024091081
"Tamale","Ghana","women_iron",0.1667,0,0.1348,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.126370592690802
"Tano North","Ghana","women_iron",0.0357,0.022,0.0184,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0562798902853329
"Tatale Sanguli","Ghana","women_iron",0,0,0.0568,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0708110555862704
"Techiman","Ghana","women_iron",0.0769,0,0.1362,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.021398843877654
"Tema West","Ghana","women_iron",0.1538,0,0.1351,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.108488479754909
"Tolon","Ghana","women_iron",0.2308,0,0.1341,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.114266126960016
"Twifo-Atti-Morkwa","Ghana","women_iron",0.1111,0,0.1356,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0222126105444901
"Twifo-Hemang-Lower Denkyira","Ghana","women_iron",0.3333,0,0.1348,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0526439738991936
"Wa East","Ghana","women_iron",0,0,0.1368,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.112153091937519
"Wa Municipal","Ghana","women_iron",0.1579,0.0319,0.1349,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0931870006126615
"Weija Gbawe","Ghana","women_iron",0.1053,0.0359,0.1366,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.111735650474263
"Wenchi","Ghana","women_iron",0,0,0.048,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0531098366889812
"West Mamprusi","Ghana","women_iron",0.4,0,0.1313,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.0471066615089156
"Yunyoo-Nasuan","Ghana","women_iron",0,0,0.1748,NA,TRUE,"leave-area-out FH (out-of-sample)","leave-area-out FH (out-of-sample); 63/75 folds grand-mean fallback",0.142647918554422
"Ablekuma Central","Ghana","women_folate",0.7143,0,0.544,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.494323705566714
"Ablekuma North","Ghana","women_folate",0.5714,0.0587,0.5462,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.556156450642832
"Abuakwa South","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.479199786110003
"Adansi Asokwa","Ghana","women_folate",0.3333,0,0.5493,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.374492395644348
"Afadzato South","Ghana","women_folate",0.7,0,0.5432,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.681190470749294
"Agona West","Ghana","women_folate",0.2,0,0.5502,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.49562437007437
"Akatsi South","Ghana","women_folate",0.25,0,0.5491,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.690830705213833
"Akwapem North","Ghana","women_folate",0.2727,0.0832,0.553,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.314979293757967
"Asante-Akim South","Ghana","women_folate",0.8,0,0.5411,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.577356691919192
"Ashaiman","Ghana","women_folate",0.75,0,0.5431,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.707062434025669
"Asikuma-Odoben-Brakwa","Ghana","women_folate",0.5556,0,0.5464,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.441503246753247
"Asokore-Mampong","Ghana","women_folate",0.375,0,0.5495,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.707602149792359
"Asokwa","Ghana","women_folate",0.6667,0,0.545,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.764239727864728
"Asunafo North","Ghana","women_folate",0.4286,0,0.5483,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.584496049879985
"Atiwa East","Ghana","women_folate",0.7778,0,0.5421,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.737388928337458
"Atwima-Mponua","Ghana","women_folate",0.375,0.0449,0.5525,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.472854539673975
"Atwima-Nwabiagya South","Ghana","women_folate",0.8,0,0.5438,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.492945473684828
"Awutu Senya West","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.511289157193569
"Ayawaso West","Ghana","women_folate",0.4,0,0.5481,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.552112425844919
"Bawku West","Ghana","women_folate",1,0,0.5417,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.462181487443871
"Bekwai","Ghana","women_folate",0.3333,0,0.5493,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.527571760334608
"Binduri","Ghana","women_folate",0.875,0.0899,0.5409,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.855581465919701
"Bole","Ghana","women_folate",0.6667,0,0.5458,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.724687389407978
"Builsa South","Ghana","women_folate",1,0,0.5456,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.317808752335842
"Central Gonja","Ghana","women_folate",1,0,0.5378,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.905542813214382
"Chereponi","Ghana","women_folate",0.3333,0,0.5479,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.586662774589245
"Denkyembour","Ghana","women_folate",0.5714,0,0.5462,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.469146487276054
"Dormaa West","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.649730674053043
"Effia Kwesimintsim","Ghana","women_folate",0,0,0.5488,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.299185229022186
"Ellembelle","Ghana","women_folate",0,0,0.5512,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.148088203463204
"Ga East","Ghana","women_folate",0.3333,0,0.5479,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.532705036236941
"Gushegu","Ghana","women_folate",0.6,0,0.546,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.562751166864325
"Ho Municipal","Ghana","women_folate",0.75,0,0.5448,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.576901327465844
"Jirapa","Ghana","women_folate",0.2,0,0.5502,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.554418627668627
"Jomoro","Ghana","women_folate",0,0,0.5488,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.12444646245595
"Kasena Nankana East","Ghana","women_folate",0.3333,0.1065,0.5507,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.378478341617231
"Kintampo North","Ghana","women_folate",1,0,0.5407,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.820811839963155
"Kpandai","Ghana","women_folate",1,0,0.5446,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.572903539887522
"Kumasi","Ghana","women_folate",0.7143,0.1468,0.5414,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.826077352589818
"Kwadaso","Ghana","women_folate",0.375,0,0.5495,NA,FALSE,"leave-area-out FH (out-of-sample)","leave-area-out grand-mean (FH unavailable)",0.624586743107487
