outcome,held_out,anchor,tilt,n,r,mae_pp,bias_pp,frac_flagged,frac_score_out,frac_orth_out,od_ratio,sd_ratio,n_pc,cond_number,frac_marginal_out,n_districts,n_cov,spread_assumed,anchor_true_pp,anchor_blind_pp,absolute_r,absolute_mae_pp
women_iron,Gambia,true,0.35,30,0.46381216272662384,12.751502060820355,-6.281307224272833,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,true,0.5,30,0.4638121627266241,12.303818775237955,-6.281307224272833,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,true,0.75,30,0.46381216272662407,12.160070023987469,-6.281307224272833,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,true,1,30,0.4638121627266241,13.045677160769175,-6.281307224272832,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,blind,0,30,NA,35.36011282826345,-35.36011282826345,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,blind,0.2,30,0.463812162726624,35.36011282826345,-35.36011282826345,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,blind,0.35,30,0.4638121627266241,35.36011282826345,-35.36011282826345,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,blind,0.5,30,0.4638121627266241,35.36011282826345,-35.36011282826345,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,blind,0.75,30,0.4637870764199851,35.358705261842495,-35.358705261842495,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Gambia,blind,1,30,0.4544668121526601,34.89858136854661,-34.89858136854661,1,0,1,1.56,0.6,10,4.4,0,30,291,0.1183,45.17,16.1,0.4638,35.04
women_iron,Ghana,true,0,75,NA,9.513890086496508,0.5616919060763144,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,true,0.2,75,0.3214113174005472,9.088664576589675,0.5616919060763145,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,true,0.35,75,0.3214113174005472,9.135944805243094,0.5616919060763144,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,true,0.5,75,0.3214113174005472,9.598168836112547,0.561691906076314,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,true,0.75,75,0.3212213046528955,11.133520628952608,0.6383141598458766,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,true,1,75,0.3276082017334054,12.752952000405488,1.6180134072420769,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,blind,0,75,NA,19.071369538742726,17.75464594899128,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,blind,0.2,75,0.32141131740054724,18.570290643478504,17.75464594899128,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,blind,0.35,75,0.3214113174005471,18.49869098885301,17.75464594899128,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,blind,0.5,75,0.32141131740054724,18.604897801516763,17.75464594899128,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,blind,0.75,75,0.3214113174005471,18.932533967039493,17.75464594899128,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Ghana,blind,1,75,0.3214113174005472,19.62943198273149,17.75464594899128,1,0.173,1,2.03,0.76,10,4.33,0.307,75,291,0.1653,13.54,30.73,0.3214,11.99
women_iron,Sierra Leone,true,0,14,NA,5.083587825939322,0.46557188725670035,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,true,0.2,14,-0.05070610650216213,5.992655394424773,0.4655718872567,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,true,0.35,14,-0.05070610650216221,6.930636717311297,0.46557188725670035,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,true,0.5,14,-0.05070610650216217,7.892770409859444,0.4655718872567002,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,true,0.75,14,-0.050706106502162174,9.678542139962646,0.4655718872566999,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,true,1,14,-0.050706106502162174,11.84015665864981,0.4655718872567006,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,blind,0,14,NA,11.373275020496997,11.099883127529937,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,blind,0.2,14,-0.050706106502162215,11.847514972395043,11.099883127529937,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,blind,0.35,14,-0.05070610650216228,12.204152499517777,11.099883127529937,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,blind,0.5,14,-0.050706106502162146,12.56079002664051,11.099883127529935,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,blind,0.75,14,-0.0507061065021622,13.1551859051784,11.099883127529937,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Sierra Leone,blind,1,14,-0.05070610650216219,13.753013177567015,11.099883127529935,1,1,1,1.79,1.26,10,4.05,0,14,291,0.1653,17.9,28.54,-0.0507,13.67
women_iron,Malawi,true,0,87,NA,13.466409779785348,0.3769564269945916,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,true,0.2,87,0.1372691376111031,13.192181127591377,0.3769564269945916,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,true,0.35,87,0.13726913761110315,13.09640895950589,0.3769564269945912,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,true,0.5,87,0.13726913761110313,13.165171982179674,0.3769564269945908,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,true,0.75,87,0.1372691376111031,13.777433318375923,0.37695642699459053,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,true,1,87,0.1372691376111031,14.749725600094227,0.3769564269945902,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,blind,0,87,NA,17.38496044312453,11.519205251128879,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,blind,0.2,87,0.1372691376111031,17.379951780977834,11.519205251128879,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,blind,0.35,87,0.1372691376111031,17.50386990496956,11.519205251128879,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,blind,0.5,87,0.13726913761110307,17.643520439112393,11.519205251128879,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,blind,0.75,87,0.13726913761110307,17.979072304208085,11.519205251128877,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_iron,Malawi,blind,1,87,0.1372691376111031,18.517641892468887,11.519205251128877,1,0,1,3.11,0.75,10,3.85,1,87,291,0.1183,17.52,28.66,0.1373,15.05
women_folate,Ghana,true,0,75,NA,24.920507036002867,1.0217558120932095,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,true,0.2,75,-0.16608068715039373,25.34250572171589,1.0217558120932109,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,true,0.35,75,-0.16608068715039329,25.755650468236034,1.0217558120932124,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,true,0.5,75,-0.16608068715039354,26.24187344039926,1.0217558120932129,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,true,0.75,75,-0.16608068715039348,27.12962310809846,1.0217558120932146,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,true,1,75,-0.1660806871503935,28.40663890668801,1.0217558120932162,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,blind,0,75,NA,25.850667844214932,-5.060504177042986,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,blind,0.2,75,-0.16608068715039354,26.161942663074505,-5.060504177042985,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,blind,0.35,75,-0.16608068715039342,26.423970784573253,-5.060504177042984,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,blind,0.5,75,-0.16608068715039345,26.74145078634667,-5.060504177042984,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,blind,0.75,75,-0.16608068715039345,27.71079269109552,-5.060504177042981,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Ghana,blind,1,75,-0.16608068715039354,29.349793080698365,-5.06050417704298,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.1582,54.65,48.57,-0.1661,32.13
women_folate,Sierra Leone,true,0,14,NA,8.8465997035815,-1.5328072297426023,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,true,0.2,14,0.11420512879339176,9.558202118626209,-1.5328072297425999,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,true,0.35,14,0.11420512879339169,10.939663682375757,-1.5328072297426008,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,true,0.5,14,0.10746536882371888,12.372253889217188,-1.7254011434619694,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,true,0.75,14,0.08776709531916449,15.880585294060849,-2.5861607584656205,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,true,1,14,0.10395659136019939,18.551773524946803,-4.284063547426981,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,blind,0,14,NA,48.01619446722024,-48.01619446722024,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,blind,0.2,14,0.1142051287933916,48.01619446722024,-48.01619446722024,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,blind,0.35,14,0.11420512879339177,48.01619446722024,-48.01619446722024,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,blind,0.5,14,0.11420512879339179,48.01619446722024,-48.01619446722024,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,blind,0.75,14,0.11420512879339176,48.01619446722024,-48.01619446722024,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Sierra Leone,blind,1,14,0.10886743996726378,47.40859068254352,-47.40859068254352,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.2523,79.24,32.76,0.1142,50.53
women_folate,Malawi,true,0,87,NA,17.234345646456568,-0.2700788144814269,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,true,0.2,87,-0.22646451076475457,18.233876764211377,-0.2700788144814261,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,true,0.35,87,-0.2264645107647546,19.04119026167335,-0.2700788144814257,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,true,0.5,87,-0.22506698944193393,19.953542825057173,-0.24872074935742514,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,true,0.75,87,-0.21010947755733847,21.669337358139735,-0.012187064880060262,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,true,1,87,-0.19286076783326456,23.47457287248412,0.9181807190563668,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,blind,0,87,NA,50.05634537229654,49.36279379655614,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,blind,0.2,87,-0.22646451076475468,50.18597192061998,49.36279379655614,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,blind,0.35,87,-0.22646451076475455,50.39228975560829,49.36279379655614,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,blind,0.5,87,-0.22646451076475455,50.598607590596586,49.36279379655615,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,blind,0.75,87,-0.22336044944190478,51.15003625858703,49.27036480981663,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_folate,Malawi,blind,1,87,-0.21113801131005272,51.29230010499618,48.623462812875864,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.2001,20.2,69.83,-0.2265,25.76
women_b12,Ghana,true,0,75,NA,11.63029855587995,-1.0279964652057674,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,true,0.2,75,0.2718882712723181,11.56198236607777,-1.0279964652057674,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,true,0.35,75,0.2718882712723182,11.513211749448473,-1.0279964652057678,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,true,0.5,75,0.27188827127231807,11.464441132819177,-1.0279964652057676,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,true,0.75,75,0.2718882712723182,11.383156771770349,-1.0279964652057676,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,true,1,75,0.2718882712723182,11.30187241072152,-1.0279964652057676,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,blind,0,75,NA,9.926130779317358,-7.741992816256324,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,blind,0.2,75,0.2718882712723182,9.861103290478296,-7.741992816256324,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,blind,0.35,75,0.2718882712723181,9.812332673849,-7.741992816256324,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,blind,0.5,75,0.2718882712723182,9.763562057219701,-7.741992816256324,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,blind,0.75,75,0.2714163754730524,9.694471736549001,-7.715096718626331,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Ghana,blind,1,75,0.2617796027525656,9.709363906915284,-7.548654945942153,1,0.187,1,2.58,0.75,10,4.48,0.853,75,291,0.0336,8.46,1.74,0.2719,9.53
women_b12,Sierra Leone,true,0,14,NA,0.6800764323288837,0.1858028033269648,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,true,0.2,14,-0.3407200941640247,1.4304864227700158,0.8053624129622294,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,true,0.35,14,-0.34539773139123225,2.0680021681853873,1.4648549482112434,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,true,0.5,14,-0.34698414343478495,2.7433546335166428,2.124347483460258,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,true,0.75,14,-0.348076105790158,3.868942075735402,3.2235017088752818,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,true,1,14,-0.3472183355404499,4.984957046129483,4.332228406114984,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,blind,0,14,NA,4.40816538351256,4.40816538351256,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,blind,0.2,14,-0.2783833302291266,4.40816538351256,4.40816538351256,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,blind,0.35,14,-0.280930692622395,4.466067914243071,4.41806623483963,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,blind,0.5,14,-0.31840731297830466,5.090640117812517,4.684943984789846,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,blind,0.75,14,-0.3260703636458413,6.107228221758837,5.637649764894521,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Sierra Leone,blind,1,14,-0.3331593605198627,7.205013008403532,6.735434551539217,1,0.929,1,2.15,1.08,10,4.29,0.143,14,291,0.1127,0.61,4.83,-0.2784,1.86
women_b12,Malawi,true,0,87,NA,4.501697330682126,-0.2151894715614215,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,true,0.2,87,-0.14147126255556622,4.686197364668215,-0.2151894715614213,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,true,0.35,87,-0.1371077063909106,4.859844134611182,-0.13271722936928612,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,true,0.5,87,-0.1286209355535497,5.133915162482483,0.20285391466215696,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,true,0.75,87,-0.13146420750777113,5.70915394204908,0.9538096108057244,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,true,1,87,-0.13255576100196131,6.400374562237833,1.7786458743394813,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,blind,0,87,NA,4.942132664992865,0.6000844451414373,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,blind,0.2,87,-0.14147126255556622,5.126632698978955,0.6000844451414374,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,blind,0.35,87,-0.1454895213085351,5.283804548393927,0.6211050916464017,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,blind,0.5,87,-0.13338016528567023,5.477242479144852,0.7847589453010941,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,blind,0.75,87,-0.12863747159929081,6.007785691443764,1.439860651396467,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
women_b12,Malawi,blind,1,87,-0.13194751386536413,6.692802554739777,2.2098483134883007,1,0.253,1,3.48,0.93,10,3.78,1,87,291,0.0861,2.78,3.6,-0.1415,3.56
