country,outcome,replicate,n_regions_total,n_regions_anchored,fraction_clusters,clusters_retained,n_retained,pct_survey_used,mae_admin2_pp,bias_admin2_pp,mae_admin1_pp,bias_admin1_pp
Ghana,women_vitA,1,16,14,1,78,858,86.5,2.775,-0.156,0.186,-0.047
Ghana,women_vitA,2,16,14,1,84,917,92.4,2.986,0.087,0.161,0.161
Ghana,women_vitA,3,16,14,1,70,764,77,2.66,-0.28,0.162,-0.162
Ghana,women_vitA,1,16,16,0.15,18,213,21.5,3.236,0.054,2.07,-0.262
Ghana,women_vitA,2,16,16,0.15,18,203,20.5,3.56,0.697,2.106,0.08
Ghana,women_vitA,3,16,16,0.15,18,203,20.5,2.916,-0.119,2.02,0.154
Ghana,women_vitA,1,16,16,0.25,27,342,34.5,4.719,2.089,2.773,2.434
Ghana,women_vitA,2,16,16,0.25,27,277,27.9,3.146,-0.039,1.875,0.151
Ghana,women_vitA,3,16,16,0.25,27,301,30.3,2.975,-0.104,2.024,0.337
Ghana,women_vitA,1,16,16,0.4,36,410,41.3,3.174,0.291,1.065,-0.053
Ghana,women_vitA,2,16,16,0.4,36,401,40.4,3.31,0.257,1.517,0.274
Ghana,women_vitA,3,16,16,0.4,36,362,36.5,3.273,0.255,1.255,0.073
Ghana,women_vitA,1,16,16,0.6,56,627,63.2,3.067,0.021,0.705,0.149
Ghana,women_vitA,2,16,16,0.6,56,624,62.9,2.88,-0.111,0.658,-0.111
Ghana,women_vitA,3,16,16,0.6,56,632,63.7,2.856,0.043,0.881,0.011
Ghana,women_vitA,1,16,16,0.8,71,760,76.6,2.71,-0.129,0.523,-0.184
Ghana,women_vitA,2,16,16,0.8,71,773,77.9,2.942,0.073,0.372,0.094
Ghana,women_vitA,3,16,16,0.8,71,789,79.5,2.916,0.025,0.482,-0.013
Ghana,women_vitA,1,16,16,1,90,992,100,2.897,-0.002,0,0
Ghana,women_vitA,2,16,16,1,90,992,100,2.897,-0.002,0,0
Ghana,women_vitA,3,16,16,1,90,992,100,2.897,-0.002,0,0
Ghana,child_iron,1,16,3,0.15,3,65,5.6,13.821,4.36,8.43,2.87
Ghana,child_iron,2,16,3,0.15,4,49,4.2,15.274,-8.854,11.669,-7.956
Ghana,child_iron,3,16,3,0.15,4,53,4.5,14.441,-5.228,10.671,-3.603
Ghana,child_iron,2,16,3,0.25,6,99,8.5,14.883,-8.075,11.291,-6.663
Ghana,child_iron,3,16,3,0.25,5,55,4.7,15.055,-8.99,11.936,-7.449
Ghana,child_iron,1,16,3,0.4,6,68,5.8,15.703,-10.578,11.821,-10.438
Ghana,child_iron,2,16,3,0.4,4,35,3,14.287,-2.969,10.804,-2.072
Ghana,child_iron,3,16,3,0.4,8,61,5.2,15.686,-11.166,12.805,-10.565
Ghana,child_iron,1,16,3,0.6,16,207,17.8,15.01,-7.432,10.301,-6.381
Ghana,child_iron,2,16,3,0.6,14,211,18.1,14.563,-6.617,10.497,-6.352
Ghana,child_iron,3,16,3,0.6,8,122,10.5,14.894,-9.472,11.349,-8.26
Ghana,child_iron,1,16,3,0.8,9,109,9.4,14.608,-4.664,10.101,-3.829
Ghana,child_iron,2,16,3,0.8,10,165,14.2,15.2,7.434,9.527,5.66
Ghana,child_iron,3,16,3,0.8,6,71,6.1,14.64,-2.054,11.32,-1.145
Ghana,child_iron,1,16,3,1,28,365,31.3,14.667,-6.559,10.368,-5.643
Ghana,child_iron,2,16,3,1,13,150,12.9,16.242,-12.64,12.93,-11.846
Ghana,child_iron,3,16,3,1,17,226,19.4,16.552,4.942,12.205,5.952
Ghana,child_iron,1,16,5,0.15,5,79,6.8,13.626,-2.935,8.445,-2.751
Ghana,child_iron,2,16,5,0.15,5,61,5.2,15.027,-7.344,11.621,-6.661
Ghana,child_iron,3,16,5,0.15,7,71,6.1,13.557,-6.534,9.974,-5.675
Ghana,child_iron,1,16,5,0.25,11,113,9.7,16.356,-1.133,12.597,1.923
Ghana,child_iron,2,16,5,0.25,7,82,7,14.096,-0.875,8.295,-1.462
Ghana,child_iron,3,16,5,0.25,8,95,8.2,16.823,-12.751,12.751,-12.361
Ghana,child_iron,1,16,5,0.4,8,88,7.6,15.039,-10.353,11.571,-8.394
Ghana,child_iron,2,16,5,0.4,11,110,9.4,14.045,-5.071,9.896,-4.251
Ghana,child_iron,3,16,5,0.4,10,152,13,17.386,9.797,13.337,8.41
Ghana,child_iron,1,16,5,0.6,15,181,15.5,14.136,4.23,8.886,2.456
Ghana,child_iron,2,16,5,0.6,14,189,16.2,12.601,0.087,7.188,-0.898
Ghana,child_iron,3,16,5,0.6,15,195,16.7,16.537,3.023,11.939,3.862
Ghana,child_iron,1,16,5,0.8,22,263,22.6,15.46,-9.935,10.564,-9.505
Ghana,child_iron,2,16,5,0.8,14,180,15.5,14.799,-6.583,8.765,-5.634
Ghana,child_iron,3,16,5,0.8,19,208,17.9,13.272,-4.376,6.994,-4.436
Ghana,child_iron,1,16,5,1,28,312,26.8,14.092,0.396,6.827,1.064
Ghana,child_iron,2,16,5,1,31,366,31.4,13.828,4.919,7.544,3.93
Ghana,child_iron,3,16,5,1,27,333,28.6,14.24,1.701,7.963,2.512
Ghana,child_iron,1,16,6,0.15,8,91,7.8,15.213,-3.708,11.481,-2.739
Ghana,child_iron,2,16,6,0.15,7,92,7.9,15.311,-0.004,10.653,-0.392
Ghana,child_iron,3,16,6,0.15,7,80,6.9,15.397,2.606,11.241,4.134
Ghana,child_iron,1,16,6,0.25,11,160,13.7,15.523,3.719,9.269,4.315
Ghana,child_iron,2,16,6,0.25,8,101,8.7,16.084,1.013,11.422,-0.041
Ghana,child_iron,3,16,6,0.25,10,119,10.2,14.433,-1.611,8.174,-2.739
Ghana,child_iron,1,16,6,0.4,16,208,17.9,15.326,-6.85,12.12,-6.409
Ghana,child_iron,2,16,6,0.4,14,184,15.8,15.544,6.394,13.469,5.692
Ghana,child_iron,3,16,6,0.4,15,202,17.3,13.669,-3.959,8.073,-4.207
Ghana,child_iron,1,16,6,0.6,26,297,25.5,14.882,-7.496,9.058,-7.771
Ghana,child_iron,2,16,6,0.6,15,165,14.2,13.864,-1.753,10.14,-1.024
Ghana,child_iron,3,16,6,0.6,19,211,18.1,14.922,-5.686,8.675,-5.953
Ghana,child_iron,1,16,6,0.8,21,225,19.3,14.783,-5.485,9.498,-5.612
Ghana,child_iron,2,16,6,0.8,17,223,19.1,14.654,-4.636,8.583,-4.376
Ghana,child_iron,3,16,6,0.8,19,242,20.8,14.033,-4.143,8.044,-4.208
Ghana,child_iron,1,16,6,1,45,549,47.1,14.67,-3.649,8.873,-2.271
Ghana,child_iron,2,16,6,1,26,327,28.1,15.34,3.964,6.714,2.182
Ghana,child_iron,3,16,6,1,39,538,46.2,13.961,6.24,6.52,5.56
Ghana,child_iron,1,16,8,0.15,9,110,9.4,12.605,-2.649,9.683,-2.25
Ghana,child_iron,2,16,8,0.15,10,130,11.2,15.263,-2.66,8.011,-2.06
Ghana,child_iron,3,16,8,0.15,10,143,12.3,15.381,-4.58,9.948,-3.656
Ghana,child_iron,1,16,8,0.25,13,154,13.2,11.738,-0.448,8.348,-0.698
Ghana,child_iron,2,16,8,0.25,14,151,13,13.715,2.942,8.321,4.082
Ghana,child_iron,3,16,8,0.25,15,208,17.9,15.099,-1.27,10.487,0.947
Ghana,child_iron,1,16,8,0.4,25,308,26.4,14.207,6.28,9.309,6.385
Ghana,child_iron,2,16,8,0.4,17,218,18.7,14.664,7.239,9.06,5.087
Ghana,child_iron,3,16,8,0.4,16,177,15.2,14.032,-8.784,9.712,-8.849
Ghana,child_iron,1,16,8,0.6,23,365,31.3,16.829,10.08,8.946,7.257
Ghana,child_iron,2,16,8,0.6,17,248,21.3,15.772,-2.939,8.482,-3.1
Ghana,child_iron,3,16,8,0.6,26,325,27.9,14.905,8.242,6.151,5.148
Ghana,child_iron,1,16,8,0.8,41,499,42.8,12.607,1.272,7.432,0.731
Ghana,child_iron,2,16,8,0.8,33,387,33.2,13.842,-2.303,7.229,-0.803
Ghana,child_iron,3,16,8,0.8,47,561,48.2,13.334,3.844,7.913,4.236
Ghana,child_iron,1,16,8,1,45,615,52.8,13.323,1.432,5.966,0.901
Ghana,child_iron,2,16,8,1,56,765,65.7,12.468,3.384,5.043,3.958
Ghana,child_iron,3,16,8,1,25,354,30.4,15.276,-4.082,6.823,-4.208
Ghana,child_iron,1,16,10,0.15,11,139,11.9,14.873,-9.717,9.982,-8.495
Ghana,child_iron,2,16,10,0.15,11,137,11.8,13.696,0.502,10.175,0.206
Ghana,child_iron,3,16,10,0.15,11,128,11,13.887,-3.503,8.855,-3.133
Ghana,child_iron,1,16,10,0.25,16,208,17.9,13.053,-2.217,8.865,-2.296
Ghana,child_iron,2,16,10,0.25,19,245,21,13.125,-4.029,8.486,-4.724
Ghana,child_iron,3,16,10,0.25,17,236,20.3,13.34,-0.541,8.173,-1.811
Ghana,child_iron,1,16,10,0.4,26,364,31.2,13.245,3.426,7.7,4.106
Ghana,child_iron,2,16,10,0.4,22,343,29.4,13.702,2.469,7.081,0.817
Ghana,child_iron,3,16,10,0.4,23,334,28.7,11.776,-1.172,5.532,-2.464
Ghana,child_iron,1,16,10,0.6,37,506,43.4,14.022,-3.524,7.226,-2.989
Ghana,child_iron,2,16,10,0.6,37,420,36.1,15.735,-3.76,8.29,-3.145
Ghana,child_iron,3,16,10,0.6,32,398,34.2,14.678,-1.656,6.315,-1.604
Ghana,child_iron,1,16,10,0.8,45,661,56.7,13.189,0.047,5.966,-0.691
Ghana,child_iron,2,16,10,0.8,50,690,59.2,12.347,1.94,4.291,0.786
Ghana,child_iron,3,16,10,0.8,46,601,51.6,14.297,-1.626,6.035,-1.773
Ghana,child_iron,1,16,10,1,60,827,71,12.843,3.319,3.284,2.456
Ghana,child_iron,2,16,10,1,61,735,63.1,13.697,-2.606,4.498,-1.714
Ghana,child_iron,3,16,10,1,51,694,59.6,15.141,7.236,5.623,5.623
Ghana,child_iron,1,16,11,0.15,13,137,11.8,12.833,-4.425,8.645,-4.302
Ghana,child_iron,2,16,11,0.15,12,152,13,16.19,-1.895,10.715,-2.596
Ghana,child_iron,3,16,11,0.15,13,161,13.8,15.565,0.677,9.667,3.261
Ghana,child_iron,1,16,11,0.25,21,270,23.2,11.505,-2.101,6.021,-2.194
Ghana,child_iron,2,16,11,0.25,21,276,23.7,12.752,-4.549,7.934,-5.286
Ghana,child_iron,3,16,11,0.25,20,235,20.2,13.671,-5.514,8.2,-5.343
Ghana,child_iron,1,16,11,0.4,23,321,27.6,13.877,5.628,5.365,1.95
Ghana,child_iron,2,16,11,0.4,24,336,28.8,14.943,-1.09,7.634,-0.767
Ghana,child_iron,3,16,11,0.4,23,315,27,13.633,5.164,5.824,3.221
Ghana,child_iron,1,16,11,0.6,34,450,38.6,15.315,-5.73,7.866,-6.016
Ghana,child_iron,2,16,11,0.6,32,421,36.1,14.909,0.671,6.435,0.161
Ghana,child_iron,3,16,11,0.6,45,615,52.8,12.642,0.844,4.018,0.7
Ghana,child_iron,1,16,11,0.8,56,692,59.4,12.88,2.127,4.679,1.156
Ghana,child_iron,2,16,11,0.8,50,683,58.6,12.634,-0.112,6.702,-1.397
Ghana,child_iron,3,16,11,0.8,52,601,51.6,13.976,-3.903,6.417,-2.725
Ghana,child_iron,1,16,11,1,68,915,78.5,12.855,3.192,3.793,2.977
Ghana,child_iron,2,16,11,1,60,746,64,13.744,4.667,4.294,3.802
Ghana,child_iron,3,16,11,1,71,884,75.9,13.885,-2.48,3.649,-2.347
Ghana,child_iron,1,16,13,0.15,14,184,15.8,17.756,-0.723,11.712,-2.517
Ghana,child_iron,2,16,13,0.15,15,209,17.9,15.267,1.203,11.016,-0.32
Ghana,child_iron,3,16,13,0.15,15,228,19.6,13.6,1.418,7.683,-0.218
Ghana,child_iron,1,16,13,0.25,22,267,22.9,14.4,-3.01,9.012,-4.967
Ghana,child_iron,2,16,13,0.25,22,298,25.6,14.604,-0.2,8.102,-1.362
Ghana,child_iron,3,16,13,0.25,21,260,22.3,13.551,2.526,5.871,1.096
Ghana,child_iron,1,16,13,0.4,31,377,32.4,12.363,0.489,6.282,-1.168
Ghana,child_iron,2,16,13,0.4,29,437,37.5,15.208,-4.608,7.071,-3.147
Ghana,child_iron,3,16,13,0.4,32,453,38.9,13.568,2.025,4.877,0.051
Ghana,child_iron,1,16,13,0.6,40,492,42.2,12.226,2.652,2.799,0.321
Ghana,child_iron,2,16,13,0.6,48,632,54.2,12.473,1.441,3.436,-0.278
Ghana,child_iron,3,16,13,0.6,41,487,41.8,14.836,-2.652,5.472,-2.898
Ghana,child_iron,1,16,13,0.8,63,834,71.6,13.155,1.449,3.207,1.399
Ghana,child_iron,2,16,13,0.8,58,754,64.7,12.937,3.603,3.356,1.702
Ghana,child_iron,3,16,13,0.8,56,712,61.1,14.31,-3.513,4.669,-3.499
Ghana,child_iron,1,16,13,1,75,978,83.9,12.502,1.886,1.034,0.022
Ghana,child_iron,2,16,13,1,68,849,72.9,14.179,-3.028,3.22,-3.22
Ghana,child_iron,3,16,13,1,64,853,73.2,14.358,-2.025,3.056,-2.41
Ghana,child_iron,1,16,14,0.15,16,217,18.6,14.699,-0.086,8.152,-2.167
Ghana,child_iron,2,16,14,0.15,16,211,18.1,13.29,-0.46,7.518,-2.419
Ghana,child_iron,3,16,14,0.15,16,220,18.9,13.281,-5.159,7.877,-5.88
Ghana,child_iron,1,16,14,0.25,24,321,27.6,14.072,0.222,6.205,0.074
Ghana,child_iron,2,16,14,0.25,23,270,23.2,15.823,-7.756,10.864,-7.513
Ghana,child_iron,3,16,14,0.25,23,324,27.8,12.068,-2.615,6.273,-4.562
Ghana,child_iron,1,16,14,0.4,31,408,35,14.968,-2.749,6.859,-2.442
Ghana,child_iron,2,16,14,0.4,33,418,35.9,14.625,4.504,7.567,3.52
Ghana,child_iron,3,16,14,0.4,32,431,37,15.468,7.533,7.351,4.523
Ghana,child_iron,1,16,14,0.6,50,643,55.2,13.336,0.684,5.379,-0.836
Ghana,child_iron,2,16,14,0.6,52,696,59.7,12.408,0.961,3.631,-0.266
Ghana,child_iron,3,16,14,0.6,49,653,56.1,12.24,-1.486,4.702,-3.134
Ghana,child_iron,1,16,14,0.8,68,880,75.5,12.266,2.063,3.687,1.543
Ghana,child_iron,2,16,14,0.8,64,822,70.6,13.157,-1.723,5.494,-2.69
Ghana,child_iron,3,16,14,0.8,68,862,74,12.644,0.955,3.131,0.364
Ghana,child_iron,1,16,14,1,78,1015,87.1,12.583,1.747,0.764,0.151
Ghana,child_iron,2,16,14,1,77,982,84.3,14.47,-1.614,2.453,-1.721
Ghana,child_iron,3,16,14,1,88,1132,97.2,12.633,1.728,2.143,2.143
Ghana,child_iron,1,16,16,0.15,18,233,20,14.612,2.707,7.731,0.33
Ghana,child_iron,2,16,16,0.15,18,241,20.7,15.06,-2.408,9.29,-3.485
Ghana,child_iron,3,16,16,0.15,18,234,20.1,18.746,5.153,12.411,4.313
Ghana,child_iron,1,16,16,0.25,27,370,31.8,13.398,0.232,6.71,-1.12
Ghana,child_iron,2,16,16,0.25,27,407,34.9,15.096,3.97,6.94,3.84
Ghana,child_iron,3,16,16,0.25,27,361,31,12.983,-1.228,5.581,-1.633
Ghana,child_iron,1,16,16,0.4,36,497,42.7,13.019,5.105,4.745,1.589
Ghana,child_iron,2,16,16,0.4,36,482,41.4,13.302,1.949,4.672,0.602
Ghana,child_iron,3,16,16,0.4,36,465,39.9,13.867,-0.126,7.582,-1.52
Ghana,child_iron,1,16,16,0.6,56,767,65.8,12.545,1.773,2.686,-0.178
Ghana,child_iron,2,16,16,0.6,56,644,55.3,12.57,1.235,3.976,-1.587
Ghana,child_iron,3,16,16,0.6,56,756,64.9,12.726,0.939,3.055,-1.516
Ghana,child_iron,1,16,16,0.8,71,891,76.5,12.943,2.214,2.959,0.217
Ghana,child_iron,2,16,16,0.8,71,954,81.9,12.944,2.181,1.999,0.141
Ghana,child_iron,3,16,16,0.8,71,898,77.1,13.089,1.07,2.178,-0.668
Ghana,child_iron,1,16,16,1,90,1165,100,12.619,1.714,0,0
Ghana,child_iron,2,16,16,1,90,1165,100,12.619,1.714,0,0
Ghana,child_iron,3,16,16,1,90,1165,100,12.619,1.714,0,0
Ghana,women_iron,1,16,3,0.15,3,37,3.8,12.778,-11.379,6.422,-5.242
Ghana,women_iron,3,16,3,0.15,3,39,4,11.744,-10.307,4.871,-4.271
Ghana,women_iron,1,16,3,0.25,7,91,9.3,9.785,-4.642,4.764,1.3
Ghana,women_iron,2,16,3,0.25,4,36,3.7,9.701,-6.05,3.283,-0.443
Ghana,women_iron,3,16,3,0.25,4,35,3.6,11.683,-9.698,4.749,-3.842
Ghana,women_iron,1,16,3,0.4,5,60,6.1,9.486,-1.604,6.087,4.461
Ghana,women_iron,2,16,3,0.4,7,60,6.1,10.906,-8.511,4.036,-2.432
Ghana,women_iron,3,16,3,0.4,5,38,3.9,12.176,-10.796,5.262,-4.703
Ghana,women_iron,1,16,3,0.6,9,101,10.3,9.457,-2.512,4.7,3.221
Ghana,women_iron,2,16,3,0.6,12,146,14.9,10.803,-8.174,4.102,-2.337
Ghana,women_iron,3,16,3,0.6,11,111,11.3,9.669,-3.448,4.079,1.949
Ghana,women_iron,1,16,3,0.8,13,122,12.4,9.863,-5.058,4.255,1.128
Ghana,women_iron,2,16,3,0.8,9,79,8.1,10.43,-7.795,3.598,-1.918
Ghana,women_iron,3,16,3,0.8,7,88,9,10.636,-7.564,3.893,-1.516
Ghana,women_iron,1,16,3,1,7,83,8.5,10.874,-7.659,3.606,-1.801
Ghana,women_iron,2,16,3,1,10,94,9.6,11.03,-8.073,3.575,-2.139
Ghana,women_iron,3,16,3,1,18,188,19.2,9.771,-4.571,4.131,1.576
Ghana,women_iron,1,16,5,0.15,5,56,5.7,9.237,-2.675,4.568,2.954
Ghana,women_iron,2,16,5,0.15,7,101,10.3,10.109,-4.705,4.579,1.187
Ghana,women_iron,3,16,5,0.15,5,50,5.1,11.493,-8.689,4.967,-2.462
Ghana,women_iron,1,16,5,0.25,8,116,11.8,10.458,-6.283,4.316,-1.083
Ghana,women_iron,2,16,5,0.25,6,50,5.1,8.977,-3.727,3.597,1.893
Ghana,women_iron,3,16,5,0.25,9,90,9.2,12.384,-11.795,6.038,-5.882
Ghana,women_iron,1,16,5,0.4,10,115,11.7,10.713,-7.367,4.289,-2.039
Ghana,women_iron,2,16,5,0.4,10,100,10.2,10.602,-7.762,3.712,-2.53
Ghana,women_iron,3,16,5,0.4,6,59,6,10.17,-6.163,3.538,-0.535
Ghana,women_iron,1,16,5,0.6,16,176,17.9,10.369,-6.598,3.218,-1.392
Ghana,women_iron,2,16,5,0.6,16,173,17.6,9.793,-2.954,5.05,2.975
Ghana,women_iron,3,16,5,0.6,14,138,14.1,9.93,-4.497,3.798,0.942
Ghana,women_iron,1,16,5,0.8,17,164,16.7,9.61,-5.942,3.717,-0.092
Ghana,women_iron,2,16,5,0.8,13,137,14,10.699,-7.122,3.359,-1.347
Ghana,women_iron,3,16,5,0.8,19,181,18.5,10.799,-8.09,3.413,-2.372
Ghana,women_iron,1,16,5,1,27,287,29.3,9.431,-3.776,2.867,1.94
Ghana,women_iron,2,16,5,1,22,240,24.5,9.977,-4.313,3.04,0.899
Ghana,women_iron,3,16,5,1,42,498,50.8,8.899,-2.997,3.255,3.048
Ghana,women_iron,1,16,6,0.15,6,60,6.1,9.413,-2.809,4.669,2.429
Ghana,women_iron,2,16,6,0.15,7,78,8,9.352,-4.66,4.175,0.704
Ghana,women_iron,3,16,6,0.15,6,63,6.4,10.662,-7.818,4.393,-2.555
Ghana,women_iron,1,16,6,0.25,10,118,12,10.446,-7.057,3.995,-1.893
Ghana,women_iron,2,16,6,0.25,7,78,8,12.241,-11.545,5.83,-5.44
Ghana,women_iron,3,16,6,0.25,11,147,15,10.838,-7.512,4.385,-1.697
Ghana,women_iron,1,16,6,0.4,11,89,9.1,9.124,-6.28,3.946,-0.032
Ghana,women_iron,2,16,6,0.4,12,124,12.6,9.801,-1.868,5.551,3.489
Ghana,women_iron,3,16,6,0.4,9,75,7.6,11.605,-9.497,4.984,-3.55
Ghana,women_iron,1,16,6,0.6,13,131,13.4,12.245,-10.378,4.807,-4.496
Ghana,women_iron,2,16,6,0.6,21,219,22.3,8.989,-4.026,2.875,1.677
Ghana,women_iron,3,16,6,0.6,19,202,20.6,9.667,-6.659,3.355,-1.08
Ghana,women_iron,1,16,6,0.8,29,298,30.4,9.518,-4.764,3.39,0.81
Ghana,women_iron,2,16,6,0.8,26,268,27.3,9.169,-2.173,4.093,3.308
Ghana,women_iron,3,16,6,0.8,31,376,38.3,10.186,-6.084,3.851,-0.162
Ghana,women_iron,1,16,6,1,26,284,29,9.878,-5.023,2.639,0.089
Ghana,women_iron,2,16,6,1,44,506,51.6,9.266,-3.998,3.132,2.147
Ghana,women_iron,3,16,6,1,41,469,47.8,9.999,-6.297,3.343,-0.024
Ghana,women_iron,1,16,8,0.15,10,103,10.5,10.048,-5.238,5.116,1.031
Ghana,women_iron,2,16,8,0.15,9,102,10.4,10.333,-2.517,4.644,1.438
Ghana,women_iron,3,16,8,0.15,9,102,10.4,10.739,-6.24,4.904,-1.116
Ghana,women_iron,1,16,8,0.25,13,133,13.6,9.977,-2.697,4.353,1.754
Ghana,women_iron,2,16,8,0.25,13,135,13.8,9.889,-4.613,3.593,0.52
Ghana,women_iron,3,16,8,0.25,13,146,14.9,9.762,-4.945,3.762,-1.329
Ghana,women_iron,1,16,8,0.4,22,245,25,9.349,-3.859,4.729,2.214
Ghana,women_iron,2,16,8,0.4,22,264,26.9,10.484,-6.267,4.234,0.244
Ghana,women_iron,3,16,8,0.4,18,207,21.1,10.281,-7.343,4.155,-1.803
Ghana,women_iron,1,16,8,0.6,27,334,34,10.567,-6.417,3.4,-0.642
Ghana,women_iron,2,16,8,0.6,29,311,31.7,8.956,-4.451,2.405,0.57
Ghana,women_iron,3,16,8,0.6,31,321,32.7,8.894,-2.203,3.044,2.732
Ghana,women_iron,1,16,8,0.8,40,416,42.4,9.275,-5.116,2.942,0.772
Ghana,women_iron,2,16,8,0.8,37,446,45.5,9.968,-5.542,2.715,-0.234
Ghana,women_iron,3,16,8,0.8,26,262,26.7,10.352,-5.205,3.291,-0.412
Ghana,women_iron,1,16,8,1,59,673,68.6,8.946,-3.342,2.554,2.39
Ghana,women_iron,2,16,8,1,46,450,45.9,8.806,-3.876,1.63,1.316
Ghana,women_iron,3,16,8,1,53,599,61.1,9.796,-6.003,2.56,-0.454
Ghana,women_iron,1,16,10,0.15,11,122,12.4,10.197,-3.179,5.189,2.732
Ghana,women_iron,2,16,10,0.15,11,123,12.5,9.966,-3.518,4.419,0.724
Ghana,women_iron,3,16,10,0.15,11,123,12.5,10.647,-7.063,4.386,-1.462
Ghana,women_iron,1,16,10,0.25,17,212,21.6,10.086,-5.231,3.862,-0.121
Ghana,women_iron,2,16,10,0.25,16,131,13.4,9.696,-3.137,4.472,2.409
Ghana,women_iron,3,16,10,0.25,16,204,20.8,9.735,-5.169,2.723,0.015
Ghana,women_iron,1,16,10,0.4,21,242,24.7,10.485,-5.713,4.082,-0.749
Ghana,women_iron,2,16,10,0.4,19,216,22,11.697,-10.079,4.965,-4.283
Ghana,women_iron,3,16,10,0.4,23,249,25.4,9.446,-4.943,3.628,0.413
Ghana,women_iron,1,16,10,0.6,40,476,48.5,9.396,-4.284,2.962,1.433
Ghana,women_iron,2,16,10,0.6,26,254,25.9,10.866,-8.101,3.319,-2.708
Ghana,women_iron,3,16,10,0.6,34,379,38.6,11.003,-7.558,3.922,-1.82
Ghana,women_iron,1,16,10,0.8,45,504,51.4,8.954,-4.641,2.371,0.887
Ghana,women_iron,2,16,10,0.8,46,488,49.7,9.289,-5.59,1.99,-0.314
Ghana,women_iron,3,16,10,0.8,48,471,48,9.603,-3.047,3.608,2.152
Ghana,women_iron,1,16,10,1,56,647,66,10.011,-6.125,2.009,-1.164
Ghana,women_iron,2,16,10,1,57,673,68.6,10.388,-5.784,2.387,-0.505
Ghana,women_iron,3,16,10,1,50,570,58.1,10.414,-6.436,2.313,-1.264
Ghana,women_iron,1,16,11,0.15,13,165,16.8,10.001,-0.891,4.355,2.844
Ghana,women_iron,2,16,11,0.15,12,100,10.2,11.476,-8.645,5.396,-2.014
Ghana,women_iron,3,16,11,0.15,12,109,11.1,10.212,-6.464,5.396,0.075
Ghana,women_iron,1,16,11,0.25,19,204,20.8,10.288,-4.979,4.341,0.434
Ghana,women_iron,2,16,11,0.25,19,193,19.7,10.998,-7.892,4.493,-2.625
Ghana,women_iron,3,16,11,0.25,17,186,19,9.364,-3.061,3.277,1.572
Ghana,women_iron,1,16,11,0.4,22,221,22.5,9.379,-3.796,3.125,0.749
Ghana,women_iron,2,16,11,0.4,28,319,32.5,10.714,-7.135,3.65,-1.617
Ghana,women_iron,3,16,11,0.4,21,230,23.4,9.29,-3.818,2.436,0.188
Ghana,women_iron,1,16,11,0.6,37,334,34,8.921,-3.589,1.977,1.122
Ghana,women_iron,2,16,11,0.6,45,491,50.1,9.141,-5.163,2.77,0.605
Ghana,women_iron,3,16,11,0.6,35,418,42.6,9.342,-4.648,2.155,0.528
Ghana,women_iron,1,16,11,0.8,42,449,45.8,9.814,-3.982,3.061,0.698
Ghana,women_iron,2,16,11,0.8,48,540,55,9.361,-4.855,1.766,-0.169
Ghana,women_iron,3,16,11,0.8,54,568,57.9,8.771,-3.629,2.453,1.779
Ghana,women_iron,1,16,11,1,64,661,67.4,8.789,-3.699,1.27,1.241
Ghana,women_iron,2,16,11,1,66,739,75.3,9.271,-5.051,1.441,0.372
Ghana,women_iron,3,16,11,1,62,706,72,8.987,-4.094,0.869,0.517
Ghana,women_iron,1,16,13,0.15,14,161,16.4,9.601,-4.04,3.832,0.539
Ghana,women_iron,2,16,13,0.15,15,156,15.9,11.027,-7.858,4.212,-1.685
Ghana,women_iron,3,16,13,0.15,15,155,15.8,10.506,-7.269,3.973,-1.396
Ghana,women_iron,1,16,13,0.25,22,250,25.5,9.326,-4.783,3.637,-0.087
Ghana,women_iron,2,16,13,0.25,23,259,26.4,10.463,-5.025,4.659,-0.367
Ghana,women_iron,3,16,13,0.25,22,232,23.6,9.247,-3.238,3.137,1.209
Ghana,women_iron,1,16,13,0.4,32,347,35.4,9.379,-4.401,3.349,0.931
Ghana,women_iron,2,16,13,0.4,27,325,33.1,10.618,-6.659,3.818,-2.615
Ghana,women_iron,3,16,13,0.4,26,254,25.9,8.781,-3.88,2.929,0.54
Ghana,women_iron,1,16,13,0.6,47,493,50.3,9.89,-6.768,3.819,-0.995
Ghana,women_iron,2,16,13,0.6,49,567,57.8,9.298,-4.351,2.087,0.635
Ghana,women_iron,3,16,13,0.6,52,574,58.5,9.405,-4.434,2.663,0.992
Ghana,women_iron,1,16,13,0.8,61,677,69,8.461,-3.641,1.368,0.397
Ghana,women_iron,2,16,13,0.8,59,644,65.6,8.755,-2.953,1.835,1.493
Ghana,women_iron,3,16,13,0.8,62,677,69,8.769,-3.596,1.499,0.776
Ghana,women_iron,1,16,13,1,75,832,84.8,9.314,-5.166,1.096,0.134
Ghana,women_iron,2,16,13,1,82,914,93.2,8.976,-4.208,1.217,1.217
Ghana,women_iron,3,16,13,1,71,813,82.9,9.779,-5.264,1.128,-0.719
Ghana,women_iron,1,16,14,0.15,16,161,16.4,10.828,-7.818,5.11,-3.61
Ghana,women_iron,2,16,14,0.15,15,152,15.5,10.353,-7.479,5.4,-1.653
Ghana,women_iron,3,16,14,0.15,16,177,18,10.405,-4.075,4.434,0.984
Ghana,women_iron,1,16,14,0.25,22,254,25.9,10.103,-4.567,3.737,0.357
