variable,level,prefix,source,source_kind,conceptual_domain,conceptual_subdomain,description,countries_present,n_countries,in_all_countries,reaches_area_model,reaches_individual_model,note
wfp_rice_medium_grain_imported,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_rice_paddy,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Ghana,1,FALSE,FALSE,TRUE,NA
wfp_rice_paddy_long_grain_local,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_rice_small_grain_imported,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_salt,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_sorghum,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia;Ghana,2,FALSE,FALSE,TRUE,NA
wfp_sorghum_red,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Malawi,1,FALSE,FALSE,TRUE,NA
wfp_soybeans,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Ghana,1,FALSE,FALSE,TRUE,NA
wfp_sugar,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_sweet_potatoes,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_tea,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_tomatoes,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Gambia,1,FALSE,FALSE,TRUE,NA
wfp_tomatoes_local,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Ghana,1,FALSE,FALSE,TRUE,NA
wfp_tomatoes_navrongo,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Ghana,1,FALSE,FALSE,TRUE,NA
wfp_yam,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Ghana,1,FALSE,FALSE,TRUE,NA
wfp_yam_puna,individual,wfp_,WFP VAM / market prices,operational data,Food Security,Market access,Distance to nearest market,Ghana,1,FALSE,FALSE,TRUE,NA
women_agecat,individual,NA,unclassified / survey-native,unclassified,NA,NA,NA,Malawi,1,FALSE,FALSE,FALSE,NA
worldpop_pop_density,individual,worldpop_,WorldPop,modelled raster,Demographics,Population density,WorldPop population density,Gambia;Ghana;Malawi,3,FALSE,FALSE,TRUE,NA
worldpop_pop_total,individual,worldpop_,WorldPop,modelled raster,Demographics,Population total,WorldPop total population,Gambia;Ghana;Malawi,3,FALSE,FALSE,TRUE,NA
X,individual,NA,unclassified / survey-native,unclassified,NA,NA,NA,Malawi,1,FALSE,FALSE,FALSE,NA
zinc_def,individual,NA,unclassified / survey-native,unclassified,NA,NA,NA,Malawi,1,FALSE,FALSE,FALSE,NA
zn_gdl,individual,NA,unclassified / survey-native,unclassified,NA,NA,NA,Malawi,1,FALSE,FALSE,FALSE,NA
gee_accessibility_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_accessibility_2019,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana;SierraLeone;Malawi,4,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2012,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2013,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2014,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2016,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2017,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_aerosoloptical_2018,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2012_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2012_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2013_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2013_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2014_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2014_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2015_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2015_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2016_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2016_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2017_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2017_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2018_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_atmosphere_2018_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ccnl_2013,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Infrastructure,Nighttime lights,CCNL nighttime lights composite,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_dailyevi_2010,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2012,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2013,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2014,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2016,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2017,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_dailyevi_2018,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_elevation_2000,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_esa_worldcereal_2021_10162_tc_maize_main_activecropland_20201013_20210526_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_10162_tc_wintercereals_activecropland_20210428_20211113_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_12048_tc_maize_main_activecropland_20200902_20210609_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_12048_tc_maize_second_activecropland_20210131_20210617_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_12048_tc_wintercereals_activecropland_20210304_20211105_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_30112_tc_maize_main_activecropland_20200814_20210512_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_30112_tc_wintercereals_activecropland_20210519_20211209_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_32121_tc_maize_main_activecropland_20210327_20211119_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_32121_tc_maize_second_activecropland_20200726_20210104_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_32121_tc_wintercereals_activecropland_20201115_20210607_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_34120_tc_maize_main_activecropland_20210508_20211112_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_34120_tc_wintercereals_activecropland_20201115_20210507_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_7091_tc_maize_main_activecropland_20210318_20211025_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Ghana;SierraLeone,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_7091_tc_maize_second_activecropland_20200802_20210105_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Ghana;SierraLeone,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_7091_tc_wintercereals_activecropland_20210318_20211029_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Ghana;SierraLeone,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_9030_tc_maize_main_activecropland_20201026_20210529_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_9030_tc_wintercereals_activecropland_20210322_20211110_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_annual_max,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_esa_worldcereal_2021_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_esa_worldcereal_2021_annual_min,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_esa_worldcereal_2021_annual_range,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_esa_worldcereal_2021_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_esa_worldcereal_2021_esa_worldcereal_2021_tanzania_1,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_esa_worldcereal_2021_tanzania_2,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_esa_worldcereal_2021_esa_worldcereal_2021_tanzania_3,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Agriculture,Crop classification,ESA WorldCereal crop types,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2010_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2010_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2012_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2012_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2012_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2012_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2013_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2013_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2013_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2013_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2014_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2014_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2014_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2014_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2015_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2015_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2015_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2015_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2016_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2016_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2016_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2016_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2017_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2017_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2017_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2017_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2018_annual_mean_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2018_annual_mean_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2018_monthly_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_fldas_2018_monthly_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Climate,Land surface climate,FLDAS land surface model variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_annual_max,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_annual_min,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_annual_range,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_built_surface,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2015_built_surface_nres,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2020_annual_max,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2020_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2020_annual_min,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2020_annual_range,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
