variable,level,prefix,source,source_kind,conceptual_domain,conceptual_subdomain,description,countries_present,n_countries,in_all_countries,reaches_area_model,reaches_individual_model,note
gee_ghsbuilts_2020_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2020_built_surface,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsbuilts_2020_built_surface_nres,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghsl_smod_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Infrastructure,Settlement type,GHSL settlement model,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_ghspop_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana;SierraLeone;Malawi;Tanzania,4,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_ghspop_2020,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_globalhumanmodification_2016,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Infrastructure,Human modification,Global human modification index,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_gpw_demographic_2010_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Demographics,Population structure,GPW gridded population demographics,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_gpw_demographic_2010_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Demographics,Population structure,GPW gridded population demographics,Gambia;Ghana;SierraLeone;Malawi;Tanzania,5,TRUE,TRUE,FALSE,NA
gee_gpw_grasslands_2012,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_gpw_grasslands_2013,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_gpw_grasslands_2014,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_gpw_grasslands_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_gpw_grasslands_2016,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_gpw_grasslands_2017,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_gpw_grasslands_2018,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Land cover,GPW grassland fraction,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2010,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2012,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2013,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2014,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2015,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Malawi,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2016,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2017,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia;Ghana,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_lai8days_2018,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Gambia,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_bare_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_crops_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_data_density_indicator,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_discrete_classification,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_discrete_classification_proba,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_forest_type,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_grass_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_moss_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_shrub_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_snow_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_tree_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_urban_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_water_permanent_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_2015_water_seasonal_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi,2,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_annual_max,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi;Tanzania,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_annual_mean,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi;Tanzania,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_annual_min,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi;Tanzania,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_annual_range,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi;Tanzania,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_annual_sd,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,SierraLeone;Malawi;Tanzania,3,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_bare_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_crops_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_grass_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_shrub_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_tree_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2015_urban_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Tanzania,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2016_2016_bare_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2016_2016_change_confidence,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2016_2016_crops_coverfraction,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
gee_landcoverlayers_2016_2016_data_density_indicator,area (admin-2),gee_,Google Earth Engine zonal means,earth observation,Environment,Remote sensing (other),Other GEE satellite variables,Ghana,1,FALSE,FALSE,FALSE,present in some countries only -> dropped by the LOCO name intersection
